# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 031 392 10000)",1.0,1,311,35.4513,-119.0384,0,"UTM:(11S 031 392 10000)",""
"UTM:(11S 032 377 10000)",2.0,1,224,34.1012,-118.8971,0,"UTM:(11S 032 377 10000)",""
"UTM:(11S 032 378 10000)",2.0,16,227,34.1913,-118.8991,0,"UTM:(11S 032 378 10000)",""
"UTM:(11S 032 379 10000)",2.4,8,231,34.2814,-118.9012,0,"UTM:(11S 032 379 10000)",""
"UTM:(11S 032 380 10000)",2.7,2,235,34.3716,-118.9032,0,"UTM:(11S 032 380 10000)",""
"UTM:(11S 032 385 10000)",2.0,1,259,34.8222,-118.9135,0,"UTM:(11S 032 385 10000)",""
"UTM:(11S 032 391 10000)",2.2,1,297,35.3629,-118.9262,0,"UTM:(11S 032 391 10000)",""
"UTM:(11S 033 376 10000)",2.0,7,212,34.0127,-118.7869,0,"UTM:(11S 033 376 10000)",""
"UTM:(11S 033 377 10000)",2.0,4,215,34.1028,-118.7887,0,"UTM:(11S 033 377 10000)",""
"UTM:(11S 033 378 10000)",2.0,24,218,34.1929,-118.7906,0,"UTM:(11S 033 378 10000)",""
"UTM:(11S 033 379 10000)",2.0,31,221,34.2831,-118.7926,0,"UTM:(11S 033 379 10000)",""
"UTM:(11S 033 385 10000)",2.2,1,251,34.8239,-118.8042,0,"UTM:(11S 033 385 10000)",""
"UTM:(11S 034 376 10000)",2.2,2,202,34.0142,-118.6786,0,"UTM:(11S 034 376 10000)",""
"UTM:(11S 034 377 10000)",2.8,14,205,34.1043,-118.6804,0,"UTM:(11S 034 377 10000)",""
"UTM:(11S 034 378 10000)",2.6,44,209,34.1945,-118.6822,0,"UTM:(11S 034 378 10000)",""
"UTM:(11S 034 379 10000)",2.5,53,212,34.2846,-118.6840,0,"UTM:(11S 034 379 10000)",""
"UTM:(11S 034 381 10000)",2.5,3,221,34.4649,-118.6876,0,"UTM:(11S 034 381 10000)",""
"UTM:(11S 035 376 10000)",2.1,10,193,34.0156,-118.5703,0,"UTM:(11S 035 376 10000)",""
"UTM:(11S 035 377 10000)",2.6,16,196,34.1058,-118.5720,0,"UTM:(11S 035 377 10000)",""
"UTM:(11S 035 378 10000)",2.6,180,199,34.1959,-118.5737,0,"UTM:(11S 035 378 10000)",""
"UTM:(11S 035 379 10000)",2.4,51,203,34.2861,-118.5754,0,"UTM:(11S 035 379 10000)",""
"UTM:(11S 035 380 10000)",2.4,52,208,34.3762,-118.5770,0,"UTM:(11S 035 380 10000)",""
"UTM:(11S 035 381 10000)",2.4,38,212,34.4663,-118.5787,0,"UTM:(11S 035 381 10000)",""
"UTM:(11S 035 384 10000)",2.0,1,229,34.7368,-118.5839,0,"UTM:(11S 035 384 10000)",""
"UTM:(11S 035 389 10000)",1.0,1,261,35.1875,-118.5926,0,"UTM:(11S 035 389 10000)",""
"UTM:(11S 036 373 10000)",2.6,7,176,33.7464,-118.4575,0,"UTM:(11S 036 373 10000)",""
"UTM:(11S 036 374 10000)",2.6,4,178,33.8366,-118.4590,0,"UTM:(11S 036 374 10000)",""
"UTM:(11S 036 375 10000)",2.5,83,180,33.9268,-118.4605,0,"UTM:(11S 036 375 10000)",""
"UTM:(11S 036 376 10000)",2.7,352,183,34.0170,-118.4621,0,"UTM:(11S 036 376 10000)",""
"UTM:(11S 036 377 10000)",2.9,80,186,34.1071,-118.4636,0,"UTM:(11S 036 377 10000)",""
"UTM:(11S 036 378 10000)",2.6,138,190,34.1972,-118.4651,0,"UTM:(11S 036 378 10000)",""
"UTM:(11S 036 379 10000)",2.4,82,194,34.2874,-118.4668,0,"UTM:(11S 036 379 10000)",""
"UTM:(11S 036 380 10000)",2.5,44,199,34.3775,-118.4683,0,"UTM:(11S 036 380 10000)",""
"UTM:(11S 036 381 10000)",2.5,58,204,34.4677,-118.4699,0,"UTM:(11S 036 381 10000)",""
"UTM:(11S 036 383 10000)",3.0,3,215,34.6480,-118.4731,0,"UTM:(11S 036 383 10000)",""
"UTM:(11S 037 368 10000)",2.2,3,167,33.2968,-118.3425,0,"UTM:(11S 037 368 10000)",""
"UTM:(11S 037 373 10000)",2.3,67,167,33.7477,-118.3495,0,"UTM:(11S 037 373 10000)",""
"UTM:(11S 037 374 10000)",2.4,265,168,33.8379,-118.3510,0,"UTM:(11S 037 374 10000)",""
"UTM:(11S 037 375 10000)",2.5,112,171,33.9280,-118.3524,0,"UTM:(11S 037 375 10000)",""
"UTM:(11S 037 376 10000)",2.5,161,174,34.0182,-118.3538,0,"UTM:(11S 037 376 10000)",""
"UTM:(11S 037 377 10000)",2.9,300,177,34.1084,-118.3552,0,"UTM:(11S 037 377 10000)",""
"UTM:(11S 037 378 10000)",2.7,194,181,34.1985,-118.3567,0,"UTM:(11S 037 378 10000)",""
"UTM:(11S 037 379 10000)",2.9,28,185,34.2887,-118.3581,0,"UTM:(11S 037 379 10000)",""
"UTM:(11S 037 380 10000)",2.0,2,190,34.3788,-118.3595,0,"UTM:(11S 037 380 10000)",""
"UTM:(11S 037 381 10000)",2.0,10,195,34.4690,-118.3610,0,"UTM:(11S 037 381 10000)",""
"UTM:(11S 037 383 10000)",2.7,7,207,34.6493,-118.3640,0,"UTM:(11S 037 383 10000)",""
"UTM:(11S 037 388 10000)",2.2,1,240,35.1000,-118.3714,0,"UTM:(11S 037 388 10000)",""
"UTM:(11S 038 373 10000)",2.8,42,157,33.7489,-118.2416,0,"UTM:(11S 038 373 10000)",""
"UTM:(11S 038 374 10000)",2.3,24,159,33.8390,-118.2429,0,"UTM:(11S 038 374 10000)",""
"UTM:(11S 038 375 10000)",2.8,24,161,33.9291,-118.2442,0,"UTM:(11S 038 375 10000)",""
"UTM:(11S 038 376 10000)",3.1,95,164,34.0194,-118.2455,0,"UTM:(11S 038 376 10000)",""
"UTM:(11S 038 377 10000)",3.0,258,168,34.1095,-118.2468,0,"UTM:(11S 038 377 10000)",""
"UTM:(11S 038 378 10000)",2.7,148,172,34.1997,-118.2481,0,"UTM:(11S 038 378 10000)",""
"UTM:(11S 038 379 10000)",2.6,19,176,34.2899,-118.2494,0,"UTM:(11S 038 379 10000)",""
"UTM:(11S 038 381 10000)",2.8,4,187,34.4702,-118.2522,0,"UTM:(11S 038 381 10000)",""
"UTM:(11S 038 382 10000)",3.0,3,193,34.5603,-118.2535,0,"UTM:(11S 038 382 10000)",""
"UTM:(11S 038 383 10000)",2.1,12,199,34.6504,-118.2549,0,"UTM:(11S 038 383 10000)",""
"UTM:(11S 038 384 10000)",2.2,1,205,34.7407,-118.2562,0,"UTM:(11S 038 384 10000)",""
"UTM:(11S 038 385 10000)",2.7,1,212,34.8307,-118.2576,0,"UTM:(11S 038 385 10000)",""
"UTM:(11S 039 373 10000)",2.8,204,147,33.7499,-118.1336,0,"UTM:(11S 039 373 10000)",""
"UTM:(11S 039 374 10000)",2.8,199,149,33.8400,-118.1349,0,"UTM:(11S 039 374 10000)",""
"UTM:(11S 039 375 10000)",2.9,99,152,33.9302,-118.1360,0,"UTM:(11S 039 375 10000)",""
"UTM:(11S 039 376 10000)",3.0,54,155,34.0204,-118.1372,0,"UTM:(11S 039 376 10000)",""
"UTM:(11S 039 377 10000)",2.7,270,159,34.1106,-118.1384,0,"UTM:(11S 039 377 10000)",""
"UTM:(11S 039 378 10000)",2.6,126,163,34.2007,-118.1396,0,"UTM:(11S 039 378 10000)",""
"UTM:(11S 039 381 10000)",2.6,4,179,34.4712,-118.1433,0,"UTM:(11S 039 381 10000)",""
"UTM:(11S 039 382 10000)",2.0,9,185,34.5614,-118.1446,0,"UTM:(11S 039 382 10000)",""
"UTM:(11S 039 383 10000)",2.0,22,191,34.6516,-118.1458,0,"UTM:(11S 039 383 10000)",""
"UTM:(11S 039 384 10000)",2.0,5,198,34.7417,-118.1470,0,"UTM:(11S 039 384 10000)",""
"UTM:(11S 039 385 10000)",2.2,1,205,34.8319,-118.1482,0,"UTM:(11S 039 385 10000)",""
"UTM:(11S 039 388 10000)",2.0,1,227,35.1023,-118.1521,0,"UTM:(11S 039 388 10000)",""
"UTM:(11S 040 372 10000)",2.7,121,136,33.6607,-118.0246,0,"UTM:(11S 040 372 10000)",""
"UTM:(11S 040 373 10000)",2.7,207,137,33.7508,-118.0256,0,"UTM:(11S 040 373 10000)",""
"UTM:(11S 040 374 10000)",2.9,210,139,33.8409,-118.0268,0,"UTM:(11S 040 374 10000)",""
"UTM:(11S 040 375 10000)",2.9,130,142,33.9312,-118.0279,0,"UTM:(11S 040 375 10000)",""
"UTM:(11S 040 376 10000)",3.1,56,146,34.0213,-118.0289,0,"UTM:(11S 040 376 10000)",""
"UTM:(11S 040 377 10000)",2.6,162,150,34.1115,-118.0300,0,"UTM:(11S 040 377 10000)",""
"UTM:(11S 040 378 10000)",2.6,53,154,34.2017,-118.0311,0,"UTM:(11S 040 378 10000)",""
"UTM:(11S 040 382 10000)",2.5,19,177,34.5624,-118.0356,0,"UTM:(11S 040 382 10000)",""
"UTM:(11S 040 383 10000)",2.0,7,184,34.6525,-118.0367,0,"UTM:(11S 040 383 10000)",""
"UTM:(11S 040 384 10000)",3.1,1,191,34.7426,-118.0378,0,"UTM:(11S 040 384 10000)",""
"UTM:(11S 040 388 10000)",3.4,1,221,35.1033,-118.0423,0,"UTM:(11S 040 388 10000)",""
"UTM:(11S 041 371 10000)",2.7,50,125,33.5713,-117.9158,0,"UTM:(11S 041 371 10000)",""
"UTM:(11S 041 372 10000)",2.8,327,126,33.6615,-117.9168,0,"UTM:(11S 041 372 10000)",""
"UTM:(11S 041 373 10000)",2.8,147,127,33.7516,-117.9177,0,"UTM:(11S 041 373 10000)",""
"UTM:(11S 041 374 10000)",3.1,251,130,33.8418,-117.9186,0,"UTM:(11S 041 374 10000)",""
"UTM:(11S 041 375 10000)",3.2,225,133,33.9320,-117.9196,0,"UTM:(11S 041 375 10000)",""
"UTM:(11S 041 376 10000)",3.1,65,136,34.0222,-117.9206,0,"UTM:(11S 041 376 10000)",""
"UTM:(11S 041 377 10000)",3.1,156,141,34.1124,-117.9216,0,"UTM:(11S 041 377 10000)",""
"UTM:(11S 041 378 10000)",3.4,3,146,34.2025,-117.9226,0,"UTM:(11S 041 378 10000)",""
"UTM:(11S 041 380 10000)",2.7,1,157,34.3829,-117.9245,0,"UTM:(11S 041 380 10000)",""
"UTM:(11S 041 381 10000)",2.2,3,163,34.4731,-117.9256,0,"UTM:(11S 041 381 10000)",""
"UTM:(11S 041 382 10000)",2.0,8,170,34.5632,-117.9266,0,"UTM:(11S 041 382 10000)",""
"UTM:(11S 041 384 10000)",2.0,1,184,34.7436,-117.9286,0,"UTM:(11S 041 384 10000)",""
"UTM:(11S 041 388 10000)",2.0,4,215,35.1042,-117.9326,0,"UTM:(11S 041 388 10000)",""
"UTM:(11S 042 370 10000)",3.0,9,115,33.4818,-117.8072,0,"UTM:(11S 042 370 10000)",""
"UTM:(11S 042 371 10000)",3.2,85,115,33.5721,-117.8081,0,"UTM:(11S 042 371 10000)",""
"UTM:(11S 042 372 10000)",2.8,275,116,33.6623,-117.8089,0,"UTM:(11S 042 372 10000)",""
"UTM:(11S 042 373 10000)",2.9,265,118,33.7524,-117.8098,0,"UTM:(11S 042 373 10000)",""
"UTM:(11S 042 374 10000)",3.0,228,120,33.8426,-117.8106,0,"UTM:(11S 042 374 10000)",""
"UTM:(11S 042 375 10000)",3.3,97,123,33.9327,-117.8115,0,"UTM:(11S 042 375 10000)",""
"UTM:(11S 042 376 10000)",3.3,87,127,34.0229,-117.8123,0,"UTM:(11S 042 376 10000)",""
"UTM:(11S 042 377 10000)",3.1,162,132,34.1132,-117.8132,0,"UTM:(11S 042 377 10000)",""
"UTM:(11S 042 381 10000)",2.0,1,155,34.4738,-117.8167,0,"UTM:(11S 042 381 10000)",""
"UTM:(11S 042 382 10000)",2.7,1,162,34.5640,-117.8175,0,"UTM:(11S 042 382 10000)",""
"UTM:(11S 042 383 10000)",2.8,8,170,34.6542,-117.8185,0,"UTM:(11S 042 383 10000)",""
"UTM:(11S 042 387 10000)",2.2,1,201,35.0148,-117.8221,0,"UTM:(11S 042 387 10000)",""
"UTM:(11S 042 394 10000)",1.0,1,261,35.6459,-117.8285,0,"UTM:(11S 042 394 10000)",""
"UTM:(11S 043 370 10000)",3.2,226,105,33.4825,-117.6996,0,"UTM:(11S 043 370 10000)",""
"UTM:(11S 043 371 10000)",3.2,492,105,33.5727,-117.7003,0,"UTM:(11S 043 371 10000)",""
"UTM:(11S 043 372 10000)",3.0,232,106,33.6629,-117.7010,0,"UTM:(11S 043 372 10000)",""
"UTM:(11S 043 373 10000)",2.8,4,108,33.7531,-117.7018,0,"UTM:(11S 043 373 10000)",""
"UTM:(11S 043 374 10000)",3.3,69,111,33.8433,-117.7026,0,"UTM:(11S 043 374 10000)",""
"UTM:(11S 043 375 10000)",3.4,65,114,33.9334,-117.7033,0,"UTM:(11S 043 375 10000)",""
"UTM:(11S 043 376 10000)",3.6,129,118,34.0236,-117.7040,0,"UTM:(11S 043 376 10000)",""
"UTM:(11S 043 377 10000)",2.9,195,123,34.1138,-117.7047,0,"UTM:(11S 043 377 10000)",""
"UTM:(11S 043 378 10000)",2.7,1,129,34.2040,-117.7055,0,"UTM:(11S 043 378 10000)",""
"UTM:(11S 043 394 10000)",2.1,6,257,35.6467,-117.7180,0,"UTM:(11S 043 394 10000)",""
"UTM:(11S 044 369 10000)",2.7,53,96,33.3928,-117.5914,0,"UTM:(11S 044 369 10000)",""
"UTM:(11S 044 370 10000)",3.1,93,95,33.4830,-117.5920,0,"UTM:(11S 044 370 10000)",""
"UTM:(11S 044 371 10000)",3.2,176,95,33.5733,-117.5926,0,"UTM:(11S 044 371 10000)",""
"UTM:(11S 044 372 10000)",3.1,224,96,33.6634,-117.5932,0,"UTM:(11S 044 372 10000)",""
"UTM:(11S 044 373 10000)",3.1,6,98,33.7537,-117.5939,0,"UTM:(11S 044 373 10000)",""
"UTM:(11S 044 374 10000)",3.3,138,101,33.8439,-117.5944,0,"UTM:(11S 044 374 10000)",""
"UTM:(11S 044 375 10000)",3.3,64,105,33.9340,-117.5951,0,"UTM:(11S 044 375 10000)",""
"UTM:(11S 044 376 10000)",3.7,55,110,34.0241,-117.5958,0,"UTM:(11S 044 376 10000)",""
"UTM:(11S 044 377 10000)",3.0,198,115,34.1144,-117.5963,0,"UTM:(11S 044 377 10000)",""
"UTM:(11S 044 378 10000)",3.6,5,121,34.2045,-117.5969,0,"UTM:(11S 044 378 10000)",""
"UTM:(11S 044 379 10000)",3.3,2,127,34.2948,-117.5976,0,"UTM:(11S 044 379 10000)",""
"UTM:(11S 044 380 10000)",2.5,15,134,34.3850,-117.5983,0,"UTM:(11S 044 380 10000)",""
"UTM:(11S 044 381 10000)",2.6,6,141,34.4751,-117.5989,0,"UTM:(11S 044 381 10000)",""
"UTM:(11S 044 382 10000)",2.2,1,149,34.5652,-117.5995,0,"UTM:(11S 044 382 10000)",""
"UTM:(11S 044 393 10000)",1.0,1,244,35.5572,-117.6069,0,"UTM:(11S 044 393 10000)",""
"UTM:(11S 045 373 10000)",3.4,25,89,33.7541,-117.4858,0,"UTM:(11S 045 373 10000)",""
"UTM:(11S 045 374 10000)",3.6,54,92,33.8443,-117.4864,0,"UTM:(11S 045 374 10000)",""
"UTM:(11S 045 375 10000)",3.7,181,96,33.9345,-117.4869,0,"UTM:(11S 045 375 10000)",""
"UTM:(11S 045 376 10000)",3.5,64,101,34.0247,-117.4874,0,"UTM:(11S 045 376 10000)",""
"UTM:(11S 045 377 10000)",2.9,75,107,34.1149,-117.4879,0,"UTM:(11S 045 377 10000)",""
"UTM:(11S 045 378 10000)",2.9,5,113,34.2050,-117.4884,0,"UTM:(11S 045 378 10000)",""
"UTM:(11S 045 379 10000)",3.1,1,120,34.2952,-117.4890,0,"UTM:(11S 045 379 10000)",""
"UTM:(11S 045 380 10000)",3.4,1,127,34.3854,-117.4895,0,"UTM:(11S 045 380 10000)",""
"UTM:(11S 045 381 10000)",3.6,10,135,34.4756,-117.4900,0,"UTM:(11S 045 381 10000)",""
"UTM:(11S 045 382 10000)",3.4,1,143,34.5658,-117.4905,0,"UTM:(11S 045 382 10000)",""
"UTM:(11S 046 366 10000)",2.8,21,88,33.1231,-117.3752,0,"UTM:(11S 046 366 10000)",""
"UTM:(11S 046 367 10000)",3.1,88,83,33.2134,-117.3756,0,"UTM:(11S 046 367 10000)",""
"UTM:(11S 046 368 10000)",3.1,2,80,33.3036,-117.3759,0,"UTM:(11S 046 368 10000)",""
"UTM:(11S 046 371 10000)",3.2,3,76,33.5741,-117.3771,0,"UTM:(11S 046 371 10000)",""
"UTM:(11S 046 372 10000)",3.7,93,77,33.6643,-117.3775,0,"UTM:(11S 046 372 10000)",""
"UTM:(11S 046 373 10000)",3.7,32,79,33.7545,-117.3779,0,"UTM:(11S 046 373 10000)",""
"UTM:(11S 046 374 10000)",3.7,31,83,33.8447,-117.3783,0,"UTM:(11S 046 374 10000)",""
"UTM:(11S 046 375 10000)",3.5,215,88,33.9348,-117.3787,0,"UTM:(11S 046 375 10000)",""
"UTM:(11S 046 376 10000)",3.5,70,93,34.0251,-117.3791,0,"UTM:(11S 046 376 10000)",""
"UTM:(11S 046 377 10000)",3.1,73,99,34.1153,-117.3795,0,"UTM:(11S 046 377 10000)",""
"UTM:(11S 046 378 10000)",3.6,42,106,34.2054,-117.3799,0,"UTM:(11S 046 378 10000)",""
"UTM:(11S 046 380 10000)",2.9,14,121,34.3858,-117.3807,0,"UTM:(11S 046 380 10000)",""
"UTM:(11S 046 381 10000)",2.6,57,129,34.4759,-117.3811,0,"UTM:(11S 046 381 10000)",""
"UTM:(11S 046 382 10000)",2.7,23,137,34.5662,-117.3815,0,"UTM:(11S 046 382 10000)",""
"UTM:(11S 046 383 10000)",2.9,2,146,34.6564,-117.3820,0,"UTM:(11S 046 383 10000)",""
"UTM:(11S 046 384 10000)",2.3,10,154,34.7465,-117.3824,0,"UTM:(11S 046 384 10000)",""
"UTM:(11S 047 361 10000)",2.8,7,116,32.6724,-117.2666,0,"UTM:(11S 047 361 10000)",""
"UTM:(11S 047 362 10000)",3.0,181,108,32.7626,-117.2669,0,"UTM:(11S 047 362 10000)",""
"UTM:(11S 047 363 10000)",3.2,223,100,32.8528,-117.2672,0,"UTM:(11S 047 363 10000)",""
"UTM:(11S 047 364 10000)",3.3,147,93,32.9430,-117.2674,0,"UTM:(11S 047 364 10000)",""
"UTM:(11S 047 365 10000)",3.3,281,86,33.0332,-117.2677,0,"UTM:(11S 047 365 10000)",""
"UTM:(11S 047 366 10000)",3.5,228,80,33.1234,-117.2679,0,"UTM:(11S 047 366 10000)",""
"UTM:(11S 047 367 10000)",3.2,285,75,33.2136,-117.2682,0,"UTM:(11S 047 367 10000)",""
"UTM:(11S 047 368 10000)",3.6,40,70,33.3038,-117.2685,0,"UTM:(11S 047 368 10000)",""
"UTM:(11S 047 369 10000)",3.4,53,67,33.3940,-117.2688,0,"UTM:(11S 047 369 10000)",""
"UTM:(11S 047 370 10000)",2.5,5,66,33.4842,-117.2691,0,"UTM:(11S 047 370 10000)",""
"UTM:(11S 047 371 10000)",3.8,111,66,33.5744,-117.2694,0,"UTM:(11S 047 371 10000)",""
"UTM:(11S 047 372 10000)",3.8,100,67,33.6646,-117.2696,0,"UTM:(11S 047 372 10000)",""
"UTM:(11S 047 373 10000)",3.9,24,70,33.7548,-117.2699,0,"UTM:(11S 047 373 10000)",""
"UTM:(11S 047 374 10000)",3.5,23,74,33.8449,-117.2702,0,"UTM:(11S 047 374 10000)",""
"UTM:(11S 047 375 10000)",3.6,155,79,33.9352,-117.2704,0,"UTM:(11S 047 375 10000)",""
"UTM:(11S 047 376 10000)",3.7,112,85,34.0254,-117.2708,0,"UTM:(11S 047 376 10000)",""
"UTM:(11S 047 377 10000)",3.2,98,92,34.1155,-117.2711,0,"UTM:(11S 047 377 10000)",""
"UTM:(11S 047 378 10000)",3.1,59,99,34.2057,-117.2714,0,"UTM:(11S 047 378 10000)",""
"UTM:(11S 047 379 10000)",2.9,2,107,34.2959,-117.2716,0,"UTM:(11S 047 379 10000)",""
"UTM:(11S 047 380 10000)",2.7,33,115,34.3861,-117.2720,0,"UTM:(11S 047 380 10000)",""
"UTM:(11S 047 381 10000)",2.8,49,123,34.4763,-117.2722,0,"UTM:(11S 047 381 10000)",""
"UTM:(11S 047 382 10000)",2.9,18,132,34.5665,-117.2725,0,"UTM:(11S 047 382 10000)",""
"UTM:(11S 048 359 10000)",3.8,1,128,32.4922,-117.1596,0,"UTM:(11S 048 359 10000)",""
"UTM:(11S 048 360 10000)",2.8,30,119,32.5823,-117.1598,0,"UTM:(11S 048 360 10000)",""
"UTM:(11S 048 361 10000)",3.2,96,110,32.6726,-117.1600,0,"UTM:(11S 048 361 10000)",""
"UTM:(11S 048 362 10000)",3.1,482,102,32.7627,-117.1601,0,"UTM:(11S 048 362 10000)",""
"UTM:(11S 048 363 10000)",3.2,192,94,32.8529,-117.1602,0,"UTM:(11S 048 363 10000)",""
"UTM:(11S 048 364 10000)",3.1,332,86,32.9432,-117.1604,0,"UTM:(11S 048 364 10000)",""
"UTM:(11S 048 365 10000)",3.2,51,79,33.0333,-117.1606,0,"UTM:(11S 048 365 10000)",""
"UTM:(11S 048 366 10000)",3.4,184,72,33.1236,-117.1608,0,"UTM:(11S 048 366 10000)",""
"UTM:(11S 048 367 10000)",3.7,73,66,33.2138,-117.1609,0,"UTM:(11S 048 367 10000)",""
"UTM:(11S 048 368 10000)",3.5,34,61,33.3040,-117.1611,0,"UTM:(11S 048 368 10000)",""
"UTM:(11S 048 369 10000)",3.6,22,58,33.3941,-117.1612,0,"UTM:(11S 048 369 10000)",""
"UTM:(11S 048 370 10000)",3.6,135,56,33.4843,-117.1615,0,"UTM:(11S 048 370 10000)",""
"UTM:(11S 048 371 10000)",3.8,263,56,33.5746,-117.1616,0,"UTM:(11S 048 371 10000)",""
"UTM:(11S 048 372 10000)",4.2,136,58,33.6647,-117.1617,0,"UTM:(11S 048 372 10000)",""
"UTM:(11S 048 373 10000)",4.2,54,61,33.7550,-117.1619,0,"UTM:(11S 048 373 10000)",""
"UTM:(11S 048 374 10000)",3.9,31,66,33.8452,-117.1621,0,"UTM:(11S 048 374 10000)",""
"UTM:(11S 048 375 10000)",3.7,71,71,33.9353,-117.1623,0,"UTM:(11S 048 375 10000)",""
"UTM:(11S 048 376 10000)",3.3,166,78,34.0256,-117.1625,0,"UTM:(11S 048 376 10000)",""
"UTM:(11S 048 377 10000)",3.2,73,85,34.1157,-117.1627,0,"UTM:(11S 048 377 10000)",""
"UTM:(11S 048 378 10000)",2.8,12,93,34.2059,-117.1628,0,"UTM:(11S 048 378 10000)",""
"UTM:(11S 048 379 10000)",2.9,15,101,34.2961,-117.1629,0,"UTM:(11S 048 379 10000)",""
"UTM:(11S 048 380 10000)",2.1,4,110,34.3862,-117.1631,0,"UTM:(11S 048 380 10000)",""
"UTM:(11S 048 381 10000)",2.9,47,118,34.4764,-117.1633,0,"UTM:(11S 048 381 10000)",""
"UTM:(11S 048 382 10000)",2.6,17,127,34.5667,-117.1635,0,"UTM:(11S 048 382 10000)",""
"UTM:(11S 048 383 10000)",2.7,1,136,34.6568,-117.1637,0,"UTM:(11S 048 383 10000)",""
"UTM:(11S 048 385 10000)",2.2,2,155,34.8372,-117.1640,0,"UTM:(11S 048 385 10000)",""
"UTM:(11S 048 386 10000)",2.0,1,164,34.9273,-117.1643,0,"UTM:(11S 048 386 10000)",""
"UTM:(11S 049 357 10000)",3.8,1,143,32.3118,-117.0531,0,"UTM:(11S 049 357 10000)",""
"UTM:(11S 049 359 10000)",2.0,1,124,32.4922,-117.0532,0,"UTM:(11S 049 359 10000)",""
"UTM:(11S 049 360 10000)",3.3,80,115,32.5825,-117.0532,0,"UTM:(11S 049 360 10000)",""
"UTM:(11S 049 361 10000)",3.3,156,106,32.6726,-117.0533,0,"UTM:(11S 049 361 10000)",""
"UTM:(11S 049 362 10000)",3.2,312,97,32.7629,-117.0533,0,"UTM:(11S 049 362 10000)",""
"UTM:(11S 049 363 10000)",3.1,131,88,32.8530,-117.0534,0,"UTM:(11S 049 363 10000)",""
"UTM:(11S 049 364 10000)",3.3,248,80,32.9432,-117.0534,0,"UTM:(11S 049 364 10000)",""
"UTM:(11S 049 365 10000)",3.2,181,72,33.0335,-117.0535,0,"UTM:(11S 049 365 10000)",""
