-118.18,34.48,4.50
-118.18,34.48,4.75
-118.14,34.09,2.50
-118.83,35.20,4.80
-119.02,35.32,4.80
-119.02,35.32,5.10
-119.02,35.32,4.40
-119.02,35.32,4.80
-119.04,35.52,4.90
-119.04,35.52,4.80
-118.30,37.17,2.50
-117.40,36.51,4.80
-118.47,35.57,5.50
-118.52,35.59,4.80
-118.52,35.59,4.80
-118.52,35.59,5.50
-118.52,35.59,4.40
-115.53,32.98,2.50
-117.85,35.77,5.50
-117.85,35.77,5.60
-118.33,34.18,4.90
-118.33,34.18,3.00
-119.44,35.42,4.80
-119.44,35.42,5.60
-118.63,35.29,4.00
-118.66,35.88,4.00
-118.66,35.88,4.00
-118.66,35.88,3.00
-117.97,35.31,5.40
-118.03,36.62,4.60
-118.63,34.48,4.00
-120.22,37.11,5.80
-117.95,36.05,4.80
-117.95,36.05,5.40
-117.95,36.05,4.80
-117.96,36.14,5.30
-117.59,36.27,4.80
-116.77,36.59,4.90
-119.27,35.88,5.10
-119.27,35.88,5.30
-119.27,35.88,4.00
-119.55,35.18,4.80
-118.94,34.81,4.60
-119.79,36.79,5.00
-119.79,36.79,3.50
-115.54,36.79,4.30
-119.79,36.79,4.80
-119.79,36.79,4.80
-119.79,36.79,4.80
-119.81,36.75,4.00
-119.72,36.99,4.80
-119.72,36.99,4.80
-119.72,36.99,4.80
-118.68,35.72,4.90
-118.93,34.94,4.90
-119.35,37.88,5.00
-119.65,36.32,4.80
-119.65,36.32,4.90
-119.85,37.66,4.00
-117.82,35.65,5.30
-117.82,35.65,6.00
-118.44,35.66,6.00
-118.44,35.66,6.00
-118.54,35.97,5.00
-117.87,36.48,3.90
-118.43,35.73,5.90
-118.44,35.78,5.60
-118.45,34.68,4.80
-118.45,34.68,3.00
-119.03,36.38,4.50
-117.91,35.94,5.80
-117.91,35.94,5.50
-118.26,34.07,2.50
-118.08,36.58,5.10
-118.08,36.58,5.90
-118.08,36.58,5.10
-118.08,36.58,4.00
-118.08,36.58,4.00
-118.08,36.58,4.60
-118.08,36.58,4.00
-118.08,36.58,3.90
-118.07,36.41,4.00
-120.13,38.09,4.60
-120.28,34.74,4.80
-120.28,34.74,4.80
-118.41,34.02,4.90
-118.25,34.06,3.50
-118.19,34.11,4.00
-118.32,34.04,4.30
-118.32,34.01,4.80
-118.41,34.02,4.60
-118.43,34.04,3.00
-118.36,34.03,4.60
-118.29,34.06,4.80
-118.28,34.07,3.00
-118.26,34.11,3.30
-118.27,34.06,3.30
-118.31,34.08,4.90
-118.31,34.08,4.50
-118.22,34.14,4.80
-118.28,34.06,4.80
-118.30,34.09,3.30
-118.30,34.08,3.50
-118.30,33.99,4.00
-118.43,33.93,4.60
