-118.17,34.07,8.00
-119.11,35.35,7.10
-118.04,33.95,7.90
-118.04,33.98,8.80
-118.13,34.1,8.00
-118.19,33.98,7.50
-117.82,34.06,6.60
-118.13,33.94,7.00
-118.17,34.02,6.90
-118.03,34.07,6.80
-117.95,33.93,7.80
-118.01,33.92,6.80
-118.25,34.04,7.60
-118.21,34.07,7.10
-118.07,33.98,6.90
-118.19,33.99,6.80
-118.11,34.02,6.90
-118.12,34.06,7.50
-118.08,33.9,6.60
-118.14,34.15,8.00
-118.1,33.98,7.40
-118.07,34.08,7.10
-118.11,34.1,7.50
-118.11,34.12,7.10
-118.05,34.16,7.30
-118.15,34.12,7.40
-118.06,34.11,7.30
-118.76,34.15,6.00
-118.13,34.19,6.40
-117.91,33.84,6.40
-118.04,34.14,6.60
-118.08,33.87,6.00
-117.91,34.13,6.40
-117.96,34.09,6.50
-117.99,34.05,6.50
-118.12,33.88,6.60
-117.97,34.15,6.40
-117.9,33.92,5.60
-118.31,34.18,6.40
-118,33.87,5.50
-118.11,33.78,5.60
-117.89,33.88,5.80
-118.53,34.24,5.80
-118.61,34.21,5.30
-118.28,33.83,6.50
-118.06,33.86,6.60
-117.85,34.1,6.50
-118.61,34.25,6.50
-118.16,34,6.40
-118.22,33.9,6.50
-117.89,34.09,6.30
-118.04,33.82,6.90
-117.81,34.03,6.30
-117.98,34.14,6.50
-118.21,33.93,5.40
-118.18,34.07,5.60
-118.52,34.15,5.40
-118.92,34.4,5.40
-118.25,33.97,6.60
-117.44,34.09,6.90
-117.92,33.87,6.80
-117.94,33.77,6.60
-118.26,34.14,6.80
-117.87,34.14,6.60
-117.97,33.99,6.10
-118.3,33.79,6.50
-118.07,33.83,6.50
-118.35,33.92,6.40
-118.18,34.12,7.00
-118.33,34.09,6.80
-118.23,33.98,6.30
-118.35,33.96,6.80
-117.83,33.68,5.50
-117.94,34.11,6.00
-118.13,33.85,6.80
-117.95,34.02,5.50
-117.77,34.1,6.60
-118.19,33.77,6.50
-118.12,33.8,5.40
-118.26,34.12,6.90
-118.21,34.03,6.90
-118.47,34.05,6.80
-118.21,34.14,6.50
-118.33,33.98,6.60
-118.25,34.01,6.60
-118.33,33.96,6.80
-118.37,34.05,5.40
-118.19,34.04,6.30
-118.37,34,6.50
-118,34.14,6.80
-118.24,34.23,5.50
-118.38,34.19,6.50
-118.18,33.86,6.10
-118.53,34.24,5.50
-118.26,34.15,6.40
-117.25,34.1,5.50
-118.48,34,6.30
-117.85,33.79,5.50
-118.16,33.89,6.60
-118.39,33.85,6.40
-118.54,34.2,6.30
-117.81,34.11,6.80
-117.87,33.75,6.60
-118.49,34.02,6.00
-118.1,33.74,5.30
-118.45,34.15,6.40
-118.4,34.07,6.10
-118.11,33.86,6.40
-118.09,34.05,6.60
-118.21,33.95,6.60
-118.38,34.23,6.00
-117.94,33.9,6.50
-118.26,33.74,6.50
-118.33,33.89,5.90
-117.82,33.74,5.60
-118.35,34.14,6.30
-118.21,34.06,6.60
-117.94,34.05,6.80
-118.45,34.19,6.80
-118.47,33.99,5.90
-118.23,34,6.10
-117.87,34.02,6.50
-118.24,33.94,5.90
-118.36,34.09,6.50
-117.94,34.07,6.80
-117.99,33.76,6.50
-117.81,33.89,5.30
