# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(10S 0510 4249 1000)",3.1,1,54,38.3937,-122.8798,0,"Sebastopol",""
"UTM:(10S 0510 4250 1000)",2.2,1,54,38.4027,-122.8798,0,"Sebastopol",""
"UTM:(10S 0510 4252 1000)",3.1,1,55,38.4207,-122.8798,0,"Sebastopol",""
"UTM:(10S 0510 4259 1000)",3.8,3,58,38.4838,-122.8796,0,"Forestville",""
"UTM:(10S 0510 4275 1000)",4.1,2,68,38.6280,-122.8793,0,"Healdsburg",""
"UTM:(10S 0510 4276 1000)",5.4,2,69,38.6370,-122.8793,0,"Healdsburg",""
"UTM:(10S 0511 4217 1000)",4.1,2,51,38.1052,-122.8688,0,"Inverness",""
"UTM:(10S 0511 4244 1000)",3.1,1,52,38.3486,-122.8684,0,"Sebastopol",""
"UTM:(10S 0511 4245 1000)",3.0,1,52,38.3576,-122.8683,0,"Sebastopol",""
"UTM:(10S 0511 4247 1000)",3.4,1,52,38.3756,-122.8683,0,"Sebastopol",""
"UTM:(10S 0511 4248 1000)",2.0,1,53,38.3846,-122.8683,0,"Sebastopol",""
"UTM:(10S 0511 4254 1000)",3.5,5,55,38.4387,-122.8682,0,"Sebastopol",""
"UTM:(10S 0511 4257 1000)",4.7,1,57,38.4657,-122.8681,0,"Forestville",""
"UTM:(10S 0511 4270 1000)",4.3,3,64,38.5829,-122.8680,0,"Healdsburg",""
"UTM:(10S 0511 4272 1000)",3.4,1,65,38.6009,-122.8680,0,"Healdsburg",""
"UTM:(10S 0511 4273 1000)",3.7,4,66,38.6099,-122.8680,0,"Healdsburg",""
"UTM:(10S 0511 4274 1000)",3.8,4,66,38.6189,-122.8679,0,"Healdsburg",""
"UTM:(10S 0511 4275 1000)",3.8,8,67,38.6280,-122.8679,0,"Healdsburg",""
"UTM:(10S 0511 4276 1000)",4.3,2,68,38.6370,-122.8679,0,"Healdsburg",""
"UTM:(10S 0512 4216 1000)",3.4,2,50,38.0962,-122.8575,0,"Inverness",""
"UTM:(10S 0512 4217 1000)",3.4,2,50,38.1052,-122.8574,0,"Inverness",""
"UTM:(10S 0512 4240 1000)",3.4,1,50,38.3125,-122.8570,0,"Petaluma",""
"UTM:(10S 0512 4251 1000)",3.1,1,53,38.4117,-122.8569,0,"Sebastopol",""
"UTM:(10S 0512 4253 1000)",3.1,1,54,38.4297,-122.8568,0,"Sebastopol",""
"UTM:(10S 0512 4254 1000)",5.3,1,54,38.4387,-122.8568,0,"Sebastopol",""
"UTM:(10S 0512 4259 1000)",3.6,5,57,38.4838,-122.8567,0,"Sebastopol",""
"UTM:(10S 0512 4262 1000)",3.1,1,58,38.5108,-122.8567,0,"Forestville",""
"UTM:(10S 0512 4273 1000)",4.3,1,65,38.6099,-122.8564,0,"Healdsburg",""
"UTM:(10S 0512 4274 1000)",3.7,3,66,38.6189,-122.8564,0,"Healdsburg",""
"UTM:(10S 0512 4275 1000)",2.0,1,66,38.6279,-122.8563,0,"Healdsburg",""
"UTM:(10S 0513 4213 1000)",3.8,1,50,38.0692,-122.8461,0,"Inverness",""
"UTM:(10S 0513 4233 1000)",6.0,1,48,38.2494,-122.8457,0,"Petaluma",""
"UTM:(10S 0513 4240 1000)",3.8,1,49,38.3125,-122.8456,0,"Petaluma",""
"UTM:(10S 0513 4246 1000)",2.5,1,50,38.3666,-122.8454,0,"Sebastopol",""
"UTM:(10S 0513 4248 1000)",3.4,3,51,38.3846,-122.8454,0,"Sebastopol",""
"UTM:(10S 0513 4249 1000)",2.7,2,51,38.3936,-122.8454,0,"Sebastopol",""
"UTM:(10S 0513 4250 1000)",4.1,10,52,38.4026,-122.8454,0,"Sebastopol",""
"UTM:(10S 0513 4251 1000)",3.3,2,52,38.4116,-122.8453,0,"Sebastopol",""
"UTM:(10S 0513 4255 1000)",4.8,1,54,38.4477,-122.8453,0,"Sebastopol",""
"UTM:(10S 0513 4256 1000)",3.4,2,54,38.4567,-122.8452,0,"Sebastopol",""
"UTM:(10S 0513 4257 1000)",6.1,1,55,38.4657,-122.8452,0,"Santa Rosa",""
"UTM:(10S 0513 4258 1000)",3.8,1,55,38.4747,-122.8452,0,"Sebastopol",""
"UTM:(10S 0513 4274 1000)",5.0,3,65,38.6189,-122.8450,0,"Healdsburg",""
"UTM:(10S 0513 4287 1000)",3.1,1,75,38.7361,-122.8447,0,"Geyserville",""
"UTM:(10S 0513 4313 1000)",3.1,1,96,38.9704,-122.8442,0,"Kelseyville",""
"UTM:(10S 0513 4314 1000)",3.6,2,97,38.9794,-122.8442,0,"Kelseyville",""
"UTM:(10S 0514 4212 1000)",3.8,1,50,38.0601,-122.8347,0,"Point Reyes Station",""
"UTM:(10S 0514 4244 1000)",4.3,1,49,38.3485,-122.8340,0,"Sebastopol",""
"UTM:(10S 0514 4247 1000)",4.4,3,50,38.3756,-122.8340,0,"Sebastopol",""
"UTM:(10S 0514 4248 1000)",5.3,1,50,38.3846,-122.8339,0,"Sebastopol",""
"UTM:(10S 0514 4249 1000)",3.6,6,50,38.3936,-122.8339,0,"Sebastopol",""
"UTM:(10S 0514 4250 1000)",4.5,7,51,38.4026,-122.8339,0,"Sebastopol",""
"UTM:(10S 0514 4264 1000)",4.6,1,58,38.5288,-122.8337,0,"Windsor",""
"UTM:(10S 0514 4267 1000)",4.7,2,60,38.5558,-122.8336,0,"Windsor",""
"UTM:(10S 0514 4268 1000)",2.5,2,60,38.5648,-122.8336,0,"Healdsburg",""
"UTM:(10S 0514 4270 1000)",3.1,1,62,38.5829,-122.8336,0,"Healdsburg",""
"UTM:(10S 0514 4271 1000)",2.0,1,62,38.5919,-122.8335,0,"Healdsburg",""
"UTM:(10S 0514 4275 1000)",3.8,1,65,38.6279,-122.8334,0,"Healdsburg",""
"UTM:(10S 0514 4312 1000)",4.5,1,95,38.9613,-122.8327,0,"Kelseyville",""
"UTM:(10S 0514 4330 1000)",1.0,1,111,39.1235,-122.8323,0,"Nice",""
"UTM:(10S 0515 4234 1000)",3.4,1,46,38.2584,-122.8228,0,"Petaluma",""
"UTM:(10S 0515 4245 1000)",4.3,1,48,38.3575,-122.8226,0,"Sebastopol",""
"UTM:(10S 0515 4246 1000)",5.3,1,48,38.3665,-122.8226,0,"Sebastopol",""
"UTM:(10S 0515 4247 1000)",3.4,1,49,38.3756,-122.8226,0,"Sebastopol",""
"UTM:(10S 0515 4248 1000)",4.2,6,49,38.3846,-122.8226,0,"Sebastopol",""
"UTM:(10S 0515 4249 1000)",4.0,6,50,38.3936,-122.8225,0,"Sebastopol",""
"UTM:(10S 0515 4250 1000)",4.1,5,50,38.4026,-122.8225,0,"Sebastopol",""
"UTM:(10S 0515 4265 1000)",3.3,4,58,38.5378,-122.8221,0,"Windsor",""
"UTM:(10S 0515 4266 1000)",4.2,2,58,38.5468,-122.8221,0,"Windsor",""
"UTM:(10S 0515 4267 1000)",3.7,6,59,38.5558,-122.8221,0,"Windsor",""
"UTM:(10S 0515 4268 1000)",2.5,1,60,38.5648,-122.8220,0,"Windsor",""
"UTM:(10S 0515 4274 1000)",2.2,1,64,38.6189,-122.8219,0,"Healdsburg",""
"UTM:(10S 0515 4313 1000)",2.0,1,95,38.9703,-122.8211,0,"Kelseyville",""
"UTM:(10S 0516 4213 1000)",3.9,3,48,38.0691,-122.8119,0,"Point Reyes Station",""
"UTM:(10S 0516 4214 1000)",2.5,1,47,38.0781,-122.8119,0,"Petaluma",""
"UTM:(10S 0516 4215 1000)",3.6,2,47,38.0871,-122.8118,0,"Petaluma",""
"UTM:(10S 0516 4246 1000)",3.8,6,48,38.3665,-122.8111,0,"Sebastopol",""
"UTM:(10S 0516 4247 1000)",3.4,3,48,38.3755,-122.8111,0,"Sebastopol",""
"UTM:(10S 0516 4248 1000)",4.1,3,48,38.3846,-122.8110,0,"Sebastopol",""
"UTM:(10S 0516 4257 1000)",3.9,2,52,38.4657,-122.8108,0,"Santa Rosa",""
"UTM:(10S 0516 4264 1000)",4.8,1,56,38.5287,-122.8107,0,"Windsor",""
"UTM:(10S 0516 4265 1000)",3.8,3,57,38.5378,-122.8107,0,"Windsor",""
"UTM:(10S 0516 4266 1000)",4.1,4,58,38.5468,-122.8107,0,"Windsor",""
"UTM:(10S 0516 4267 1000)",2.9,2,58,38.5558,-122.8107,0,"Windsor",""
"UTM:(10S 0516 4268 1000)",4.6,1,59,38.5648,-122.8107,0,"Windsor",""
"UTM:(10S 0517 4243 1000)",3.1,1,46,38.3395,-122.7997,0,"Sebastopol",""
"UTM:(10S 0517 4246 1000)",3.4,2,47,38.3665,-122.7996,0,"Sebastopol",""
"UTM:(10S 0517 4254 1000)",2.7,1,50,38.4386,-122.7995,0,"Santa Rosa",""
"UTM:(10S 0517 4256 1000)",3.4,1,51,38.4566,-122.7995,0,"Santa Rosa",""
"UTM:(10S 0517 4264 1000)",2.0,1,56,38.5287,-122.7993,0,"Windsor",""
"UTM:(10S 0517 4265 1000)",3.1,2,56,38.5377,-122.7993,0,"Windsor",""
"UTM:(10S 0517 4266 1000)",3.7,4,57,38.5468,-122.7991,0,"Mendocino NTL Forest",""
"UTM:(10S 0517 4267 1000)",3.5,4,57,38.5558,-122.7991,0,"Windsor",""
"UTM:(10S 0517 4268 1000)",5.9,2,58,38.5648,-122.7991,0,"Windsor",""
"UTM:(10S 0517 4276 1000)",4.6,1,64,38.6369,-122.7989,0,"Healdsburg",""
"UTM:(10S 0518 4233 1000)",2.0,1,43,38.2493,-122.7886,0,"Petaluma",""
"UTM:(10S 0518 4234 1000)",4.3,1,43,38.2583,-122.7886,0,"Petaluma",""
"UTM:(10S 0518 4246 1000)",4.1,2,46,38.3665,-122.7883,0,"Sebastopol",""
"UTM:(10S 0518 4247 1000)",3.4,2,46,38.3755,-122.7882,0,"Sebastopol",""
"UTM:(10S 0518 4259 1000)",4.3,1,52,38.4836,-122.7878,0,"Fulton",""
"UTM:(10S 0518 4264 1000)",4.2,5,55,38.5287,-122.7877,0,"Windsor",""
"UTM:(10S 0518 4265 1000)",4.1,1,55,38.5377,-122.7877,0,"Windsor",""
"UTM:(10S 0518 4266 1000)",4.4,4,56,38.5467,-122.7877,0,"Windsor",""
"UTM:(10S 0518 4267 1000)",4.8,1,57,38.5557,-122.7876,0,"Windsor",""
"UTM:(10S 0519 4244 1000)",3.4,2,44,38.3484,-122.7768,0,"Sebastopol",""
"UTM:(10S 0519 4251 1000)",5.0,1,47,38.4115,-122.7766,0,"Santa Rosa",""
"UTM:(10S 0519 4252 1000)",5.8,1,47,38.4205,-122.7766,0,"Santa Rosa",""
"UTM:(10S 0519 4254 1000)",3.0,1,48,38.4386,-122.7766,0,"Santa Rosa",""
"UTM:(10S 0519 4262 1000)",3.9,2,53,38.5107,-122.7764,0,"Santa Rosa",""
"UTM:(10S 0519 4263 1000)",5.4,2,53,38.5197,-122.7764,0,"Windsor",""
"UTM:(10S 0519 4264 1000)",3.9,3,54,38.5287,-122.7763,0,"Santa Rosa",""
"UTM:(10S 0519 4265 1000)",3.4,1,55,38.5377,-122.7763,0,"Santa Rosa",""
"UTM:(10S 0519 4276 1000)",3.8,1,62,38.6368,-122.7759,0,"Healdsburg",""
"UTM:(10S 0520 4241 1000)",5.4,1,42,38.3214,-122.7654,0,"Sebastopol",""
"UTM:(10S 0520 4243 1000)",3.8,1,43,38.3394,-122.7654,0,"Sebastopol",""
"UTM:(10S 0520 4244 1000)",2.2,1,43,38.3484,-122.7654,0,"Sebastopol",""
"UTM:(10S 0520 4252 1000)",2.0,1,47,38.4205,-122.7652,0,"Santa Rosa",""
"UTM:(10S 0520 4253 1000)",4.5,4,47,38.4295,-122.7652,0,"Santa Rosa",""
"UTM:(10S 0520 4254 1000)",3.3,4,48,38.4385,-122.7651,0,"Santa Rosa",""
"UTM:(10S 0520 4255 1000)",4.1,12,48,38.4475,-122.7651,0,"Santa Rosa",""
"UTM:(10S 0520 4256 1000)",3.1,5,49,38.4566,-122.7651,0,"Mendocino NTL Forest",""
"UTM:(10S 0520 4257 1000)",4.2,2,49,38.4656,-122.7651,0,"Santa Rosa",""
"UTM:(10S 0520 4258 1000)",3.4,4,50,38.4746,-122.7649,0,"Santa Rosa",""
"UTM:(10S 0520 4259 1000)",2.2,1,50,38.4836,-122.7649,0,"Santa Rosa",""
"UTM:(10S 0520 4260 1000)",4.7,1,51,38.4926,-122.7649,0,"Santa Rosa",""
"UTM:(10S 0520 4262 1000)",4.9,5,52,38.5106,-122.7648,0,"Santa Rosa",""
"UTM:(10S 0520 4316 1000)",3.8,2,95,38.9973,-122.7633,0,"Kelseyville",""
"UTM:(10S 0521 4250 1000)",4.6,2,45,38.4025,-122.7537,0,"Santa Rosa",""
"UTM:(10S 0521 4251 1000)",4.6,1,45,38.4115,-122.7537,0,"Santa Rosa",""
"UTM:(10S 0521 4253 1000)",3.5,3,46,38.4295,-122.7536,0,"Santa Rosa",""
"UTM:(10S 0521 4254 1000)",5.1,4,47,38.4385,-122.7536,0,"Santa Rosa",""
"UTM:(10S 0521 4255 1000)",4.1,6,47,38.4475,-122.7536,0,"Santa Rosa",""
"UTM:(10S 0521 4256 1000)",3.5,9,48,38.4565,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4257 1000)",4.2,5,48,38.4656,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4258 1000)",4.6,11,49,38.4746,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4259 1000)",3.7,7,49,38.4836,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4260 1000)",3.4,2,50,38.4926,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4261 1000)",4.8,5,51,38.5016,-122.7535,0,"Santa Rosa",""
"UTM:(10S 0521 4262 1000)",4.0,9,51,38.5106,-122.7534,0,"Santa Rosa",""
"UTM:(10S 0521 4315 1000)",2.0,1,94,38.9882,-122.7517,0,"Kelseyville",""
"UTM:(10S 0521 4318 1000)",1.0,1,97,39.0153,-122.7517,0,"Kelseyville",""
"UTM:(10S 0522 4234 1000)",3.4,1,39,38.2583,-122.7429,0,"Petaluma",""
"UTM:(10S 0522 4243 1000)",3.4,1,41,38.3394,-122.7425,0,"Sebastopol",""
"UTM:(10S 0522 4247 1000)",4.1,1,43,38.3754,-122.7424,0,"Santa Rosa",""
"UTM:(10S 0522 4250 1000)",4.3,2,44,38.4025,-122.7423,0,"Santa Rosa",""
"UTM:(10S 0522 4251 1000)",3.9,11,44,38.4115,-122.7423,0,"Santa Rosa",""
"UTM:(10S 0522 4252 1000)",4.5,7,45,38.4205,-122.7423,0,"Santa Rosa",""
"UTM:(10S 0522 4253 1000)",4.2,5,45,38.4295,-122.7423,0,"Santa Rosa",""
"UTM:(10S 0522 4254 1000)",3.8,8,46,38.4385,-122.7422,0,"Santa Rosa",""
"UTM:(10S 0522 4255 1000)",4.0,4,46,38.4475,-122.7422,0,"Santa Rosa",""
"UTM:(10S 0522 4256 1000)",4.1,3,47,38.4565,-122.7422,0,"Santa Rosa",""
"UTM:(10S 0522 4257 1000)",4.3,3,48,38.4655,-122.7421,0,"Santa Rosa",""
"UTM:(10S 0522 4258 1000)",4.3,4,48,38.4745,-122.7421,0,"Rohnert Park",""
"UTM:(10S 0522 4259 1000)",4.7,3,49,38.4836,-122.7421,0,"Santa Rosa",""
"UTM:(10S 0522 4260 1000)",4.1,1,49,38.4926,-122.7420,0,"Santa Rosa",""
"UTM:(10S 0522 4261 1000)",3.4,2,50,38.5016,-122.7420,0,"Santa Rosa",""
"UTM:(10S 0522 4262 1000)",4.1,2,51,38.5106,-122.7420,0,"Santa Rosa",""
"UTM:(10S 0522 4302 1000)",2.7,1,82,38.8711,-122.7406,0,"Cobb",""
"UTM:(10S 0523 4196 1000)",4.3,1,50,37.9157,-122.7326,0,"Bolinas",""
"UTM:(10S 0523 4198 1000)",3.8,1,49,37.9338,-122.7326,0,"Point Reyes Station",""
"UTM:(10S 0523 4239 1000)",4.7,2,39,38.3033,-122.7312,0,"Petaluma",""
"UTM:(10S 0523 4243 1000)",3.4,1,40,38.3393,-122.7311,0,"Cotati",""
"UTM:(10S 0523 4244 1000)",5.5,2,41,38.3483,-122.7311,0,"Rohnert Park",""
"UTM:(10S 0523 4245 1000)",4.6,1,41,38.3574,-122.7311,0,"Santa Rosa",""
"UTM:(10S 0523 4249 1000)",3.7,1,43,38.3934,-122.7309,0,"Santa Rosa",""
"UTM:(10S 0523 4251 1000)",4.6,4,44,38.4114,-122.7309,0,"Santa Rosa",""
"UTM:(10S 0523 4252 1000)",3.8,1,44,38.4204,-122.7308,0,"Santa Rosa",""
"UTM:(10S 0523 4253 1000)",4.3,1,45,38.4295,-122.7308,0,"Santa Rosa",""
"UTM:(10S 0523 4254 1000)",4.1,5,45,38.4385,-122.7308,0,"Santa Rosa",""
"UTM:(10S 0523 4255 1000)",4.4,3,46,38.4475,-122.7306,0,"Santa Rosa",""
"UTM:(10S 0523 4256 1000)",4.3,3,46,38.4565,-122.7306,0,"Santa Rosa",""
"UTM:(10S 0523 4257 1000)",4.8,5,47,38.4655,-122.7306,0,"Santa Rosa",""
"UTM:(10S 0523 4258 1000)",4.3,3,47,38.4745,-122.7305,0,"Santa Rosa",""
"UTM:(10S 0523 4259 1000)",4.8,1,48,38.4835,-122.7305,0,"Santa Rosa",""
"UTM:(10S 0523 4262 1000)",4.5,1,50,38.5106,-122.7304,0,"Santa Rosa",""
"UTM:(10S 0523 4298 1000)",3.1,1,78,38.8350,-122.7293,0,"Kelseyville",""
"UTM:(10S 0523 4311 1000)",4.9,1,90,38.9521,-122.7288,0,"Kelseyville",""
"UTM:(10S 0523 4312 1000)",4.1,1,91,38.9612,-122.7287,0,"Kelseyville",""
"UTM:(10S 0524 4233 1000)",3.1,1,37,38.2492,-122.7200,0,"Petaluma",""
"UTM:(10S 0524 4234 1000)",4.1,1,37,38.2582,-122.7200,0,"Petaluma",""
"UTM:(10S 0524 4237 1000)",3.9,2,38,38.2852,-122.7199,0,"Petaluma",""
