-120.78,39.22,5.10
-119.97,38.95,4.80
-120.71,39.28,4.80
-121.98,39.46,4.00
-120.04,38.93,4.60
-119.78,39.17,4.00
-119.9,39.14,3.00
-120.13,39.8,5.90
-119.51,38.59,4.00
-120.95,39.1,4.80
-122.01,39.2,2.80
-121.83,38.43,3.30
-121.21,39.37,4.00
-121.12,39.46,4.00
-120.82,39.57,4.00
-119.19,39.6,4.50
-120.02,39.39,6.00
-119.79,36.79,3.50
-121.31,38.27,3.90
-120.86,38.85,4.60
-121.7,39.36,4.00
-121.7,39.36,3.50
-121.6,38.16,4.00
-120.77,38.35,4.00
-120.03,39.25,5.40
-121.72,38.8,2.50
-121.49,39.67,4.00
-121.32,38.12,2.50
-121.32,38.12,4.00
-119.81,41.56,4.80
-118.48,40.18,3.00
-120.24,39.68,5.10
-121.58,39.15,4.60
-120.12,39.03,5.60
-119.77,38.96,4.40
-121.02,39.26,4.80
-121.02,39.26,4.80
-119.36,39.83,5.00
-120.35,39.32,4.60
-120.8,38.73,4.00
-120.8,38.73,4.00
-120.96,39.93,3.50
-120.96,39.93,4.50
-120.96,39.93,4.60
-120.96,39.93,4.00
-119.85,39.56,4.80
-119.82,39.53,6.50
-119.81,39.5,6.50
-119.81,39.53,5.10
-121.44,38.56,4.40
-121.44,38.56,3.90
-121.44,38.56,3.80
-121.44,38.56,4.00
-121.44,38.56,4.50
-121.44,38.58,4.50
-121.44,38.56,4.40
-121.39,38.51,4.50
-121.49,38.54,4.50
-121.49,38.54,2.60
-121.48,38.58,4.00
-121.38,38.98,2.80
-120.36,39.57,5.10
-121.19,38.49,5.00
-120.38,37.98,4.00
-119.72,39.58,4.80
-119.72,39.58,4.60
-120.94,37.61,3.30
-119.76,39.12,4.00
-121.3,37.97,4.00
-120.58,40.41,4.00
-120.17,39.16,5.50
-119.97,39.51,6.60
-119.97,39.51,5.60
-119.97,39.51,6.30
-119.97,39.51,7.30
-119.97,39.51,6.30
-119.29,39.63,3.30
-122.2,39.51,4.40
-117.72,40.97,3.00
-121.74,38.68,4.60
-119.15,38.99,4.60
