# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11T 0566 4827 1000)",2.5,2,293,43.5975,-116.1761,0,"UTM:(11T 0566 4827 1000)",""
"UTM:(11T 0566 4833 1000)",3.1,1,298,43.6516,-116.1754,0,"UTM:(11T 0566 4833 1000)",""
"UTM:(11T 0567 4824 1000)",2.7,1,289,43.5704,-116.1641,0,"UTM:(11T 0567 4824 1000)",""
"UTM:(11T 0567 4825 1000)",3.1,1,290,43.5795,-116.1639,0,"UTM:(11T 0567 4825 1000)",""
"UTM:(11T 0567 4828 1000)",3.4,1,293,43.6064,-116.1636,0,"UTM:(11T 0567 4828 1000)",""
"UTM:(11T 0568 4820 1000)",2.2,6,285,43.5343,-116.1523,0,"UTM:(11T 0568 4820 1000)",""
"UTM:(11T 0568 4825 1000)",2.7,1,290,43.5793,-116.1516,0,"UTM:(11T 0568 4825 1000)",""
"UTM:(11T 0568 4826 1000)",2.7,1,291,43.5883,-116.1515,0,"UTM:(11T 0568 4826 1000)",""
"UTM:(11T 0571 4824 1000)",3.0,3,288,43.5701,-116.1146,0,"UTM:(11T 0571 4824 1000)",""
"UTM:(11T 0572 4823 1000)",2.7,1,287,43.5609,-116.1024,0,"UTM:(11T 0572 4823 1000)",""
"UTM:(11T 0573 4759 1000)",5.2,2,228,42.9847,-116.0985,0,"UTM:(11T 0573 4759 1000)",""
"UTM:(11T 0574 4507 1000)",3.4,1,115,40.7150,-116.1180,0,"UTM:(11T 0574 4507 1000)",""
"UTM:(11T 0575 4507 1000)",2.5,2,114,40.7150,-116.1061,0,"UTM:(11T 0575 4507 1000)",""
"UTM:(11T 0575 4508 1000)",3.3,2,114,40.7240,-116.1060,0,"UTM:(11T 0575 4508 1000)",""
"UTM:(11T 0577 4754 1000)",3.1,1,222,42.9391,-116.0501,0,"UTM:(11T 0577 4754 1000)",""
"UTM:(11T 0581 4832 1000)",2.2,1,292,43.6410,-115.9896,0,"UTM:(11T 0581 4832 1000)",""
"UTM:(11T 0581 4889 1000)",2.2,1,346,44.1542,-115.9809,0,"UTM:(11T 0581 4889 1000)",""
"UTM:(11T 0582 4834 1000)",2.2,1,293,43.6590,-115.9768,0,"UTM:(11T 0582 4834 1000)",""
"UTM:(11T 0584 4894 1000)",2.2,1,350,44.1989,-115.9425,0,"UTM:(11T 0584 4894 1000)",""
"UTM:(11T 0592 4767 1000)",3.8,1,227,43.0545,-115.8641,0,"UTM:(11T 0592 4767 1000)",""
"UTM:(11T 0592 4852 1000)",2.7,1,307,43.8197,-115.8497,0,"UTM:(11T 0592 4852 1000)",""
"UTM:(11T 0593 4766 1000)",2.2,1,226,43.0455,-115.8520,0,"UTM:(11T 0593 4766 1000)",""
"UTM:(11T 0593 4852 1000)",2.0,1,307,43.8196,-115.8373,0,"UTM:(11T 0593 4852 1000)",""
"UTM:(11T 0594 4853 1000)",2.7,1,308,43.8285,-115.8247,0,"UTM:(11T 0594 4853 1000)",""
"UTM:(11T 0598 4521 1000)",3.8,1,87,40.8387,-115.8316,0,"UTM:(11T 0598 4521 1000)",""
"UTM:(11T 0598 4522 1000)",3.4,1,87,40.8477,-115.8315,0,"UTM:(11T 0598 4522 1000)",""
"UTM:(11T 0600 4520 1000)",3.5,4,86,40.8293,-115.8081,0,"UTM:(11T 0600 4520 1000)",""
"UTM:(11T 0601 4520 1000)",4.4,8,85,40.8293,-115.7962,0,"UTM:(11T 0601 4520 1000)",""
"UTM:(11T 0601 4521 1000)",3.3,2,85,40.8383,-115.7961,0,"UTM:(11T 0601 4521 1000)",""
"UTM:(11T 0601 4522 1000)",4.4,7,84,40.8473,-115.7959,0,"UTM:(11T 0601 4522 1000)",""
"UTM:(11T 0602 4520 1000)",4.2,2,84,40.8291,-115.7844,0,"UTM:(11T 0602 4520 1000)",""
"UTM:(11T 0602 4521 1000)",4.0,13,84,40.8381,-115.7842,0,"UTM:(11T 0602 4521 1000)",""
"UTM:(11T 0602 4522 1000)",5.3,4,83,40.8471,-115.7841,0,"UTM:(11T 0602 4522 1000)",""
"UTM:(11T 0603 4519 1000)",5.8,2,84,40.8200,-115.7727,0,"UTM:(11T 0603 4519 1000)",""
"UTM:(11T 0603 4520 1000)",3.8,6,83,40.8290,-115.7725,0,"UTM:(11T 0603 4520 1000)",""
"UTM:(11T 0603 4521 1000)",3.1,3,83,40.8380,-115.7724,0,"UTM:(11T 0603 4521 1000)",""
"UTM:(11T 0603 4522 1000)",3.9,4,83,40.8470,-115.7722,0,"UTM:(11T 0603 4522 1000)",""
"UTM:(11T 0604 4519 1000)",3.6,2,83,40.8199,-115.7608,0,"UTM:(11T 0604 4519 1000)",""
"UTM:(11T 0604 4520 1000)",3.1,2,82,40.8289,-115.7607,0,"UTM:(11T 0604 4520 1000)",""
"UTM:(11T 0604 4521 1000)",3.5,10,82,40.8379,-115.7605,0,"UTM:(11T 0604 4521 1000)",""
"UTM:(11T 0604 4523 1000)",3.5,4,81,40.8559,-115.7601,0,"UTM:(11T 0604 4523 1000)",""
"UTM:(11T 0604 4774 1000)",2.2,1,229,43.1161,-115.7155,0,"UTM:(11T 0604 4774 1000)",""
"UTM:(11T 0604 4776 1000)",2.2,1,231,43.1341,-115.7151,0,"UTM:(11T 0604 4776 1000)",""
"UTM:(11T 0604 4779 1000)",3.4,1,234,43.1611,-115.7146,0,"UTM:(11T 0604 4779 1000)",""
"UTM:(11T 0605 4520 1000)",5.1,3,82,40.8287,-115.7488,0,"UTM:(11T 0605 4520 1000)",""
"UTM:(11T 0605 4522 1000)",4.3,2,81,40.8468,-115.7485,0,"UTM:(11T 0605 4522 1000)",""
"UTM:(11T 0605 4775 1000)",2.0,1,230,43.1249,-115.7030,0,"UTM:(11T 0605 4775 1000)",""
"UTM:(11T 0606 4520 1000)",5.2,3,81,40.8286,-115.7370,0,"UTM:(11T 0606 4520 1000)",""
"UTM:(11T 0606 4521 1000)",2.7,1,80,40.8376,-115.7368,0,"UTM:(11T 0606 4521 1000)",""
"UTM:(11T 0606 4524 1000)",3.0,2,79,40.8646,-115.7363,0,"UTM:(11T 0606 4524 1000)",""
"UTM:(11T 0607 4520 1000)",3.4,2,80,40.8285,-115.7251,0,"UTM:(11T 0607 4520 1000)",""
"UTM:(11T 0607 4776 1000)",2.2,1,230,43.1336,-115.6782,0,"UTM:(11T 0607 4776 1000)",""
"UTM:(11T 0611 4517 1000)",3.9,2,78,40.8010,-115.6782,0,"UTM:(11T 0611 4517 1000)",""
"UTM:(11T 0611 4518 1000)",4.1,1,77,40.8100,-115.6780,0,"UTM:(11T 0611 4518 1000)",""
"UTM:(11T 0611 4519 1000)",4.2,2,77,40.8190,-115.6779,0,"UTM:(11T 0611 4519 1000)",""
"UTM:(11T 0612 4516 1000)",3.8,2,77,40.7918,-115.6666,0,"UTM:(11T 0612 4516 1000)",""
"UTM:(11T 0612 4518 1000)",3.4,1,76,40.8098,-115.6662,0,"UTM:(11T 0612 4518 1000)",""
"UTM:(11T 0612 4519 1000)",3.4,3,76,40.8188,-115.6660,0,"UTM:(11T 0612 4519 1000)",""
"UTM:(11T 0613 4509 1000)",2.7,1,80,40.7286,-115.6560,0,"UTM:(11T 0613 4509 1000)",""
"UTM:(11T 0613 4511 1000)",3.3,1,79,40.7467,-115.6556,0,"UTM:(11T 0613 4511 1000)",""
"UTM:(11T 0613 4516 1000)",4.6,1,77,40.7917,-115.6547,0,"UTM:(11T 0613 4516 1000)",""
"UTM:(11T 0613 4517 1000)",3.4,1,76,40.8007,-115.6545,0,"UTM:(11T 0613 4517 1000)",""
"UTM:(11T 0613 4518 1000)",4.8,1,76,40.8097,-115.6543,0,"UTM:(11T 0613 4518 1000)",""
"UTM:(11T 0613 4520 1000)",2.0,1,75,40.8276,-115.6540,0,"UTM:(11T 0613 4520 1000)",""
"UTM:(11T 0616 4508 1000)",4.3,1,79,40.7192,-115.6206,0,"UTM:(11T 0616 4508 1000)",""
"UTM:(11T 0616 4512 1000)",4.1,1,76,40.7552,-115.6199,0,"UTM:(11T 0616 4512 1000)",""
"UTM:(11T 0616 4534 1000)",3.4,1,66,40.9534,-115.6157,0,"UTM:(11T 0616 4534 1000)",""
"UTM:(11T 0617 4507 1000)",3.8,1,79,40.7100,-115.6090,0,"UTM:(11T 0617 4507 1000)",""
"UTM:(11T 0617 4508 1000)",4.2,1,78,40.7190,-115.6088,0,"UTM:(11T 0617 4508 1000)",""
"UTM:(11T 0617 4509 1000)",4.9,3,77,40.7280,-115.6086,0,"UTM:(11T 0617 4509 1000)",""
"UTM:(11T 0617 4510 1000)",3.4,1,77,40.7370,-115.6084,0,"UTM:(11T 0617 4510 1000)",""
"UTM:(11T 0617 4511 1000)",2.7,1,76,40.7460,-115.6082,0,"UTM:(11T 0617 4511 1000)",""
"UTM:(11T 0618 4507 1000)",4.3,2,78,40.7099,-115.5971,0,"UTM:(11T 0618 4507 1000)",""
"UTM:(11T 0618 4509 1000)",4.3,3,76,40.7279,-115.5968,0,"UTM:(11T 0618 4509 1000)",""
"UTM:(11T 0618 4511 1000)",3.4,2,75,40.7460,-115.5964,0,"UTM:(11T 0618 4511 1000)",""
"UTM:(11T 0618 4512 1000)",3.6,2,75,40.7550,-115.5962,0,"UTM:(11T 0618 4512 1000)",""
"UTM:(11T 0619 4506 1000)",4.8,2,78,40.7007,-115.5855,0,"UTM:(11T 0619 4506 1000)",""
"UTM:(11T 0619 4510 1000)",5.2,2,75,40.7368,-115.5847,0,"UTM:(11T 0619 4510 1000)",""
"UTM:(11T 0619 4511 1000)",3.7,4,74,40.7458,-115.5846,0,"UTM:(11T 0619 4511 1000)",""
"UTM:(11T 0619 4512 1000)",5.4,2,74,40.7548,-115.5844,0,"UTM:(11T 0619 4512 1000)",""
"UTM:(11T 0620 4506 1000)",2.6,3,77,40.7006,-115.5737,0,"UTM:(11T 0620 4506 1000)",""
"UTM:(11T 0620 4507 1000)",2.8,3,76,40.7096,-115.5735,0,"UTM:(11T 0620 4507 1000)",""
"UTM:(11T 0620 4510 1000)",4.3,1,74,40.7366,-115.5729,0,"UTM:(11T 0620 4510 1000)",""
"UTM:(11T 0620 4511 1000)",4.3,2,74,40.7456,-115.5727,0,"UTM:(11T 0620 4511 1000)",""
"UTM:(11T 0620 4512 1000)",3.4,1,73,40.7546,-115.5725,0,"UTM:(11T 0620 4512 1000)",""
"UTM:(11T 0620 4547 1000)",6.4,1,59,41.0699,-115.5658,0,"UTM:(11T 0620 4547 1000)",""
"UTM:(11T 0621 4506 1000)",3.4,1,76,40.7005,-115.5618,0,"UTM:(11T 0621 4506 1000)",""
"UTM:(11T 0621 4507 1000)",4.1,1,75,40.7095,-115.5617,0,"UTM:(11T 0621 4507 1000)",""
"UTM:(11T 0621 4508 1000)",3.4,1,75,40.7185,-115.5615,0,"UTM:(11T 0621 4508 1000)",""
"UTM:(11T 0621 4509 1000)",2.7,1,74,40.7275,-115.5613,0,"UTM:(11T 0621 4509 1000)",""
"UTM:(11T 0621 4511 1000)",2.7,2,73,40.7455,-115.5609,0,"UTM:(11T 0621 4511 1000)",""
"UTM:(11T 0622 4506 1000)",2.0,1,75,40.7003,-115.5500,0,"UTM:(11T 0622 4506 1000)",""
"UTM:(11T 0622 4507 1000)",2.6,2,75,40.7093,-115.5498,0,"UTM:(11T 0622 4507 1000)",""
"UTM:(11T 0622 4511 1000)",4.5,2,72,40.7454,-115.5490,0,"UTM:(11T 0622 4511 1000)",""
"UTM:(11T 0622 4512 1000)",4.1,1,72,40.7544,-115.5488,0,"UTM:(11T 0622 4512 1000)",""
"UTM:(11T 0623 4507 1000)",3.4,1,74,40.7092,-115.5380,0,"UTM:(11T 0623 4507 1000)",""
"UTM:(11T 0623 4508 1000)",5.0,3,73,40.7182,-115.5378,0,"UTM:(11T 0623 4508 1000)",""
"UTM:(11T 0623 4511 1000)",3.9,2,71,40.7452,-115.5372,0,"UTM:(11T 0623 4511 1000)",""
"UTM:(11T 0624 4508 1000)",3.1,2,73,40.7180,-115.5259,0,"UTM:(11T 0624 4508 1000)",""
"UTM:(11T 0625 4531 1000)",6.2,1,59,40.9250,-115.5095,0,"UTM:(11T 0625 4531 1000)",""
"UTM:(11T 0628 4511 1000)",4.9,1,68,40.7444,-115.4780,0,"UTM:(11T 0628 4511 1000)",""
"UTM:(11T 0638 4756 1000)",3.4,1,203,42.9485,-115.3023,0,"UTM:(11T 0638 4756 1000)",""
"UTM:(11T 0638 4757 1000)",3.1,1,204,42.9575,-115.3020,0,"UTM:(11T 0638 4757 1000)",""
"UTM:(11T 0644 4546 1000)",5.4,1,36,41.0569,-115.2804,0,"UTM:(11T 0644 4546 1000)",""
"UTM:(11T 0668 4564 1000)",6.7,1,14,41.2143,-114.9900,0,"UTM:(11T 0668 4564 1000)",""
"UTM:(11T 0670 4552 1000)",6.1,3,12,41.1059,-114.9695,0,"UTM:(11T 0670 4552 1000)",""
"UTM:(11T 0670 4709 1000)",2.7,1,152,42.5191,-114.9244,0,"UTM:(11T 0670 4709 1000)",""
"UTM:(11T 0671 4742 1000)",4.3,1,185,42.8158,-114.9022,0,"UTM:(11T 0671 4742 1000)",""
"UTM:(11T 0672 4738 1000)",2.2,1,181,42.7796,-114.8912,0,"UTM:(11T 0672 4738 1000)",""
"UTM:(11T 0672 4742 1000)",3.7,6,185,42.8156,-114.8900,0,"UTM:(11T 0672 4742 1000)",""
"UTM:(11T 0673 4710 1000)",3.4,1,153,42.5274,-114.8876,0,"UTM:(11T 0673 4710 1000)",""
"UTM:(11T 0673 4736 1000)",2.7,1,179,42.7614,-114.8796,0,"UTM:(11T 0673 4736 1000)",""
"UTM:(11T 0675 4738 1000)",3.1,1,181,42.7789,-114.8545,0,"UTM:(11T 0675 4738 1000)",""
"UTM:(11T 0676 4717 1000)",2.0,1,160,42.5897,-114.8488,0,"UTM:(11T 0676 4717 1000)",""
"UTM:(11T 0676 4730 1000)",4.5,2,173,42.7067,-114.8449,0,"UTM:(11T 0676 4730 1000)",""
"UTM:(11T 0677 4735 1000)",2.2,1,178,42.7515,-114.8311,0,"UTM:(11T 0677 4735 1000)",""
"UTM:(11T 0678 4708 1000)",4.3,1,151,42.5083,-114.8273,0,"UTM:(11T 0678 4708 1000)",""
"UTM:(11T 0681 4710 1000)",4.1,1,153,42.5256,-114.7902,0,"UTM:(11T 0681 4710 1000)",""
"UTM:(11T 0682 4758 1000)",3.1,1,201,42.9573,-114.7626,0,"UTM:(11T 0682 4758 1000)",""
"UTM:(11T 0683 4718 1000)",3.5,3,161,42.5971,-114.7634,0,"UTM:(11T 0683 4718 1000)",""
"UTM:(11T 0684 4720 1000)",1.0,1,163,42.6149,-114.7505,0,"UTM:(11T 0684 4720 1000)",""
"UTM:(11T 0685 4718 1000)",3.1,1,161,42.5966,-114.7389,0,"UTM:(11T 0685 4718 1000)",""
"UTM:(11T 0686 4756 1000)",3.4,1,199,42.9383,-114.7142,0,"UTM:(11T 0686 4756 1000)",""
"UTM:(11T 0687 4735 1000)",2.2,1,178,42.7491,-114.7089,0,"UTM:(11T 0687 4735 1000)",""
"UTM:(11T 0687 4738 1000)",2.9,2,181,42.7761,-114.7080,0,"UTM:(11T 0687 4738 1000)",""
"UTM:(11T 0688 4738 1000)",3.1,3,181,42.7759,-114.6958,0,"UTM:(11T 0688 4738 1000)",""
"UTM:(11T 0689 4725 1000)",2.0,1,169,42.6586,-114.6879,0,"UTM:(11T 0689 4725 1000)",""
"UTM:(11T 0691 4711 1000)",3.4,1,155,42.5322,-114.6683,0,"UTM:(11T 0691 4711 1000)",""
"UTM:(11T 0692 4709 1000)",2.7,1,153,42.5139,-114.6567,0,"UTM:(11T 0692 4709 1000)",""
"UTM:(11T 0693 4650 1000)",2.2,1,95,41.9827,-114.6642,0,"UTM:(11T 0693 4650 1000)",""
"UTM:(11T 0693 4651 1000)",2.7,1,96,41.9917,-114.6639,0,"UTM:(11T 0693 4651 1000)",""
"UTM:(11T 0694 4713 1000)",3.8,1,157,42.5494,-114.6310,0,"UTM:(11T 0694 4713 1000)",""
"UTM:(11T 0696 4713 1000)",4.3,1,157,42.5489,-114.6067,0,"UTM:(11T 0696 4713 1000)",""
"UTM:(11T 0696 4715 1000)",4.1,1,159,42.5669,-114.6061,0,"UTM:(11T 0696 4715 1000)",""
"UTM:(11T 0697 4723 1000)",3.8,1,167,42.6386,-114.5910,0,"UTM:(11T 0697 4723 1000)",""
"UTM:(11T 0697 4732 1000)",3.9,1,176,42.7196,-114.5880,0,"UTM:(11T 0697 4732 1000)",""
"UTM:(11T 0698 4713 1000)",2.2,1,157,42.5484,-114.5823,0,"UTM:(11T 0698 4713 1000)",""
"UTM:(11T 0698 4718 1000)",4.1,1,162,42.5934,-114.5806,0,"UTM:(11T 0698 4718 1000)",""
"UTM:(11T 0699 4713 1000)",4.1,1,158,42.5481,-114.5702,0,"UTM:(11T 0699 4713 1000)",""
"UTM:(11T 0699 4732 1000)",3.1,1,176,42.7191,-114.5635,0,"UTM:(11T 0699 4732 1000)",""
"UTM:(11T 0699 4733 1000)",2.0,1,177,42.7281,-114.5632,0,"UTM:(11T 0699 4733 1000)",""
"UTM:(11T 0699 4739 1000)",4.9,1,183,42.7820,-114.5610,0,"UTM:(11T 0699 4739 1000)",""
"UTM:(11T 0700 4713 1000)",3.4,1,158,42.5479,-114.5581,0,"UTM:(11T 0700 4713 1000)",""
"UTM:(11T 0701 4715 1000)",3.4,1,160,42.5656,-114.5452,0,"UTM:(11T 0701 4715 1000)",""
"UTM:(11T 0702 4713 1000)",2.2,1,158,42.5473,-114.5336,0,"UTM:(11T 0702 4713 1000)",""
"UTM:(11T 0702 4723 1000)",2.0,1,168,42.6373,-114.5301,0,"UTM:(11T 0702 4723 1000)",""
"UTM:(11T 0703 4721 1000)",3.6,2,166,42.6191,-114.5187,0,"UTM:(11T 0703 4721 1000)",""
"UTM:(11T 0703 4726 1000)",3.1,1,171,42.6641,-114.5169,0,"UTM:(11T 0703 4726 1000)",""
"UTM:(11T 0703 4732 1000)",2.0,1,177,42.7181,-114.5147,0,"UTM:(11T 0703 4732 1000)",""
"UTM:(11T 0703 4733 1000)",3.9,5,178,42.7271,-114.5144,0,"UTM:(11T 0703 4733 1000)",""
"UTM:(11T 0703 4734 1000)",3.8,5,179,42.7361,-114.5140,0,"UTM:(11T 0703 4734 1000)",""
"UTM:(11T 0704 4712 1000)",3.1,1,157,42.5378,-114.5097,0,"UTM:(11T 0704 4712 1000)",""
"UTM:(11T 0704 4716 1000)",4.1,1,161,42.5739,-114.5083,0,"UTM:(11T 0704 4716 1000)",""
"UTM:(11T 0704 4722 1000)",3.4,1,167,42.6278,-114.5061,0,"UTM:(11T 0704 4722 1000)",""
"UTM:(11T 0704 4726 1000)",3.4,1,171,42.6638,-114.5047,0,"UTM:(11T 0704 4726 1000)",""
"UTM:(11T 0704 4732 1000)",3.3,1,177,42.7177,-114.5025,0,"UTM:(11T 0704 4732 1000)",""
"UTM:(11T 0704 4733 1000)",3.4,2,178,42.7267,-114.5022,0,"UTM:(11T 0704 4733 1000)",""
"UTM:(11T 0704 4734 1000)",3.1,1,179,42.7357,-114.5018,0,"UTM:(11T 0704 4734 1000)",""
"UTM:(11T 0705 4715 1000)",2.6,3,160,42.5645,-114.4965,0,"UTM:(11T 0705 4715 1000)",""
"UTM:(11T 0705 4716 1000)",3.3,4,161,42.5735,-114.4961,0,"UTM:(11T 0705 4716 1000)",""
"UTM:(11T 0705 4717 1000)",3.4,1,162,42.5825,-114.4958,0,"UTM:(11T 0705 4717 1000)",""
"UTM:(11T 0706 4710 1000)",2.2,1,156,42.5193,-114.4861,0,"UTM:(11T 0706 4710 1000)",""
"UTM:(11T 0706 4711 1000)",3.4,3,157,42.5283,-114.4857,0,"UTM:(11T 0706 4711 1000)",""
"UTM:(11T 0706 4714 1000)",3.1,1,160,42.5553,-114.4846,0,"UTM:(11T 0706 4714 1000)",""
"UTM:(11T 0706 4715 1000)",3.8,1,161,42.5643,-114.4843,0,"UTM:(11T 0706 4715 1000)",""
"UTM:(11T 0706 4716 1000)",3.7,5,162,42.5733,-114.4839,0,"UTM:(11T 0706 4716 1000)",""
"UTM:(11T 0706 4717 1000)",4.2,6,163,42.5823,-114.4836,0,"UTM:(11T 0706 4717 1000)",""
"UTM:(11T 0706 4718 1000)",2.8,3,164,42.5913,-114.4832,0,"UTM:(11T 0706 4718 1000)",""
"UTM:(11T 0706 4724 1000)",3.8,5,170,42.6453,-114.4811,0,"UTM:(11T 0706 4724 1000)",""
"UTM:(11T 0707 4710 1000)",3.3,2,156,42.5191,-114.4740,0,"UTM:(11T 0707 4710 1000)",""
"UTM:(11T 0707 4711 1000)",2.7,3,157,42.5281,-114.4735,0,"UTM:(11T 0707 4711 1000)",""
"UTM:(11T 0707 4713 1000)",5.3,1,159,42.5461,-114.4728,0,"UTM:(11T 0707 4713 1000)",""
"UTM:(11T 0707 4715 1000)",3.3,3,161,42.5640,-114.4721,0,"UTM:(11T 0707 4715 1000)",""
"UTM:(11T 0707 4716 1000)",3.2,10,162,42.5730,-114.4718,0,"UTM:(11T 0707 4716 1000)",""
"UTM:(11T 0707 4717 1000)",3.4,2,163,42.5820,-114.4714,0,"UTM:(11T 0707 4717 1000)",""
"UTM:(11T 0707 4718 1000)",3.3,3,164,42.5910,-114.4710,0,"UTM:(11T 0707 4718 1000)",""
"UTM:(11T 0707 4723 1000)",2.1,1,169,42.6360,-114.4692,0,"UTM:(11T 0707 4723 1000)",""
"UTM:(11T 0708 4708 1000)",4.3,1,154,42.5007,-114.4625,0,"UTM:(11T 0708 4708 1000)",""
"UTM:(11T 0708 4713 1000)",2.2,1,159,42.5457,-114.4607,0,"UTM:(11T 0708 4713 1000)",""
"UTM:(11T 0708 4714 1000)",4.9,2,160,42.5547,-114.4603,0,"UTM:(11T 0708 4714 1000)",""
"UTM:(11T 0708 4715 1000)",3.4,7,161,42.5637,-114.4599,0,"UTM:(11T 0708 4715 1000)",""
"UTM:(11T 0708 4716 1000)",3.0,4,162,42.5727,-114.4596,0,"UTM:(11T 0708 4716 1000)",""
"UTM:(11T 0708 4717 1000)",3.4,3,163,42.5817,-114.4592,0,"UTM:(11T 0708 4717 1000)",""
"UTM:(11T 0708 4718 1000)",2.4,6,164,42.5907,-114.4589,0,"UTM:(11T 0708 4718 1000)",""
"UTM:(11T 0709 4695 1000)",4.7,1,142,42.3835,-114.4550,0,"UTM:(11T 0709 4695 1000)",""
"UTM:(11T 0709 4713 1000)",3.4,1,159,42.5455,-114.4485,0,"UTM:(11T 0709 4713 1000)",""
"UTM:(11T 0709 4714 1000)",2.9,5,160,42.5545,-114.4481,0,"UTM:(11T 0709 4714 1000)",""
"UTM:(11T 0709 4715 1000)",4.0,3,161,42.5635,-114.4477,0,"UTM:(11T 0709 4715 1000)",""
"UTM:(11T 0709 4716 1000)",3.8,2,162,42.5725,-114.4474,0,"UTM:(11T 0709 4716 1000)",""
"UTM:(11T 0709 4717 1000)",3.3,8,163,42.5815,-114.4470,0,"UTM:(11T 0709 4717 1000)",""
"UTM:(11T 0709 4718 1000)",4.1,1,164,42.5905,-114.4467,0,"UTM:(11T 0709 4718 1000)",""
"UTM:(11T 0710 4706 1000)",5.8,1,153,42.4823,-114.4390,0,"UTM:(11T 0710 4706 1000)",""
"UTM:(11T 0710 4712 1000)",3.4,1,158,42.5362,-114.4367,0,"UTM:(11T 0710 4712 1000)",""
"UTM:(11T 0710 4714 1000)",3.8,5,160,42.5542,-114.4359,0,"UTM:(11T 0710 4714 1000)",""
"UTM:(11T 0710 4715 1000)",3.5,5,161,42.5632,-114.4356,0,"UTM:(11T 0710 4715 1000)",""
"UTM:(11T 0710 4716 1000)",3.3,8,162,42.5722,-114.4352,0,"UTM:(11T 0710 4716 1000)",""
"UTM:(11T 0710 4717 1000)",3.1,2,163,42.5812,-114.4349,0,"UTM:(11T 0710 4717 1000)",""
"UTM:(11T 0710 4840 1000)",3.3,1,285,43.6877,-114.3882,0,"UTM:(11T 0710 4840 1000)",""
"UTM:(11T 0711 4711 1000)",3.8,1,158,42.5269,-114.4249,0,"UTM:(11T 0711 4711 1000)",""
"UTM:(11T 0711 4714 1000)",2.9,2,161,42.5540,-114.4238,0,"UTM:(11T 0711 4714 1000)",""
"UTM:(11T 0711 4716 1000)",3.4,1,163,42.5720,-114.4230,0,"UTM:(11T 0711 4716 1000)",""
"UTM:(11T 0711 4717 1000)",2.2,1,164,42.5810,-114.4227,0,"UTM:(11T 0711 4717 1000)",""
"UTM:(11T 0711 4756 1000)",2.7,1,202,42.9318,-114.4081,0,"UTM:(11T 0711 4756 1000)",""
"UTM:(11T 0711 4840 1000)",2.2,1,285,43.6873,-114.3758,0,"UTM:(11T 0711 4840 1000)",""
"UTM:(11T 0712 4718 1000)",3.3,2,165,42.5896,-114.4101,0,"UTM:(11T 0712 4718 1000)",""
"UTM:(11T 0712 4727 1000)",2.0,1,174,42.6706,-114.4068,0,"UTM:(11T 0712 4727 1000)",""
"UTM:(11T 0712 4838 1000)",3.8,1,283,43.6692,-114.3642,0,"UTM:(11T 0712 4838 1000)",""
"UTM:(11T 0712 4839 1000)",2.7,3,284,43.6782,-114.3638,0,"UTM:(11T 0712 4839 1000)",""
"UTM:(11T 0713 4707 1000)",3.4,1,154,42.4904,-114.4021,0,"UTM:(11T 0713 4707 1000)",""
"UTM:(11T 0713 4718 1000)",3.4,1,165,42.5893,-114.3980,0,"UTM:(11T 0713 4718 1000)",""
"UTM:(11T 0714 4709 1000)",2.7,1,156,42.5082,-114.3892,0,"UTM:(11T 0714 4709 1000)",""
"UTM:(11T 0714 4712 1000)",2.0,1,159,42.5352,-114.3880,0,"UTM:(11T 0714 4712 1000)",""
"UTM:(11T 0714 4757 1000)",3.8,1,203,42.9399,-114.3710,0,"UTM:(11T 0714 4757 1000)",""
"UTM:(11T 0714 4841 1000)",2.7,1,286,43.6955,-114.3382,0,"UTM:(11T 0714 4841 1000)",""
"UTM:(11T 0715 4711 1000)",2.8,3,159,42.5259,-114.3762,0,"UTM:(11T 0715 4711 1000)",""
"UTM:(11T 0715 4712 1000)",3.6,3,160,42.5349,-114.3759,0,"UTM:(11T 0715 4712 1000)",""
"UTM:(11T 0715 4718 1000)",2.7,1,165,42.5889,-114.3736,0,"UTM:(11T 0715 4718 1000)",""
"UTM:(11T 0716 4711 1000)",3.1,1,159,42.5255,-114.3641,0,"UTM:(11T 0716 4711 1000)",""
"UTM:(11T 0716 4712 1000)",3.4,2,160,42.5345,-114.3638,0,"UTM:(11T 0716 4712 1000)",""
"UTM:(11T 0716 4821 1000)",3.1,1,267,43.5151,-114.3214,0,"UTM:(11T 0716 4821 1000)",""
"UTM:(11T 0716 4822 1000)",3.1,1,268,43.5241,-114.3210,0,"UTM:(11T 0716 4822 1000)",""
"UTM:(11T 0716 4823 1000)",2.7,1,269,43.5331,-114.3206,0,"UTM:(11T 0716 4823 1000)",""
"UTM:(11T 0717 4713 1000)",3.1,1,161,42.5433,-114.3512,0,"UTM:(11T 0717 4713 1000)",""
"UTM:(11T 0717 4821 1000)",3.8,2,267,43.5147,-114.3090,0,"UTM:(11T 0717 4821 1000)",""
"UTM:(11T 0717 4822 1000)",3.5,2,268,43.5237,-114.3087,0,"UTM:(11T 0717 4822 1000)",""
"UTM:(11T 0718 4714 1000)",3.1,1,162,42.5520,-114.3387,0,"UTM:(11T 0718 4714 1000)",""
"UTM:(11T 0718 4820 1000)",2.5,1,266,43.5054,-114.2971,0,"UTM:(11T 0718 4820 1000)",""
"UTM:(11T 0718 4821 1000)",2.4,3,267,43.5144,-114.2967,0,"UTM:(11T 0718 4821 1000)",""
