# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"12306",2.0,6,4139,42.8073,-74.0277,0,"Schenectady","NY"
"80906",1.0,3,1479,38.7676,-104.8705,0,"Colorado Springs","CO"
"83709",2.0,1,964,43.5583,-116.2903,0,"Boise","ID"
"84094",1.0,1,973,40.5718,-111.8623,0,"Sandy","UT"
"84523",1.0,1,950,38.8552,-111.1314,0,"Ferron","UT"
"84737",2.0,1,733,37.2226,-113.1374,0,"Hurricane","UT"
"85012",2.0,1,863,33.5092,-112.0694,0,"Phoenix","AZ"
"85716",1.0,1,1016,32.2415,-110.9229,0,"Tucson","AZ"
"86401",1.0,1,649,35.4266,-113.9480,0,"Kingman","AZ"
"86404",2.0,1,639,34.6628,-114.1973,0,"Lake Havasu City","AZ"
"86442",1.0,1,639,34.9239,-114.1318,0,"Bullhead City","AZ"
"89012",2.0,1,548,36.0101,-115.0437,0,"Henderson","NV"
"89029",1.0,1,582,35.1711,-114.7210,0,"Laughlin","NV"
"89031",1.0,2,538,36.2579,-115.1695,0,"North Las Vegas","NV"
"89048",2.0,1,464,36.1507,-115.9896,0,"Pahrump","NV"
"89101",2.3,3,542,36.1726,-115.1220,0,"Las Vegas","NV"
"89102",2.0,1,536,36.1451,-115.1858,0,"Las Vegas","NV"
"89106",2.0,1,538,36.1817,-115.1617,0,"Las Vegas","NV"
"89109",2.0,1,538,36.1367,-115.1586,0,"Las Vegas","NV"
"89130",1.0,1,533,36.2552,-115.2271,0,"Las Vegas","NV"
"89406",2.2,1,494,39.5808,-118.3346,0,"Fallon","NV"
"89410",2.0,2,372,38.8297,-119.5829,0,"Gardnerville","NV"
"89413",2.0,2,384,39.0325,-119.9036,0,"Glenbrook","NV"
"89423",2.0,2,391,39.0095,-119.5621,0,"Minden","NV"
"89501",4.0,1,439,39.5276,-119.8102,0,"Reno","NV"
"89502",2.0,1,437,39.4934,-119.7464,0,"Reno","NV"
"89503",2.2,1,440,39.5410,-119.8398,0,"Reno","NV"
"89509",1.0,2,435,39.4967,-119.8275,0,"Reno","NV"
