# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 036 377 10000)",7.7,92,22,34.1071,-118.4636,0,"UTM:(11S 036 377 10000)",""
"UTM:(11S 036 378 10000)",8.1,268,19,34.1972,-118.4651,0,"UTM:(11S 036 378 10000)",""
"UTM:(11S 036 379 10000)",8.5,212,20,34.2874,-118.4668,0,"UTM:(11S 036 379 10000)",""
"UTM:(11S 036 380 10000)",8.1,33,26,34.3775,-118.4683,0,"UTM:(11S 036 380 10000)",""
"UTM:(11S 036 381 10000)",8.1,46,34,34.4677,-118.4699,0,"UTM:(11S 036 381 10000)",""
"UTM:(11S 036 388 10000)",5.6,5,100,35.0987,-118.4811,0,"UTM:(11S 036 388 10000)",""
"UTM:(11S 036 389 10000)",3.4,1,109,35.1889,-118.4828,0,"UTM:(11S 036 389 10000)",""
"UTM:(11S 036 393 10000)",3.4,1,149,35.5495,-118.4894,0,"UTM:(11S 036 393 10000)",""
"UTM:(11S 036 394 10000)",4.8,1,159,35.6395,-118.4911,0,"UTM:(11S 036 394 10000)",""
"UTM:(11S 036 395 10000)",3.4,1,169,35.7297,-118.4927,0,"UTM:(11S 036 395 10000)",""
"UTM:(11S 037 368 10000)",5.3,4,104,33.2968,-118.3425,0,"UTM:(11S 037 368 10000)",""
"UTM:(11S 037 369 10000)",3.4,1,95,33.3870,-118.3440,0,"UTM:(11S 037 369 10000)",""
"UTM:(11S 037 373 10000)",5.9,50,57,33.7477,-118.3495,0,"UTM:(11S 037 373 10000)",""
"UTM:(11S 037 374 10000)",5.9,159,48,33.8379,-118.3510,0,"UTM:(11S 037 374 10000)",""
"UTM:(11S 037 375 10000)",6.0,77,40,33.9280,-118.3524,0,"UTM:(11S 037 375 10000)",""
"UTM:(11S 037 376 10000)",7.4,134,32,34.0182,-118.3538,0,"UTM:(11S 037 376 10000)",""
"UTM:(11S 037 377 10000)",7.5,199,27,34.1084,-118.3552,0,"UTM:(11S 037 377 10000)",""
"UTM:(11S 037 378 10000)",7.5,193,24,34.1985,-118.3567,0,"UTM:(11S 037 378 10000)",""
"UTM:(11S 037 379 10000)",7.5,43,25,34.2887,-118.3581,0,"UTM:(11S 037 379 10000)",""
"UTM:(11S 037 380 10000)",8.1,2,30,34.3788,-118.3595,0,"UTM:(11S 037 380 10000)",""
"UTM:(11S 037 381 10000)",6.8,8,37,34.4690,-118.3610,0,"UTM:(11S 037 381 10000)",""
"UTM:(11S 037 383 10000)",5.9,7,53,34.6493,-118.3640,0,"UTM:(11S 037 383 10000)",""
"UTM:(11S 037 394 10000)",4.1,1,160,35.6409,-118.3807,0,"UTM:(11S 037 394 10000)",""
"UTM:(11S 037 413 10000)",2.0,1,349,37.3533,-118.4114,0,"UTM:(11S 037 413 10000)",""
"UTM:(11S 038 373 10000)",5.6,11,60,33.7489,-118.2416,0,"UTM:(11S 038 373 10000)",""
"UTM:(11S 038 374 10000)",6.3,18,52,33.8390,-118.2429,0,"UTM:(11S 038 374 10000)",""
"UTM:(11S 038 375 10000)",6.1,19,45,33.9291,-118.2442,0,"UTM:(11S 038 375 10000)",""
"UTM:(11S 038 376 10000)",7.1,50,38,34.0194,-118.2455,0,"UTM:(11S 038 376 10000)",""
"UTM:(11S 038 377 10000)",7.2,138,34,34.1095,-118.2468,0,"UTM:(11S 038 377 10000)",""
"UTM:(11S 038 378 10000)",6.9,116,32,34.1997,-118.2481,0,"UTM:(11S 038 378 10000)",""
"UTM:(11S 038 379 10000)",7.4,30,33,34.2899,-118.2494,0,"UTM:(11S 038 379 10000)",""
"UTM:(11S 038 381 10000)",6.3,4,42,34.4702,-118.2522,0,"UTM:(11S 038 381 10000)",""
"UTM:(11S 038 382 10000)",7.2,2,49,34.5603,-118.2535,0,"UTM:(11S 038 382 10000)",""
"UTM:(11S 038 383 10000)",5.5,13,57,34.6504,-118.2549,0,"UTM:(11S 038 383 10000)",""
"UTM:(11S 038 385 10000)",4.8,1,75,34.8307,-118.2576,0,"UTM:(11S 038 385 10000)",""
"UTM:(11S 039 373 10000)",5.9,75,65,33.7499,-118.1336,0,"UTM:(11S 039 373 10000)",""
"UTM:(11S 039 374 10000)",5.8,76,58,33.8400,-118.1349,0,"UTM:(11S 039 374 10000)",""
"UTM:(11S 039 375 10000)",6.3,45,51,33.9302,-118.1360,0,"UTM:(11S 039 375 10000)",""
"UTM:(11S 039 376 10000)",6.6,31,46,34.0204,-118.1372,0,"UTM:(11S 039 376 10000)",""
"UTM:(11S 039 377 10000)",6.4,136,42,34.1106,-118.1384,0,"UTM:(11S 039 377 10000)",""
"UTM:(11S 039 378 10000)",6.1,57,40,34.2007,-118.1396,0,"UTM:(11S 039 378 10000)",""
"UTM:(11S 039 381 10000)",5.0,4,49,34.4712,-118.1433,0,"UTM:(11S 039 381 10000)",""
"UTM:(11S 039 382 10000)",5.5,21,55,34.5614,-118.1446,0,"UTM:(11S 039 382 10000)",""
"UTM:(11S 039 383 10000)",5.7,36,63,34.6516,-118.1458,0,"UTM:(11S 039 383 10000)",""
"UTM:(11S 039 384 10000)",5.4,9,70,34.7417,-118.1470,0,"UTM:(11S 039 384 10000)",""
"UTM:(11S 039 385 10000)",3.4,2,79,34.8319,-118.1482,0,"UTM:(11S 039 385 10000)",""
"UTM:(11S 039 387 10000)",3.9,3,97,35.0122,-118.1507,0,"UTM:(11S 039 387 10000)",""
"UTM:(11S 040 372 10000)",5.2,26,79,33.6607,-118.0246,0,"UTM:(11S 040 372 10000)",""
"UTM:(11S 040 373 10000)",5.7,56,71,33.7508,-118.0256,0,"UTM:(11S 040 373 10000)",""
"UTM:(11S 040 374 10000)",5.8,80,65,33.8409,-118.0268,0,"UTM:(11S 040 374 10000)",""
"UTM:(11S 040 375 10000)",6.0,50,59,33.9312,-118.0279,0,"UTM:(11S 040 375 10000)",""
"UTM:(11S 040 376 10000)",6.3,29,54,34.0213,-118.0289,0,"UTM:(11S 040 376 10000)",""
"UTM:(11S 040 377 10000)",6.1,75,51,34.1115,-118.0300,0,"UTM:(11S 040 377 10000)",""
"UTM:(11S 040 378 10000)",6.1,11,49,34.2017,-118.0311,0,"UTM:(11S 040 378 10000)",""
"UTM:(11S 040 382 10000)",5.7,18,62,34.5624,-118.0356,0,"UTM:(11S 040 382 10000)",""
"UTM:(11S 040 383 10000)",4.9,2,69,34.6525,-118.0367,0,"UTM:(11S 040 383 10000)",""
"UTM:(11S 041 371 10000)",4.8,5,93,33.5713,-117.9158,0,"UTM:(11S 041 371 10000)",""
"UTM:(11S 041 372 10000)",5.5,70,85,33.6615,-117.9168,0,"UTM:(11S 041 372 10000)",""
"UTM:(11S 041 373 10000)",5.9,52,78,33.7516,-117.9177,0,"UTM:(11S 041 373 10000)",""
"UTM:(11S 041 374 10000)",5.6,57,72,33.8418,-117.9186,0,"UTM:(11S 041 374 10000)",""
"UTM:(11S 041 375 10000)",5.7,42,67,33.9320,-117.9196,0,"UTM:(11S 041 375 10000)",""
"UTM:(11S 041 376 10000)",5.9,31,63,34.0222,-117.9206,0,"UTM:(11S 041 376 10000)",""
"UTM:(11S 041 377 10000)",5.6,40,60,34.1124,-117.9216,0,"UTM:(11S 041 377 10000)",""
"UTM:(11S 041 381 10000)",6.1,2,65,34.4731,-117.9256,0,"UTM:(11S 041 381 10000)",""
"UTM:(11S 041 382 10000)",5.3,4,70,34.5632,-117.9266,0,"UTM:(11S 041 382 10000)",""
"UTM:(11S 041 386 10000)",5.4,2,98,34.9239,-117.9306,0,"UTM:(11S 041 386 10000)",""
"UTM:(11S 041 388 10000)",5.5,7,114,35.1042,-117.9326,0,"UTM:(11S 041 388 10000)",""
"UTM:(11S 042 370 10000)",3.8,1,106,33.4818,-117.8072,0,"UTM:(11S 042 370 10000)",""
"UTM:(11S 042 371 10000)",4.8,9,99,33.5721,-117.8081,0,"UTM:(11S 042 371 10000)",""
"UTM:(11S 042 372 10000)",5.1,38,92,33.6623,-117.8089,0,"UTM:(11S 042 372 10000)",""
"UTM:(11S 042 373 10000)",5.3,37,86,33.7524,-117.8098,0,"UTM:(11S 042 373 10000)",""
"UTM:(11S 042 374 10000)",5.4,28,80,33.8426,-117.8106,0,"UTM:(11S 042 374 10000)",""
"UTM:(11S 042 375 10000)",5.6,12,75,33.9327,-117.8115,0,"UTM:(11S 042 375 10000)",""
"UTM:(11S 042 376 10000)",5.8,24,72,34.0229,-117.8123,0,"UTM:(11S 042 376 10000)",""
"UTM:(11S 042 377 10000)",5.5,39,69,34.1132,-117.8132,0,"UTM:(11S 042 377 10000)",""
"UTM:(11S 042 381 10000)",5.8,2,74,34.4738,-117.8167,0,"UTM:(11S 042 381 10000)",""
"UTM:(11S 042 383 10000)",4.5,6,84,34.6542,-117.8185,0,"UTM:(11S 042 383 10000)",""
"UTM:(11S 042 384 10000)",5.8,1,90,34.7443,-117.8193,0,"UTM:(11S 042 384 10000)",""
"UTM:(11S 042 387 10000)",5.6,4,111,35.0148,-117.8221,0,"UTM:(11S 042 387 10000)",""
"UTM:(11S 043 370 10000)",5.4,24,113,33.4825,-117.6996,0,"UTM:(11S 043 370 10000)",""
"UTM:(11S 043 371 10000)",5.5,25,106,33.5727,-117.7003,0,"UTM:(11S 043 371 10000)",""
"UTM:(11S 043 372 10000)",5.2,26,100,33.6629,-117.7010,0,"UTM:(11S 043 372 10000)",""
"UTM:(11S 043 374 10000)",5.6,6,89,33.8433,-117.7026,0,"UTM:(11S 043 374 10000)",""
"UTM:(11S 043 375 10000)",6.0,13,84,33.9334,-117.7033,0,"UTM:(11S 043 375 10000)",""
"UTM:(11S 043 376 10000)",5.4,24,81,34.0236,-117.7040,0,"UTM:(11S 043 376 10000)",""
"UTM:(11S 043 377 10000)",5.4,71,79,34.1138,-117.7047,0,"UTM:(11S 043 377 10000)",""
"UTM:(11S 043 387 10000)",5.8,4,118,35.0155,-117.7124,0,"UTM:(11S 043 387 10000)",""
"UTM:(11S 043 394 10000)",5.0,10,176,35.6467,-117.7180,0,"UTM:(11S 043 394 10000)",""
"UTM:(11S 044 369 10000)",4.7,11,127,33.3928,-117.5914,0,"UTM:(11S 044 369 10000)",""
"UTM:(11S 044 370 10000)",5.2,6,120,33.4830,-117.5920,0,"UTM:(11S 044 370 10000)",""
"UTM:(11S 044 371 10000)",5.6,9,113,33.5733,-117.5926,0,"UTM:(11S 044 371 10000)",""
"UTM:(11S 044 372 10000)",5.1,16,107,33.6634,-117.5932,0,"UTM:(11S 044 372 10000)",""
"UTM:(11S 044 374 10000)",5.4,8,97,33.8439,-117.5944,0,"UTM:(11S 044 374 10000)",""
"UTM:(11S 044 375 10000)",6.3,8,93,33.9340,-117.5951,0,"UTM:(11S 044 375 10000)",""
"UTM:(11S 044 376 10000)",6.7,12,91,34.0241,-117.5958,0,"UTM:(11S 044 376 10000)",""
"UTM:(11S 044 377 10000)",5.3,30,89,34.1144,-117.5963,0,"UTM:(11S 044 377 10000)",""
"UTM:(11S 044 380 10000)",5.4,8,90,34.3850,-117.5983,0,"UTM:(11S 044 380 10000)",""
"UTM:(11S 044 381 10000)",5.1,3,92,34.4751,-117.5989,0,"UTM:(11S 044 381 10000)",""
"UTM:(11S 044 382 10000)",4.7,2,96,34.5652,-117.5995,0,"UTM:(11S 044 382 10000)",""
"UTM:(11S 044 387 10000)",3.4,2,124,35.0161,-117.6028,0,"UTM:(11S 044 387 10000)",""
"UTM:(11S 044 393 10000)",5.3,1,172,35.5572,-117.6069,0,"UTM:(11S 044 393 10000)",""
"UTM:(11S 044 394 10000)",5.8,5,181,35.6472,-117.6075,0,"UTM:(11S 044 394 10000)",""
"UTM:(11S 045 373 10000)",4.1,2,111,33.7541,-117.4858,0,"UTM:(11S 045 373 10000)",""
"UTM:(11S 045 374 10000)",5.5,4,106,33.8443,-117.4864,0,"UTM:(11S 045 374 10000)",""
"UTM:(11S 045 375 10000)",5.7,26,103,33.9345,-117.4869,0,"UTM:(11S 045 375 10000)",""
"UTM:(11S 045 376 10000)",5.7,19,100,34.0247,-117.4874,0,"UTM:(11S 045 376 10000)",""
"UTM:(11S 045 377 10000)",4.6,14,98,34.1149,-117.4879,0,"UTM:(11S 045 377 10000)",""
"UTM:(11S 045 378 10000)",3.4,1,98,34.2050,-117.4884,0,"UTM:(11S 045 378 10000)",""
"UTM:(11S 045 381 10000)",7.3,3,102,34.4756,-117.4900,0,"UTM:(11S 045 381 10000)",""
"UTM:(11S 046 366 10000)",2.7,1,162,33.1231,-117.3752,0,"UTM:(11S 046 366 10000)",""
"UTM:(11S 046 367 10000)",4.7,7,155,33.2134,-117.3756,0,"UTM:(11S 046 367 10000)",""
"UTM:(11S 046 372 10000)",5.3,9,124,33.6643,-117.3775,0,"UTM:(11S 046 372 10000)",""
"UTM:(11S 046 373 10000)",4.5,4,119,33.7545,-117.3779,0,"UTM:(11S 046 373 10000)",""
"UTM:(11S 046 374 10000)",4.9,9,115,33.8447,-117.3783,0,"UTM:(11S 046 374 10000)",""
"UTM:(11S 046 375 10000)",5.0,35,112,33.9348,-117.3787,0,"UTM:(11S 046 375 10000)",""
"UTM:(11S 046 376 10000)",5.6,12,110,34.0251,-117.3791,0,"UTM:(11S 046 376 10000)",""
"UTM:(11S 046 377 10000)",5.9,23,108,34.1153,-117.3795,0,"UTM:(11S 046 377 10000)",""
"UTM:(11S 046 378 10000)",5.3,3,108,34.2054,-117.3799,0,"UTM:(11S 046 378 10000)",""
"UTM:(11S 046 380 10000)",5.9,4,109,34.3858,-117.3807,0,"UTM:(11S 046 380 10000)",""
"UTM:(11S 046 381 10000)",5.3,5,111,34.4759,-117.3811,0,"UTM:(11S 046 381 10000)",""
