-118.02,34.1,2.5
-116.4,34.1,4
-116.27,34.09,6.8
-116.43,34.12,5.3
-116.3,34.1,5.3
-116.05,34.14,5.3
-116.43,34.12,3
-116.44,34.11,3
-116.32,34.14,6.5
-116.37,34.15,4.5
-115.9,34.2,4.6
-116.31,34.14,6.3
-117.31,33.45,4
-116.44,34.21,4.8
-116.32,34.13,7
-116.32,34.13,6.5
-116.43,34.12,5.4
-116.05,34.14,5.1
-116.32,34.13,5
-114.4,34.51,2.5
-116.32,34.14,5.6
-116.32,34.14,4.9
-116.31,34.14,5.8
-121.5,38.57,2.5
-119.78,36.7,2.5
-118.27,34.04,2.5
-116.93,33.76,3.3
-116.5,33.96,5
-116.46,33.82,4
-116.96,33.78,4
-116.4,34.13,5.3
-116.43,34.12,4.3
-116.25,33.76,5.3
-116.22,33.72,5
-116.95,33.75,5.1
-116.53,33.83,3.5
-116.5,33.94,4.8
-116.39,33.73,6.3
-116.55,33.83,4.6
-116.28,33.69,5
-116.22,33.72,5.3
-116.17,33.68,5
-119.7,34.42,2.5
-112.07,33.47,2.5
-115.25,36.19,2.5
-118.27,34.04,3.5
-117.15,32.73,2.5
-118.24,34.07,3
-116.5,33.96,5
-116.23,33.73,6.5
-116.5,33.96,6
-116.41,33.77,5.3
-116.48,33.84,5.3
-116.22,33.71,4.6
-116.38,33.72,4.8
-116.48,33.93,5.8
-116.5,33.95,5
-116.61,33.84,5.8
-116.5,33.96,5.6
