# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 027 406 10000)",2.0,1,377,36.7041,-119.5187,0,"UTM:(11S 027 406 10000)",""
"UTM:(11S 027 412 10000)",1.0,1,417,37.2443,-119.5367,0,"UTM:(11S 027 412 10000)",""
"UTM:(11S 027 413 10000)",2.0,1,424,37.3345,-119.5397,0,"UTM:(11S 027 413 10000)",""
"UTM:(11S 027 418 10000)",2.5,4,462,37.7846,-119.5550,0,"UTM:(11S 027 418 10000)",""
"UTM:(11S 028 379 10000)",3.7,8,285,34.2739,-119.3354,0,"UTM:(11S 028 379 10000)",""
"UTM:(11S 028 380 10000)",2.9,10,284,34.3640,-119.3379,0,"UTM:(11S 028 380 10000)",""
"UTM:(11S 028 388 10000)",4.8,2,289,35.0849,-119.3583,0,"UTM:(11S 028 388 10000)",""
"UTM:(11S 028 394 10000)",3.2,2,306,35.6255,-119.3740,0,"UTM:(11S 028 394 10000)",""
"UTM:(11S 028 400 10000)",3.1,1,334,36.1659,-119.3903,0,"UTM:(11S 028 400 10000)",""
"UTM:(11S 028 401 10000)",2.4,3,339,36.2559,-119.3931,0,"UTM:(11S 028 401 10000)",""
"UTM:(11S 028 402 10000)",2.0,5,345,36.3461,-119.3958,0,"UTM:(11S 028 402 10000)",""
"UTM:(11S 028 404 10000)",3.1,1,357,36.5263,-119.4013,0,"UTM:(11S 028 404 10000)",""
"UTM:(11S 028 426 10000)",2.0,1,520,38.5074,-119.4657,0,"UTM:(11S 028 426 10000)",""
"UTM:(11S 029 378 10000)",3.4,120,277,34.1859,-119.2245,0,"UTM:(11S 029 378 10000)",""
"UTM:(11S 029 379 10000)",3.3,109,275,34.2760,-119.2268,0,"UTM:(11S 029 379 10000)",""
"UTM:(11S 029 380 10000)",2.0,2,274,34.3661,-119.2293,0,"UTM:(11S 029 380 10000)",""
"UTM:(11S 029 381 10000)",3.2,18,274,34.4562,-119.2316,0,"UTM:(11S 029 381 10000)",""
"UTM:(11S 029 382 10000)",2.2,1,273,34.5464,-119.2340,0,"UTM:(11S 029 382 10000)",""
"UTM:(11S 029 393 10000)",3.2,2,293,35.5374,-119.2612,0,"UTM:(11S 029 393 10000)",""
"UTM:(11S 029 396 10000)",1.0,1,306,35.8077,-119.2689,0,"UTM:(11S 029 396 10000)",""
"UTM:(11S 029 400 10000)",3.1,1,325,36.1681,-119.2792,0,"UTM:(11S 029 400 10000)",""
"UTM:(11S 029 401 10000)",2.0,7,331,36.2582,-119.2818,0,"UTM:(11S 029 401 10000)",""
"UTM:(11S 029 402 10000)",3.0,19,337,36.3483,-119.2844,0,"UTM:(11S 029 402 10000)",""
"UTM:(11S 029 403 10000)",3.1,1,343,36.4383,-119.2870,0,"UTM:(11S 029 403 10000)",""
"UTM:(11S 030 377 10000)",2.0,1,269,34.0976,-119.1137,0,"UTM:(11S 030 377 10000)",""
"UTM:(11S 030 378 10000)",3.1,26,267,34.1878,-119.1160,0,"UTM:(11S 030 378 10000)",""
"UTM:(11S 030 379 10000)",3.3,32,266,34.2779,-119.1183,0,"UTM:(11S 030 379 10000)",""
"UTM:(11S 030 380 10000)",3.5,7,264,34.3680,-119.1206,0,"UTM:(11S 030 380 10000)",""
"UTM:(11S 030 381 10000)",2.0,1,264,34.4581,-119.1228,0,"UTM:(11S 030 381 10000)",""
"UTM:(11S 030 385 10000)",2.6,6,265,34.8186,-119.1320,0,"UTM:(11S 030 385 10000)",""
"UTM:(11S 030 391 10000)",2.9,34,277,35.3593,-119.1462,0,"UTM:(11S 030 391 10000)",""
"UTM:(11S 030 392 10000)",2.5,2,281,35.4493,-119.1486,0,"UTM:(11S 030 392 10000)",""
"UTM:(11S 030 393 10000)",3.1,1,284,35.5395,-119.1509,0,"UTM:(11S 030 393 10000)",""
"UTM:(11S 030 401 10000)",2.9,4,323,36.2602,-119.1706,0,"UTM:(11S 030 401 10000)",""
"UTM:(11S 031 378 10000)",3.2,71,257,34.1895,-119.0076,0,"UTM:(11S 031 378 10000)",""
"UTM:(11S 031 379 10000)",3.0,42,256,34.2797,-119.0097,0,"UTM:(11S 031 379 10000)",""
"UTM:(11S 031 380 10000)",3.9,4,255,34.3698,-119.0119,0,"UTM:(11S 031 380 10000)",""
"UTM:(11S 031 385 10000)",3.7,9,255,34.8205,-119.0228,0,"UTM:(11S 031 385 10000)",""
"UTM:(11S 031 389 10000)",3.9,2,262,35.1809,-119.0317,0,"UTM:(11S 031 389 10000)",""
"UTM:(11S 031 390 10000)",3.4,16,265,35.2711,-119.0339,0,"UTM:(11S 031 390 10000)",""
"UTM:(11S 031 391 10000)",2.7,47,268,35.3611,-119.0361,0,"UTM:(11S 031 391 10000)",""
"UTM:(11S 031 392 10000)",2.4,14,271,35.4513,-119.0384,0,"UTM:(11S 031 392 10000)",""
"UTM:(11S 031 398 10000)",2.0,2,298,35.9919,-119.0523,0,"UTM:(11S 031 398 10000)",""
"UTM:(11S 031 399 10000)",3.1,20,303,36.0820,-119.0546,0,"UTM:(11S 031 399 10000)",""
"UTM:(11S 031 402 10000)",3.3,2,321,36.3523,-119.0617,0,"UTM:(11S 031 402 10000)",""
"UTM:(11S 031 403 10000)",2.0,1,327,36.4424,-119.0641,0,"UTM:(11S 031 403 10000)",""
"UTM:(11S 031 406 10000)",3.1,1,347,36.7127,-119.0712,0,"UTM:(11S 031 406 10000)",""
"UTM:(11S 031 418 10000)",2.7,1,437,37.7936,-119.1011,0,"UTM:(11S 031 418 10000)",""
"UTM:(11S 032 377 10000)",3.0,3,249,34.1012,-118.8971,0,"UTM:(11S 032 377 10000)",""
"UTM:(11S 032 378 10000)",2.6,83,247,34.1913,-118.8991,0,"UTM:(11S 032 378 10000)",""
"UTM:(11S 032 379 10000)",3.7,36,246,34.2814,-118.9012,0,"UTM:(11S 032 379 10000)",""
"UTM:(11S 032 380 10000)",3.4,12,245,34.3716,-118.9032,0,"UTM:(11S 032 380 10000)",""
"UTM:(11S 032 385 10000)",3.8,10,245,34.8222,-118.9135,0,"UTM:(11S 032 385 10000)",""
"UTM:(11S 032 389 10000)",3.8,1,252,35.1827,-118.9219,0,"UTM:(11S 032 389 10000)",""
"UTM:(11S 032 390 10000)",4.2,2,255,35.2729,-118.9240,0,"UTM:(11S 032 390 10000)",""
"UTM:(11S 032 391 10000)",4.1,21,258,35.3629,-118.9262,0,"UTM:(11S 032 391 10000)",""
"UTM:(11S 032 392 10000)",3.6,2,262,35.4531,-118.9283,0,"UTM:(11S 032 392 10000)",""
"UTM:(11S 032 393 10000)",2.0,1,266,35.5432,-118.9305,0,"UTM:(11S 032 393 10000)",""
"UTM:(11S 032 399 10000)",5.2,2,295,36.0838,-118.9436,0,"UTM:(11S 032 399 10000)",""
"UTM:(11S 032 416 10000)",2.0,1,415,37.6154,-118.9828,0,"UTM:(11S 032 416 10000)",""
"UTM:(11S 033 376 10000)",3.5,9,242,34.0127,-118.7869,0,"UTM:(11S 033 376 10000)",""
"UTM:(11S 033 377 10000)",2.7,12,240,34.1028,-118.7887,0,"UTM:(11S 033 377 10000)",""
"UTM:(11S 033 378 10000)",3.5,89,238,34.1929,-118.7906,0,"UTM:(11S 033 378 10000)",""
"UTM:(11S 033 379 10000)",3.6,98,236,34.2831,-118.7926,0,"UTM:(11S 033 379 10000)",""
"UTM:(11S 033 403 10000)",2.4,2,312,36.4460,-118.8410,0,"UTM:(11S 033 403 10000)",""
"UTM:(11S 034 376 10000)",2.4,5,233,34.0142,-118.6786,0,"UTM:(11S 034 376 10000)",""
"UTM:(11S 034 377 10000)",3.3,14,230,34.1043,-118.6804,0,"UTM:(11S 034 377 10000)",""
"UTM:(11S 034 378 10000)",3.7,49,228,34.1945,-118.6822,0,"UTM:(11S 034 378 10000)",""
"UTM:(11S 034 379 10000)",3.6,93,226,34.2846,-118.6840,0,"UTM:(11S 034 379 10000)",""
"UTM:(11S 034 381 10000)",3.1,10,224,34.4649,-118.6876,0,"UTM:(11S 034 381 10000)",""
"UTM:(11S 034 382 10000)",4.3,2,224,34.5551,-118.6894,0,"UTM:(11S 034 382 10000)",""
"UTM:(11S 034 389 10000)",3.1,3,233,35.1861,-118.7023,0,"UTM:(11S 034 389 10000)",""
"UTM:(11S 034 404 10000)",3.4,1,311,36.5378,-118.7315,0,"UTM:(11S 034 404 10000)",""
"UTM:(11S 034 437 10000)",2.5,1,590,39.5106,-118.8029,0,"UTM:(11S 034 437 10000)",""
"UTM:(11S 035 376 10000)",3.4,14,223,34.0156,-118.5703,0,"UTM:(11S 035 376 10000)",""
"UTM:(11S 035 377 10000)",3.5,26,220,34.1058,-118.5720,0,"UTM:(11S 035 377 10000)",""
"UTM:(11S 035 378 10000)",4.0,234,218,34.1959,-118.5737,0,"UTM:(11S 035 378 10000)",""
"UTM:(11S 035 379 10000)",3.8,74,216,34.2861,-118.5754,0,"UTM:(11S 035 379 10000)",""
"UTM:(11S 035 380 10000)",3.7,54,215,34.3762,-118.5770,0,"UTM:(11S 035 380 10000)",""
"UTM:(11S 035 381 10000)",3.6,56,214,34.4663,-118.5787,0,"UTM:(11S 035 381 10000)",""
"UTM:(11S 035 384 10000)",3.8,1,214,34.7368,-118.5839,0,"UTM:(11S 035 384 10000)",""
"UTM:(11S 035 385 10000)",3.8,1,215,34.8269,-118.5856,0,"UTM:(11S 035 385 10000)",""
"UTM:(11S 035 388 10000)",2.6,2,221,35.0974,-118.5908,0,"UTM:(11S 035 388 10000)",""
"UTM:(11S 035 389 10000)",3.6,3,224,35.1875,-118.5926,0,"UTM:(11S 035 389 10000)",""
"UTM:(11S 035 390 10000)",3.1,1,227,35.2777,-118.5943,0,"UTM:(11S 035 390 10000)",""
"UTM:(11S 036 373 10000)",3.2,6,224,33.7464,-118.4575,0,"UTM:(11S 036 373 10000)",""
"UTM:(11S 036 375 10000)",3.6,76,217,33.9268,-118.4605,0,"UTM:(11S 036 375 10000)",""
"UTM:(11S 036 376 10000)",3.6,365,214,34.0170,-118.4621,0,"UTM:(11S 036 376 10000)",""
"UTM:(11S 036 377 10000)",3.6,78,211,34.1071,-118.4636,0,"UTM:(11S 036 377 10000)",""
"UTM:(11S 036 378 10000)",3.9,152,208,34.1972,-118.4651,0,"UTM:(11S 036 378 10000)",""
"UTM:(11S 036 379 10000)",3.9,115,207,34.2874,-118.4668,0,"UTM:(11S 036 379 10000)",""
"UTM:(11S 036 380 10000)",3.9,29,205,34.3775,-118.4683,0,"UTM:(11S 036 380 10000)",""
"UTM:(11S 036 381 10000)",3.7,46,204,34.4677,-118.4699,0,"UTM:(11S 036 381 10000)",""
"UTM:(11S 036 383 10000)",3.8,3,204,34.6480,-118.4731,0,"UTM:(11S 036 383 10000)",""
"UTM:(11S 036 384 10000)",4.8,2,205,34.7382,-118.4747,0,"UTM:(11S 036 384 10000)",""
"UTM:(11S 036 388 10000)",3.5,29,212,35.0987,-118.4811,0,"UTM:(11S 036 388 10000)",""
"UTM:(11S 036 389 10000)",3.4,12,214,35.1889,-118.4828,0,"UTM:(11S 036 389 10000)",""
"UTM:(11S 036 393 10000)",3.4,4,230,35.5495,-118.4894,0,"UTM:(11S 036 393 10000)",""
"UTM:(11S 036 394 10000)",4.4,3,235,35.6395,-118.4911,0,"UTM:(11S 036 394 10000)",""
"UTM:(11S 036 395 10000)",3.2,6,240,35.7297,-118.4927,0,"UTM:(11S 036 395 10000)",""
"UTM:(11S 037 368 10000)",3.4,2,241,33.2968,-118.3425,0,"UTM:(11S 037 368 10000)",""
"UTM:(11S 037 369 10000)",3.3,3,235,33.3870,-118.3440,0,"UTM:(11S 037 369 10000)",""
"UTM:(11S 037 373 10000)",3.2,99,215,33.7477,-118.3495,0,"UTM:(11S 037 373 10000)",""
"UTM:(11S 037 374 10000)",3.7,317,211,33.8379,-118.3510,0,"UTM:(11S 037 374 10000)",""
"UTM:(11S 037 375 10000)",3.6,114,207,33.9280,-118.3524,0,"UTM:(11S 037 375 10000)",""
"UTM:(11S 037 376 10000)",3.9,173,204,34.0182,-118.3538,0,"UTM:(11S 037 376 10000)",""
"UTM:(11S 037 377 10000)",3.9,288,201,34.1084,-118.3552,0,"UTM:(11S 037 377 10000)",""
"UTM:(11S 037 378 10000)",4.0,181,199,34.1985,-118.3567,0,"UTM:(11S 037 378 10000)",""
"UTM:(11S 037 379 10000)",3.7,53,197,34.2887,-118.3581,0,"UTM:(11S 037 379 10000)",""
"UTM:(11S 037 380 10000)",3.4,4,195,34.3788,-118.3595,0,"UTM:(11S 037 380 10000)",""
"UTM:(11S 037 381 10000)",3.5,16,194,34.4690,-118.3610,0,"UTM:(11S 037 381 10000)",""
"UTM:(11S 037 383 10000)",4.3,6,194,34.6493,-118.3640,0,"UTM:(11S 037 383 10000)",""
"UTM:(11S 037 388 10000)",4.2,2,202,35.1000,-118.3714,0,"UTM:(11S 037 388 10000)",""
"UTM:(11S 037 389 10000)",2.5,4,205,35.1902,-118.3730,0,"UTM:(11S 037 389 10000)",""
"UTM:(11S 037 394 10000)",3.6,5,226,35.6409,-118.3807,0,"UTM:(11S 037 394 10000)",""
"UTM:(11S 037 395 10000)",5.3,1,232,35.7310,-118.3822,0,"UTM:(11S 037 395 10000)",""
"UTM:(11S 037 412 10000)",3.1,1,354,37.2631,-118.4096,0,"UTM:(11S 037 412 10000)",""
"UTM:(11S 037 413 10000)",1.0,1,363,37.3533,-118.4114,0,"UTM:(11S 037 413 10000)",""
"UTM:(11S 038 372 10000)",3.1,1,211,33.6587,-118.2403,0,"UTM:(11S 038 372 10000)",""
"UTM:(11S 038 373 10000)",4.0,32,206,33.7489,-118.2416,0,"UTM:(11S 038 373 10000)",""
"UTM:(11S 038 374 10000)",4.0,55,202,33.8390,-118.2429,0,"UTM:(11S 038 374 10000)",""
"UTM:(11S 038 375 10000)",3.9,32,198,33.9291,-118.2442,0,"UTM:(11S 038 375 10000)",""
"UTM:(11S 038 376 10000)",3.8,93,195,34.0194,-118.2455,0,"UTM:(11S 038 376 10000)",""
"UTM:(11S 038 377 10000)",3.6,177,192,34.1095,-118.2468,0,"UTM:(11S 038 377 10000)",""
