# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0453 3775 1000)",2.7,1,176,34.1193,-117.5042,0,0.330,"UTM:(11S 0453 3775 1000)",""
"UTM:(11S 0454 3778 1000)",3.8,2,173,34.1464,-117.4935,0,0.320,"UTM:(11S 0454 3778 1000)",""
"UTM:(11S 0455 3762 1000)",2.7,1,189,34.0022,-117.4819,0,0.330,"UTM:(11S 0455 3762 1000)",""
"UTM:(11S 0455 3780 1000)",3.1,1,171,34.1645,-117.4828,0,0.330,"UTM:(11S 0455 3780 1000)",""
"UTM:(11S 0456 3776 1000)",2.7,2,175,34.1285,-117.4718,0,0.320,"UTM:(11S 0456 3776 1000)",""
"UTM:(11S 0456 3778 1000)",3.1,2,173,34.1465,-117.4719,0,0.320,"UTM:(11S 0456 3778 1000)",""
"UTM:(11S 0457 3754 1000)",2.7,1,197,33.9301,-117.4598,0,0.330,"UTM:(11S 0457 3754 1000)",""
"UTM:(11S 0457 3755 1000)",3.4,1,196,33.9391,-117.4599,0,0.330,"UTM:(11S 0457 3755 1000)",""
"UTM:(11S 0457 3776 1000)",2.2,1,175,34.1285,-117.4609,0,0.330,"UTM:(11S 0457 3776 1000)",""
"UTM:(11S 0457 3777 1000)",3.8,2,174,34.1375,-117.4610,0,0.320,"UTM:(11S 0457 3777 1000)",""
"UTM:(11S 0457 3779 1000)",2.8,2,172,34.1556,-117.4611,0,0.320,"UTM:(11S 0457 3779 1000)",""
"UTM:(11S 0458 3753 1000)",2.2,2,198,33.9211,-117.4490,0,0.320,"UTM:(11S 0458 3753 1000)",""
"UTM:(11S 0458 3754 1000)",5.4,1,197,33.9301,-117.4490,0,0.330,"UTM:(11S 0458 3754 1000)",""
"UTM:(11S 0458 3771 1000)",3.1,1,180,34.0834,-117.4498,0,0.330,"UTM:(11S 0458 3771 1000)",""
"UTM:(11S 0459 3756 1000)",2.5,3,195,33.9482,-117.4383,0,0.311,"UTM:(11S 0459 3756 1000)",""
"UTM:(11S 0459 3767 1000)",3.4,3,184,34.0474,-117.4388,0,0.311,"UTM:(11S 0459 3767 1000)",""
"UTM:(11S 0459 3773 1000)",2.7,1,178,34.1016,-117.4391,0,0.330,"UTM:(11S 0459 3773 1000)",""
"UTM:(11S 0459 3774 1000)",2.7,1,177,34.1106,-117.4391,0,0.330,"UTM:(11S 0459 3774 1000)",""
"UTM:(11S 0459 3776 1000)",2.2,1,175,34.1286,-117.4392,0,0.330,"UTM:(11S 0459 3776 1000)",""
"UTM:(11S 0459 3808 1000)",3.8,2,143,34.4171,-117.4407,0,0.320,"UTM:(11S 0459 3808 1000)",""
"UTM:(11S 0459 3819 1000)",3.4,4,132,34.5164,-117.4412,0,0.302,"UTM:(11S 0459 3819 1000)",""
"UTM:(11S 0459 3827 1000)",4.3,2,124,34.5885,-117.4417,0,0.320,"UTM:(11S 0459 3827 1000)",""
"UTM:(11S 0459 3828 1000)",4.3,1,123,34.5975,-117.4417,0,0.330,"UTM:(11S 0459 3828 1000)",""
"UTM:(11S 0460 3752 1000)",3.1,1,199,33.9121,-117.4273,0,0.330,"UTM:(11S 0460 3752 1000)",""
"UTM:(11S 0460 3755 1000)",3.1,1,196,33.9393,-117.4274,0,0.330,"UTM:(11S 0460 3755 1000)",""
"UTM:(11S 0460 3770 1000)",3.1,1,181,34.0745,-117.4281,0,0.330,"UTM:(11S 0460 3770 1000)",""
"UTM:(11S 0460 3774 1000)",3.1,1,177,34.1106,-117.4283,0,0.330,"UTM:(11S 0460 3774 1000)",""
"UTM:(11S 0460 3818 1000)",5.3,1,133,34.5074,-117.4303,0,0.330,"UTM:(11S 0460 3818 1000)",""
"UTM:(11S 0460 3820 1000)",4.1,1,131,34.5254,-117.4304,0,0.330,"UTM:(11S 0460 3820 1000)",""
"UTM:(11S 0461 3755 1000)",3.0,5,196,33.9393,-117.4166,0,0.293,"UTM:(11S 0461 3755 1000)",""
"UTM:(11S 0461 3757 1000)",3.1,1,194,33.9573,-117.4167,0,0.330,"UTM:(11S 0461 3757 1000)",""
"UTM:(11S 0462 3755 1000)",3.1,1,196,33.9393,-117.4058,0,0.330,"UTM:(11S 0462 3755 1000)",""
"UTM:(11S 0462 3758 1000)",3.4,1,193,33.9663,-117.4059,0,0.330,"UTM:(11S 0462 3758 1000)",""
"UTM:(11S 0462 3772 1000)",2.0,2,179,34.0926,-117.4065,0,0.320,"UTM:(11S 0462 3772 1000)",""
"UTM:(11S 0462 3777 1000)",3.4,1,174,34.1377,-117.4067,0,0.330,"UTM:(11S 0462 3777 1000)",""
"UTM:(11S 0462 3780 1000)",2.7,1,171,34.1647,-117.4069,0,0.330,"UTM:(11S 0462 3780 1000)",""
"UTM:(11S 0462 3783 1000)",3.4,1,168,34.1918,-117.4070,0,0.330,"UTM:(11S 0462 3783 1000)",""
"UTM:(11S 0462 3817 1000)",4.8,1,134,34.4984,-117.4085,0,0.330,"UTM:(11S 0462 3817 1000)",""
"UTM:(11S 0462 3826 1000)",2.8,3,125,34.5796,-117.4089,0,0.311,"UTM:(11S 0462 3826 1000)",""
"UTM:(11S 0463 3758 1000)",2.2,1,193,33.9664,-117.3951,0,0.330,"UTM:(11S 0463 3758 1000)",""
"UTM:(11S 0463 3768 1000)",3.8,2,183,34.0566,-117.3955,0,0.320,"UTM:(11S 0463 3768 1000)",""
"UTM:(11S 0463 3769 1000)",2.2,3,182,34.0656,-117.3955,0,0.311,"UTM:(11S 0463 3769 1000)",""
"UTM:(11S 0463 3771 1000)",2.0,1,180,34.0836,-117.3956,0,0.330,"UTM:(11S 0463 3771 1000)",""
"UTM:(11S 0464 3757 1000)",2.4,2,194,33.9574,-117.3842,0,0.320,"UTM:(11S 0464 3757 1000)",""
"UTM:(11S 0464 3758 1000)",3.4,1,193,33.9664,-117.3843,0,0.330,"UTM:(11S 0464 3758 1000)",""
"UTM:(11S 0464 3760 1000)",3.3,2,191,33.9844,-117.3844,0,0.320,"UTM:(11S 0464 3760 1000)",""
"UTM:(11S 0464 3778 1000)",2.2,1,173,34.1468,-117.3851,0,0.330,"UTM:(11S 0464 3778 1000)",""
"UTM:(11S 0465 3753 1000)",2.7,1,198,33.9214,-117.3733,0,0.330,"UTM:(11S 0465 3753 1000)",""
"UTM:(11S 0465 3760 1000)",3.1,14,191,33.9845,-117.3735,0,0.230,"UTM:(11S 0465 3760 1000)",""
"UTM:(11S 0465 3763 1000)",3.4,1,188,34.0115,-117.3736,0,0.330,"UTM:(11S 0465 3763 1000)",""
"UTM:(11S 0465 3773 1000)",2.7,1,178,34.1017,-117.3740,0,0.330,"UTM:(11S 0465 3773 1000)",""
"UTM:(11S 0465 3776 1000)",3.4,2,175,34.1288,-117.3742,0,0.320,"UTM:(11S 0465 3776 1000)",""
"UTM:(11S 0466 3762 1000)",4.2,2,189,34.0025,-117.3628,0,0.320,"UTM:(11S 0466 3762 1000)",""
"UTM:(11S 0466 3766 1000)",3.8,1,185,34.0387,-117.3629,0,0.330,"UTM:(11S 0466 3766 1000)",""
"UTM:(11S 0466 3773 1000)",2.7,3,178,34.1017,-117.3632,0,0.311,"UTM:(11S 0466 3773 1000)",""
"UTM:(11S 0466 3783 1000)",2.7,1,168,34.1919,-117.3636,0,0.330,"UTM:(11S 0466 3783 1000)",""
"UTM:(11S 0467 3759 1000)",3.6,4,192,33.9755,-117.3518,0,0.302,"UTM:(11S 0467 3759 1000)",""
"UTM:(11S 0467 3770 1000)",2.7,1,181,34.0748,-117.3522,0,0.330,"UTM:(11S 0467 3770 1000)",""
"UTM:(11S 0467 3773 1000)",2.9,6,178,34.1018,-117.3524,0,0.285,"UTM:(11S 0467 3773 1000)",""
"UTM:(11S 0467 3807 1000)",3.4,1,144,34.4085,-117.3537,0,0.330,"UTM:(11S 0467 3807 1000)",""
"UTM:(11S 0467 3808 1000)",4.3,2,143,34.4175,-117.3537,0,0.320,"UTM:(11S 0467 3808 1000)",""
"UTM:(11S 0467 3809 1000)",3.8,1,142,34.4265,-117.3537,0,0.330,"UTM:(11S 0467 3809 1000)",""
"UTM:(11S 0467 3961 1000)",5.8,2,19,35.7970,-117.3597,0,0.320,"UTM:(11S 0467 3961 1000)",""
"UTM:(11S 0468 3760 1000)",3.2,7,191,33.9846,-117.3410,0,0.277,"UTM:(11S 0468 3760 1000)",""
"UTM:(11S 0468 3772 1000)",3.3,2,179,34.0928,-117.3415,0,0.320,"UTM:(11S 0468 3772 1000)",""
"UTM:(11S 0468 3779 1000)",2.2,1,172,34.1560,-117.3417,0,0.330,"UTM:(11S 0468 3779 1000)",""
"UTM:(11S 0468 3783 1000)",2.7,1,168,34.1920,-117.3419,0,0.330,"UTM:(11S 0468 3783 1000)",""
"UTM:(11S 0468 3813 1000)",4.1,1,139,34.4626,-117.3430,0,0.330,"UTM:(11S 0468 3813 1000)",""
"UTM:(11S 0468 3821 1000)",3.1,2,131,34.5347,-117.3432,0,0.320,"UTM:(11S 0468 3821 1000)",""
"UTM:(11S 0468 3833 1000)",3.8,1,119,34.6429,-117.3437,0,0.330,"UTM:(11S 0468 3833 1000)",""
"UTM:(11S 0469 3753 1000)",4.6,4,198,33.9215,-117.3300,0,0.302,"UTM:(11S 0469 3753 1000)",""
"UTM:(11S 0469 3757 1000)",3.0,3,194,33.9575,-117.3301,0,0.311,"UTM:(11S 0469 3757 1000)",""
"UTM:(11S 0469 3759 1000)",3.6,3,192,33.9756,-117.3302,0,0.311,"UTM:(11S 0469 3759 1000)",""
"UTM:(11S 0469 3764 1000)",2.7,1,187,34.0207,-117.3304,0,0.330,"UTM:(11S 0469 3764 1000)",""
"UTM:(11S 0469 3766 1000)",4.1,1,185,34.0388,-117.3304,0,0.330,"UTM:(11S 0469 3766 1000)",""
"UTM:(11S 0469 3818 1000)",4.1,2,134,34.5077,-117.3323,0,0.320,"UTM:(11S 0469 3818 1000)",""
"UTM:(11S 0469 3819 1000)",3.9,2,133,34.5167,-117.3323,0,0.320,"UTM:(11S 0469 3819 1000)",""
"UTM:(11S 0469 3820 1000)",4.6,2,132,34.5257,-117.3323,0,0.320,"UTM:(11S 0469 3820 1000)",""
"UTM:(11S 0469 3828 1000)",2.7,1,124,34.5979,-117.3327,0,0.330,"UTM:(11S 0469 3828 1000)",""
"UTM:(11S 0469 3844 1000)",2.0,1,108,34.7421,-117.3332,0,0.330,"UTM:(11S 0469 3844 1000)",""
"UTM:(11S 0470 3760 1000)",3.1,1,191,33.9847,-117.3194,0,0.330,"UTM:(11S 0470 3760 1000)",""
"UTM:(11S 0470 3770 1000)",3.1,2,181,34.0748,-117.3197,0,0.320,"UTM:(11S 0470 3770 1000)",""
"UTM:(11S 0470 3775 1000)",3.4,3,177,34.1200,-117.3199,0,0.311,"UTM:(11S 0470 3775 1000)",""
"UTM:(11S 0470 3809 1000)",5.1,5,143,34.4265,-117.3210,0,0.293,"UTM:(11S 0470 3809 1000)",""
"UTM:(11S 0470 3815 1000)",2.7,1,137,34.4806,-117.3212,0,0.330,"UTM:(11S 0470 3815 1000)",""
"UTM:(11S 0470 3818 1000)",4.0,16,134,34.5077,-117.3213,0,0.218,"UTM:(11S 0470 3818 1000)",""
"UTM:(11S 0470 3822 1000)",2.5,1,130,34.5438,-117.3215,0,0.330,"UTM:(11S 0470 3822 1000)",""
"UTM:(11S 0471 3757 1000)",2.2,2,195,33.9576,-117.3085,0,0.320,"UTM:(11S 0471 3757 1000)",""
"UTM:(11S 0471 3773 1000)",3.4,2,179,34.1019,-117.3090,0,0.320,"UTM:(11S 0471 3773 1000)",""
"UTM:(11S 0471 3781 1000)",3.8,2,171,34.1741,-117.3092,0,0.320,"UTM:(11S 0471 3781 1000)",""
"UTM:(11S 0471 3789 1000)",2.0,1,163,34.2462,-117.3095,0,0.330,"UTM:(11S 0471 3789 1000)",""
"UTM:(11S 0471 3808 1000)",2.0,1,144,34.4175,-117.3101,0,0.330,"UTM:(11S 0471 3808 1000)",""
"UTM:(11S 0471 3809 1000)",3.1,1,143,34.4266,-117.3101,0,0.330,"UTM:(11S 0471 3809 1000)",""
"UTM:(11S 0472 3773 1000)",3.1,10,179,34.1020,-117.2981,0,0.255,"UTM:(11S 0472 3773 1000)",""
"UTM:(11S 0472 3780 1000)",2.0,1,172,34.1651,-117.2984,0,0.330,"UTM:(11S 0472 3780 1000)",""
"UTM:(11S 0472 3781 1000)",3.1,2,171,34.1741,-117.2984,0,0.320,"UTM:(11S 0472 3781 1000)",""
"UTM:(11S 0472 3782 1000)",2.9,1,170,34.1831,-117.2984,0,0.330,"UTM:(11S 0472 3782 1000)",""
"UTM:(11S 0472 3808 1000)",4.6,1,144,34.4176,-117.2993,0,0.330,"UTM:(11S 0472 3808 1000)",""
"UTM:(11S 0473 3766 1000)",2.0,1,186,34.0388,-117.2871,0,0.330,"UTM:(11S 0473 3766 1000)",""
"UTM:(11S 0473 3776 1000)",2.5,1,176,34.1290,-117.2874,0,0.330,"UTM:(11S 0473 3776 1000)",""
"UTM:(11S 0473 3777 1000)",3.8,2,175,34.1380,-117.2874,0,0.320,"UTM:(11S 0473 3777 1000)",""
"UTM:(11S 0473 3779 1000)",2.0,2,173,34.1561,-117.2875,0,0.320,"UTM:(11S 0473 3779 1000)",""
"UTM:(11S 0473 3780 1000)",3.8,2,172,34.1651,-117.2875,0,0.320,"UTM:(11S 0473 3780 1000)",""
"UTM:(11S 0473 3804 1000)",3.1,1,148,34.3816,-117.2883,0,0.330,"UTM:(11S 0473 3804 1000)",""
"UTM:(11S 0474 3767 1000)",3.9,2,185,34.0479,-117.2763,0,0.320,"UTM:(11S 0474 3767 1000)",""
"UTM:(11S 0474 3781 1000)",3.2,3,171,34.1741,-117.2767,0,0.311,"UTM:(11S 0474 3781 1000)",""
"UTM:(11S 0474 3789 1000)",3.1,1,163,34.2463,-117.2769,0,0.330,"UTM:(11S 0474 3789 1000)",""
"UTM:(11S 0474 3817 1000)",4.5,1,135,34.4988,-117.2777,0,0.330,"UTM:(11S 0474 3817 1000)",""
"UTM:(11S 0475 3752 1000)",2.7,1,200,33.9126,-117.2650,0,0.330,"UTM:(11S 0475 3752 1000)",""
"UTM:(11S 0475 3758 1000)",2.7,1,194,33.9668,-117.2652,0,0.330,"UTM:(11S 0475 3758 1000)",""
"UTM:(11S 0475 3767 1000)",4.5,4,185,34.0479,-117.2655,0,0.302,"UTM:(11S 0475 3767 1000)",""
"UTM:(11S 0475 3789 1000)",2.7,1,163,34.2463,-117.2661,0,0.330,"UTM:(11S 0475 3789 1000)",""
"UTM:(11S 0475 3807 1000)",2.7,2,145,34.4087,-117.2666,0,0.320,"UTM:(11S 0475 3807 1000)",""
"UTM:(11S 0475 3813 1000)",3.4,1,139,34.4627,-117.2668,0,0.330,"UTM:(11S 0475 3813 1000)",""
"UTM:(11S 0476 3766 1000)",3.1,1,186,34.0389,-117.2546,0,0.330,"UTM:(11S 0476 3766 1000)",""
"UTM:(11S 0476 3767 1000)",3.4,5,185,34.0480,-117.2546,0,0.293,"UTM:(11S 0476 3767 1000)",""
"UTM:(11S 0476 3770 1000)",2.7,1,182,34.0750,-117.2547,0,0.330,"UTM:(11S 0476 3770 1000)",""
"UTM:(11S 0476 3776 1000)",3.1,1,176,34.1291,-117.2549,0,0.330,"UTM:(11S 0476 3776 1000)",""
"UTM:(11S 0476 3806 1000)",3.8,5,147,34.3997,-117.2557,0,0.293,"UTM:(11S 0476 3806 1000)",""
"UTM:(11S 0476 3808 1000)",3.4,1,145,34.4177,-117.2558,0,0.330,"UTM:(11S 0476 3808 1000)",""
"UTM:(11S 0477 3767 1000)",3.5,12,185,34.0480,-117.2438,0,0.242,"UTM:(11S 0477 3767 1000)",""
"UTM:(11S 0477 3768 1000)",2.0,1,184,34.0570,-117.2438,0,0.330,"UTM:(11S 0477 3768 1000)",""
"UTM:(11S 0477 3769 1000)",3.8,1,183,34.0660,-117.2438,0,0.330,"UTM:(11S 0477 3769 1000)",""
"UTM:(11S 0477 3770 1000)",2.7,2,182,34.0750,-117.2439,0,0.320,"UTM:(11S 0477 3770 1000)",""
"UTM:(11S 0477 3777 1000)",2.0,1,175,34.1381,-117.2440,0,0.330,"UTM:(11S 0477 3777 1000)",""
"UTM:(11S 0477 3779 1000)",2.2,2,173,34.1562,-117.2441,0,0.320,"UTM:(11S 0477 3779 1000)",""
"UTM:(11S 0477 3813 1000)",6.2,1,140,34.4628,-117.2450,0,0.330,"UTM:(11S 0477 3813 1000)",""
"UTM:(11S 0477 3814 1000)",3.1,2,139,34.4718,-117.2450,0,0.320,"UTM:(11S 0477 3814 1000)",""
"UTM:(11S 0478 3757 1000)",2.0,2,195,33.9578,-117.2327,0,0.320,"UTM:(11S 0478 3757 1000)",""
"UTM:(11S 0478 3767 1000)",2.7,2,185,34.0480,-117.2330,0,0.320,"UTM:(11S 0478 3767 1000)",""
"UTM:(11S 0478 3788 1000)",2.7,1,165,34.2373,-117.2335,0,0.330,"UTM:(11S 0478 3788 1000)",""
"UTM:(11S 0478 3813 1000)",4.6,1,140,34.4628,-117.2341,0,0.330,"UTM:(11S 0478 3813 1000)",""
"UTM:(11S 0479 3753 1000)",2.7,1,199,33.9218,-117.2218,0,0.330,"UTM:(11S 0479 3753 1000)",""
"UTM:(11S 0479 3757 1000)",2.2,1,195,33.9578,-117.2219,0,0.330,"UTM:(11S 0479 3757 1000)",""
"UTM:(11S 0479 3775 1000)",3.0,10,178,34.1201,-117.2223,0,0.255,"UTM:(11S 0479 3775 1000)",""
"UTM:(11S 0479 3787 1000)",3.8,1,166,34.2284,-117.2226,0,0.330,"UTM:(11S 0479 3787 1000)",""
"UTM:(11S 0479 3788 1000)",2.7,1,165,34.2374,-117.2226,0,0.330,"UTM:(11S 0479 3788 1000)",""
"UTM:(11S 0479 3790 1000)",2.0,1,163,34.2554,-117.2227,0,0.330,"UTM:(11S 0479 3790 1000)",""
"UTM:(11S 0479 3814 1000)",3.8,1,139,34.4719,-117.2233,0,0.330,"UTM:(11S 0479 3814 1000)",""
"UTM:(11S 0479 3815 1000)",4.1,1,138,34.4809,-117.2233,0,0.330,"UTM:(11S 0479 3815 1000)",""
"UTM:(11S 0479 3818 1000)",4.1,1,135,34.5080,-117.2234,0,0.330,"UTM:(11S 0479 3818 1000)",""
"UTM:(11S 0480 3756 1000)",2.0,1,196,33.9488,-117.2110,0,0.330,"UTM:(11S 0480 3756 1000)",""
"UTM:(11S 0480 3766 1000)",3.3,3,187,34.0390,-117.2113,0,0.311,"UTM:(11S 0480 3766 1000)",""
"UTM:(11S 0480 3767 1000)",2.7,1,186,34.0480,-117.2113,0,0.330,"UTM:(11S 0480 3767 1000)",""
"UTM:(11S 0480 3769 1000)",3.8,1,184,34.0661,-117.2113,0,0.330,"UTM:(11S 0480 3769 1000)",""
"UTM:(11S 0480 3776 1000)",2.7,3,177,34.1292,-117.2115,0,0.311,"UTM:(11S 0480 3776 1000)",""
"UTM:(11S 0480 3789 1000)",2.7,2,164,34.2464,-117.2118,0,0.320,"UTM:(11S 0480 3789 1000)",""
"UTM:(11S 0480 3791 1000)",3.1,1,162,34.2644,-117.2118,0,0.330,"UTM:(11S 0480 3791 1000)",""
"UTM:(11S 0480 3813 1000)",3.8,1,140,34.4629,-117.2123,0,0.330,"UTM:(11S 0480 3813 1000)",""
"UTM:(11S 0480 3820 1000)",3.9,6,133,34.5260,-117.2124,0,0.285,"UTM:(11S 0480 3820 1000)",""
"UTM:(11S 0480 3822 1000)",3.1,1,132,34.5440,-117.2125,0,0.330,"UTM:(11S 0480 3822 1000)",""
"UTM:(11S 0481 3767 1000)",4.1,3,186,34.0481,-117.2004,0,0.311,"UTM:(11S 0481 3767 1000)",""
"UTM:(11S 0481 3768 1000)",2.2,1,185,34.0571,-117.2005,0,0.330,"UTM:(11S 0481 3768 1000)",""
"UTM:(11S 0481 3770 1000)",3.4,2,183,34.0751,-117.2005,0,0.320,"UTM:(11S 0481 3770 1000)",""
"UTM:(11S 0481 3774 1000)",2.7,1,179,34.1111,-117.2006,0,0.330,"UTM:(11S 0481 3774 1000)",""
"UTM:(11S 0481 3791 1000)",5.4,1,162,34.2645,-117.2010,0,0.330,"UTM:(11S 0481 3791 1000)",""
"UTM:(11S 0481 3792 1000)",3.4,1,161,34.2735,-117.2010,0,0.330,"UTM:(11S 0481 3792 1000)",""
"UTM:(11S 0481 3812 1000)",2.7,1,141,34.4539,-117.2014,0,0.330,"UTM:(11S 0481 3812 1000)",""
"UTM:(11S 0481 3815 1000)",3.4,1,139,34.4809,-117.2014,0,0.330,"UTM:(11S 0481 3815 1000)",""
"UTM:(11S 0482 3767 1000)",3.1,1,186,34.0481,-117.1896,0,0.330,"UTM:(11S 0482 3767 1000)",""
"UTM:(11S 0482 3768 1000)",2.7,2,185,34.0571,-117.1896,0,0.320,"UTM:(11S 0482 3768 1000)",""
"UTM:(11S 0482 3769 1000)",4.1,2,184,34.0661,-117.1897,0,0.320,"UTM:(11S 0482 3769 1000)",""
"UTM:(11S 0482 3774 1000)",3.4,4,179,34.1112,-117.1898,0,0.302,"UTM:(11S 0482 3774 1000)",""
"UTM:(11S 0482 3775 1000)",2.7,5,178,34.1202,-117.1898,0,0.293,"UTM:(11S 0482 3775 1000)",""
"UTM:(11S 0482 3777 1000)",4.1,1,176,34.1382,-117.1898,0,0.330,"UTM:(11S 0482 3777 1000)",""
"UTM:(11S 0482 3789 1000)",3.5,14,164,34.2464,-117.1900,0,0.230,"UTM:(11S 0482 3789 1000)",""
"UTM:(11S 0482 3791 1000)",2.1,4,162,34.2645,-117.1901,0,0.302,"UTM:(11S 0482 3791 1000)",""
"UTM:(11S 0482 3792 1000)",3.4,7,161,34.2735,-117.1901,0,0.277,"UTM:(11S 0482 3792 1000)",""
"UTM:(11S 0483 3764 1000)",2.7,1,189,34.0210,-117.1787,0,0.330,"UTM:(11S 0483 3764 1000)",""
"UTM:(11S 0483 3765 1000)",2.7,1,188,34.0300,-117.1787,0,0.330,"UTM:(11S 0483 3765 1000)",""
"UTM:(11S 0483 3767 1000)",3.1,2,186,34.0481,-117.1788,0,0.320,"UTM:(11S 0483 3767 1000)",""
"UTM:(11S 0483 3768 1000)",3.2,16,185,34.0571,-117.1788,0,0.218,"UTM:(11S 0483 3768 1000)",""
"UTM:(11S 0483 3769 1000)",3.1,5,184,34.0661,-117.1788,0,0.293,"UTM:(11S 0483 3769 1000)",""
"UTM:(11S 0483 3774 1000)",3.8,1,179,34.1112,-117.1789,0,0.330,"UTM:(11S 0483 3774 1000)",""
"UTM:(11S 0483 3789 1000)",3.4,1,164,34.2465,-117.1792,0,0.330,"UTM:(11S 0483 3789 1000)",""
"UTM:(11S 0483 3790 1000)",2.7,1,163,34.2555,-117.1792,0,0.330,"UTM:(11S 0483 3790 1000)",""
"UTM:(11S 0483 3816 1000)",3.1,1,138,34.4900,-117.1797,0,0.330,"UTM:(11S 0483 3816 1000)",""
"UTM:(11S 0483 3818 1000)",5.0,1,136,34.5080,-117.1797,0,0.330,"UTM:(11S 0483 3818 1000)",""
"UTM:(11S 0484 3769 1000)",2.2,1,184,34.0661,-117.1680,0,0.330,"UTM:(11S 0484 3769 1000)",""
"UTM:(11S 0484 3770 1000)",2.7,2,183,34.0752,-117.1680,0,0.320,"UTM:(11S 0484 3770 1000)",""
"UTM:(11S 0484 3790 1000)",4.1,1,164,34.2555,-117.1684,0,0.330,"UTM:(11S 0484 3790 1000)",""
"UTM:(11S 0484 3792 1000)",3.0,2,162,34.2736,-117.1684,0,0.320,"UTM:(11S 0484 3792 1000)",""
"UTM:(11S 0485 3767 1000)",2.0,1,186,34.0481,-117.1571,0,0.330,"UTM:(11S 0485 3767 1000)",""
"UTM:(11S 0485 3768 1000)",2.2,2,185,34.0571,-117.1571,0,0.320,"UTM:(11S 0485 3768 1000)",""
"UTM:(11S 0485 3769 1000)",3.1,2,184,34.0662,-117.1571,0,0.320,"UTM:(11S 0485 3769 1000)",""
"UTM:(11S 0485 3770 1000)",3.4,1,183,34.0752,-117.1572,0,0.330,"UTM:(11S 0485 3770 1000)",""
"UTM:(11S 0485 3816 1000)",2.7,1,138,34.4900,-117.1579,0,0.330,"UTM:(11S 0485 3816 1000)",""
"UTM:(11S 0485 3817 1000)",4.1,1,137,34.4990,-117.1579,0,0.330,"UTM:(11S 0485 3817 1000)",""
"UTM:(11S 0486 3768 1000)",2.8,3,186,34.0571,-117.1463,0,0.311,"UTM:(11S 0486 3768 1000)",""
"UTM:(11S 0486 3769 1000)",4.1,2,185,34.0662,-117.1463,0,0.320,"UTM:(11S 0486 3769 1000)",""
"UTM:(11S 0487 3769 1000)",3.6,3,185,34.0662,-117.1355,0,0.311,"UTM:(11S 0487 3769 1000)",""
"UTM:(11S 0488 3764 1000)",4.6,1,190,34.0211,-117.1246,0,0.330,"UTM:(11S 0488 3764 1000)",""
"UTM:(11S 0488 3769 1000)",2.2,1,185,34.0662,-117.1246,0,0.330,"UTM:(11S 0488 3769 1000)",""
"UTM:(11S 0488 3785 1000)",3.1,1,169,34.2105,-117.1249,0,0.330,"UTM:(11S 0488 3785 1000)",""
"UTM:(11S 0489 3785 1000)",3.9,2,169,34.2105,-117.1140,0,0.320,"UTM:(11S 0489 3785 1000)",""
"UTM:(11S 0489 3861 1000)",3.4,1,97,34.8958,-117.1149,0,0.330,"UTM:(11S 0489 3861 1000)",""
"UTM:(11S 0490 3784 1000)",2.7,1,171,34.2015,-117.1031,0,0.330,"UTM:(11S 0490 3784 1000)",""
"UTM:(11S 0491 3765 1000)",4.1,1,189,34.0301,-117.0921,0,0.330,"UTM:(11S 0491 3765 1000)",""
"UTM:(11S 0491 3770 1000)",3.1,1,185,34.0752,-117.0921,0,0.330,"UTM:(11S 0491 3770 1000)",""
"UTM:(11S 0492 3856 1000)",3.1,2,102,34.8508,-117.0821,0,0.320,"UTM:(11S 0492 3856 1000)",""
"UTM:(11S 0493 3764 1000)",2.0,2,191,34.0211,-117.0704,0,0.320,"UTM:(11S 0493 3764 1000)",""
"UTM:(11S 0494 3763 1000)",2.2,1,192,34.0121,-117.0596,0,0.330,"UTM:(11S 0494 3763 1000)",""
"UTM:(11S 0494 3764 1000)",3.1,1,191,34.0211,-117.0596,0,0.330,"UTM:(11S 0494 3764 1000)",""
"UTM:(11S 0494 3765 1000)",2.4,2,190,34.0301,-117.0596,0,0.320,"UTM:(11S 0494 3765 1000)",""
"UTM:(11S 0495 3761 1000)",3.4,3,194,33.9941,-117.0487,0,0.311,"UTM:(11S 0495 3761 1000)",""
"UTM:(11S 0495 3766 1000)",2.2,2,189,34.0392,-117.0487,0,0.320,"UTM:(11S 0495 3766 1000)",""
"UTM:(11S 0496 3762 1000)",2.2,1,193,34.0031,-117.0379,0,0.330,"UTM:(11S 0496 3762 1000)",""
"UTM:(11S 0496 3765 1000)",3.3,2,190,34.0301,-117.0379,0,0.320,"UTM:(11S 0496 3765 1000)",""
"UTM:(11S 0497 3763 1000)",3.4,1,193,34.0121,-117.0271,0,0.330,"UTM:(11S 0497 3763 1000)",""
"UTM:(11S 0497 3860 1000)",6.4,1,101,34.8869,-117.0273,0,0.330,"UTM:(11S 0497 3860 1000)",""
"UTM:(11S 0497 3861 1000)",4.7,4,100,34.8959,-117.0273,0,0.302,"UTM:(11S 0497 3861 1000)",""
"UTM:(11S 0498 3762 1000)",2.7,1,194,34.0031,-117.0162,0,0.330,"UTM:(11S 0498 3762 1000)",""
"UTM:(11S 0498 3861 1000)",4.6,1,100,34.8959,-117.0164,0,0.330,"UTM:(11S 0498 3861 1000)",""
"UTM:(11S 0499 3861 1000)",2.2,1,101,34.8959,-117.0054,0,0.330,"UTM:(11S 0499 3861 1000)",""
