# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0367 3778 1000)",3.4,1,193,34.1390,-118.4370,0,0.330,"UTM:(11S 0367 3778 1000)",""
"UTM:(11S 0367 3779 1000)",3.6,11,192,34.1480,-118.4373,0,0.248,"UTM:(11S 0367 3779 1000)",""
"UTM:(11S 0367 3780 1000)",5.3,2,191,34.1570,-118.4374,0,0.320,"UTM:(11S 0367 3780 1000)",""
"UTM:(11S 0367 3782 1000)",4.1,2,190,34.1750,-118.4376,0,0.320,"UTM:(11S 0367 3782 1000)",""
"UTM:(11S 0367 3783 1000)",3.7,4,189,34.1840,-118.4378,0,0.302,"UTM:(11S 0367 3783 1000)",""
"UTM:(11S 0367 3785 1000)",3.2,3,187,34.2021,-118.4382,0,0.311,"UTM:(11S 0367 3785 1000)",""
"UTM:(11S 0367 3787 1000)",3.1,1,185,34.2202,-118.4384,0,0.330,"UTM:(11S 0367 3787 1000)",""
"UTM:(11S 0367 3790 1000)",3.4,10,183,34.2472,-118.4390,0,0.255,"UTM:(11S 0367 3790 1000)",""
"UTM:(11S 0367 3794 1000)",3.3,3,179,34.2832,-118.4395,0,0.311,"UTM:(11S 0367 3794 1000)",""
"UTM:(11S 0367 3796 1000)",3.8,1,177,34.3012,-118.4399,0,0.330,"UTM:(11S 0367 3796 1000)",""
"UTM:(11S 0367 3799 1000)",2.7,2,175,34.3284,-118.4403,0,0.320,"UTM:(11S 0367 3799 1000)",""
"UTM:(11S 0367 3809 1000)",5.6,5,166,34.4184,-118.4418,0,0.293,"UTM:(11S 0367 3809 1000)",""
"UTM:(11S 0367 3810 1000)",3.4,4,165,34.4275,-118.4420,0,0.302,"UTM:(11S 0367 3810 1000)",""
"UTM:(11S 0367 3886 1000)",3.1,1,108,35.1127,-118.4540,0,0.330,"UTM:(11S 0367 3886 1000)",""
"UTM:(11S 0367 3888 1000)",4.4,7,107,35.1307,-118.4543,0,0.277,"UTM:(11S 0367 3888 1000)",""
"UTM:(11S 0367 3889 1000)",3.1,1,107,35.1397,-118.4545,0,0.330,"UTM:(11S 0367 3889 1000)",""
"UTM:(11S 0367 3942 1000)",4.6,1,87,35.6174,-118.4631,0,0.330,"UTM:(11S 0367 3942 1000)",""
"UTM:(11S 0368 3778 1000)",3.1,3,193,34.1391,-118.4263,0,0.311,"UTM:(11S 0368 3778 1000)",""
"UTM:(11S 0368 3779 1000)",2.7,1,192,34.1482,-118.4264,0,0.330,"UTM:(11S 0368 3779 1000)",""
"UTM:(11S 0368 3780 1000)",3.1,2,191,34.1572,-118.4265,0,0.320,"UTM:(11S 0368 3780 1000)",""
"UTM:(11S 0368 3781 1000)",4.3,1,190,34.1662,-118.4266,0,0.330,"UTM:(11S 0368 3781 1000)",""
"UTM:(11S 0368 3782 1000)",3.3,3,189,34.1752,-118.4269,0,0.311,"UTM:(11S 0368 3782 1000)",""
"UTM:(11S 0368 3783 1000)",3.3,4,188,34.1842,-118.4270,0,0.302,"UTM:(11S 0368 3783 1000)",""
"UTM:(11S 0368 3784 1000)",3.5,4,187,34.1932,-118.4272,0,0.302,"UTM:(11S 0368 3784 1000)",""
"UTM:(11S 0368 3785 1000)",4.2,3,187,34.2022,-118.4273,0,0.311,"UTM:(11S 0368 3785 1000)",""
"UTM:(11S 0368 3792 1000)",2.0,3,180,34.2653,-118.4283,0,0.311,"UTM:(11S 0368 3792 1000)",""
"UTM:(11S 0368 3794 1000)",3.8,2,179,34.2833,-118.4287,0,0.320,"UTM:(11S 0368 3794 1000)",""
"UTM:(11S 0368 3795 1000)",4.6,2,178,34.2924,-118.4289,0,0.320,"UTM:(11S 0368 3795 1000)",""
"UTM:(11S 0368 3797 1000)",2.7,1,176,34.3104,-118.4291,0,0.330,"UTM:(11S 0368 3797 1000)",""
"UTM:(11S 0368 3886 1000)",5.4,1,108,35.1127,-118.4430,0,0.330,"UTM:(11S 0368 3886 1000)",""
"UTM:(11S 0368 3887 1000)",2.0,1,107,35.1217,-118.4432,0,0.330,"UTM:(11S 0368 3887 1000)",""
"UTM:(11S 0368 3938 1000)",2.7,2,87,35.5815,-118.4513,0,0.320,"UTM:(11S 0368 3938 1000)",""
"UTM:(11S 0369 3779 1000)",3.4,1,191,34.1483,-118.4155,0,0.330,"UTM:(11S 0369 3779 1000)",""
"UTM:(11S 0369 3780 1000)",3.2,3,191,34.1573,-118.4156,0,0.311,"UTM:(11S 0369 3780 1000)",""
"UTM:(11S 0369 3784 1000)",3.2,3,187,34.1933,-118.4162,0,0.311,"UTM:(11S 0369 3784 1000)",""
"UTM:(11S 0369 3785 1000)",3.4,2,186,34.2023,-118.4164,0,0.320,"UTM:(11S 0369 3785 1000)",""
"UTM:(11S 0369 3794 1000)",2.2,1,178,34.2835,-118.4178,0,0.330,"UTM:(11S 0369 3794 1000)",""
"UTM:(11S 0369 3797 1000)",3.8,1,176,34.3105,-118.4183,0,0.330,"UTM:(11S 0369 3797 1000)",""
"UTM:(11S 0369 3808 1000)",2.2,2,166,34.4097,-118.4200,0,0.320,"UTM:(11S 0369 3808 1000)",""
"UTM:(11S 0369 3887 1000)",3.1,3,106,35.1219,-118.4322,0,0.311,"UTM:(11S 0369 3887 1000)",""
"UTM:(11S 0370 3770 1000)",3.6,2,199,34.0673,-118.4033,0,0.320,"UTM:(11S 0370 3770 1000)",""
"UTM:(11S 0370 3771 1000)",3.1,2,198,34.0763,-118.4035,0,0.320,"UTM:(11S 0370 3771 1000)",""
"UTM:(11S 0370 3776 1000)",3.4,1,194,34.1213,-118.4042,0,0.330,"UTM:(11S 0370 3776 1000)",""
"UTM:(11S 0370 3779 1000)",3.5,3,191,34.1484,-118.4047,0,0.311,"UTM:(11S 0370 3779 1000)",""
"UTM:(11S 0370 3781 1000)",3.8,1,189,34.1664,-118.4050,0,0.330,"UTM:(11S 0370 3781 1000)",""
"UTM:(11S 0370 3783 1000)",3.4,1,187,34.1844,-118.4052,0,0.330,"UTM:(11S 0370 3783 1000)",""
"UTM:(11S 0370 3784 1000)",3.1,3,187,34.1934,-118.4055,0,0.311,"UTM:(11S 0370 3784 1000)",""
"UTM:(11S 0370 3790 1000)",2.7,1,181,34.2476,-118.4064,0,0.330,"UTM:(11S 0370 3790 1000)",""
"UTM:(11S 0370 3807 1000)",3.1,1,166,34.4008,-118.4089,0,0.330,"UTM:(11S 0370 3807 1000)",""
"UTM:(11S 0370 3883 1000)",3.4,3,108,35.0859,-118.4206,0,0.311,"UTM:(11S 0370 3883 1000)",""
"UTM:(11S 0371 3771 1000)",3.7,2,198,34.0764,-118.3927,0,0.320,"UTM:(11S 0371 3771 1000)",""
"UTM:(11S 0371 3772 1000)",4.3,1,197,34.0854,-118.3929,0,0.330,"UTM:(11S 0371 3772 1000)",""
"UTM:(11S 0371 3779 1000)",3.8,5,191,34.1485,-118.3938,0,0.293,"UTM:(11S 0371 3779 1000)",""
"UTM:(11S 0371 3780 1000)",3.4,4,190,34.1576,-118.3940,0,0.302,"UTM:(11S 0371 3780 1000)",""
"UTM:(11S 0371 3781 1000)",3.4,14,189,34.1666,-118.3941,0,0.230,"UTM:(11S 0371 3781 1000)",""
"UTM:(11S 0371 3784 1000)",3.1,1,186,34.1936,-118.3946,0,0.330,"UTM:(11S 0371 3784 1000)",""
"UTM:(11S 0371 3786 1000)",4.8,1,184,34.2116,-118.3948,0,0.330,"UTM:(11S 0371 3786 1000)",""
"UTM:(11S 0371 3793 1000)",3.8,1,178,34.2747,-118.3959,0,0.330,"UTM:(11S 0371 3793 1000)",""
"UTM:(11S 0371 3957 1000)",3.4,2,83,35.7532,-118.4213,0,0.320,"UTM:(11S 0371 3957 1000)",""
"UTM:(11S 0372 3769 1000)",3.5,12,199,34.0585,-118.3816,0,0.242,"UTM:(11S 0372 3769 1000)",""
"UTM:(11S 0372 3771 1000)",4.1,2,197,34.0765,-118.3819,0,0.320,"UTM:(11S 0372 3771 1000)",""
"UTM:(11S 0372 3772 1000)",4.0,9,197,34.0855,-118.3819,0,0.262,"UTM:(11S 0372 3772 1000)",""
"UTM:(11S 0372 3778 1000)",3.4,2,191,34.1396,-118.3828,0,0.320,"UTM:(11S 0372 3778 1000)",""
"UTM:(11S 0372 3779 1000)",3.1,2,190,34.1487,-118.3830,0,0.320,"UTM:(11S 0372 3779 1000)",""
"UTM:(11S 0372 3781 1000)",3.4,19,188,34.1667,-118.3834,0,0.203,"UTM:(11S 0372 3781 1000)",""
"UTM:(11S 0372 3782 1000)",2.7,1,187,34.1757,-118.3835,0,0.330,"UTM:(11S 0372 3782 1000)",""
"UTM:(11S 0372 3783 1000)",3.4,5,187,34.1847,-118.3836,0,0.293,"UTM:(11S 0372 3783 1000)",""
"UTM:(11S 0372 3784 1000)",2.0,2,186,34.1937,-118.3837,0,0.320,"UTM:(11S 0372 3784 1000)",""
"UTM:(11S 0372 3786 1000)",4.5,4,184,34.2117,-118.3841,0,0.302,"UTM:(11S 0372 3786 1000)",""
"UTM:(11S 0372 3794 1000)",3.4,1,177,34.2839,-118.3853,0,0.330,"UTM:(11S 0372 3794 1000)",""
"UTM:(11S 0373 3769 1000)",3.4,1,199,34.0586,-118.3707,0,0.330,"UTM:(11S 0373 3769 1000)",""
"UTM:(11S 0373 3771 1000)",4.1,6,197,34.0767,-118.3710,0,0.285,"UTM:(11S 0373 3771 1000)",""
"UTM:(11S 0373 3772 1000)",3.5,3,196,34.0857,-118.3712,0,0.311,"UTM:(11S 0373 3772 1000)",""
"UTM:(11S 0373 3773 1000)",3.7,11,195,34.0947,-118.3713,0,0.248,"UTM:(11S 0373 3773 1000)",""
"UTM:(11S 0373 3775 1000)",3.1,1,193,34.1127,-118.3716,0,0.330,"UTM:(11S 0373 3775 1000)",""
"UTM:(11S 0373 3778 1000)",3.8,1,191,34.1397,-118.3721,0,0.330,"UTM:(11S 0373 3778 1000)",""
"UTM:(11S 0373 3779 1000)",4.0,9,190,34.1487,-118.3722,0,0.262,"UTM:(11S 0373 3779 1000)",""
"UTM:(11S 0373 3780 1000)",3.6,3,189,34.1578,-118.3724,0,0.311,"UTM:(11S 0373 3780 1000)",""
"UTM:(11S 0373 3781 1000)",3.6,5,188,34.1668,-118.3724,0,0.293,"UTM:(11S 0373 3781 1000)",""
"UTM:(11S 0373 3782 1000)",2.9,2,187,34.1758,-118.3726,0,0.320,"UTM:(11S 0373 3782 1000)",""
"UTM:(11S 0373 3783 1000)",3.1,1,186,34.1848,-118.3727,0,0.330,"UTM:(11S 0373 3783 1000)",""
"UTM:(11S 0373 3793 1000)",3.4,1,177,34.2750,-118.3742,0,0.330,"UTM:(11S 0373 3793 1000)",""
"UTM:(11S 0373 3794 1000)",4.2,6,176,34.2840,-118.3743,0,0.285,"UTM:(11S 0373 3794 1000)",""
"UTM:(11S 0373 3812 1000)",3.4,1,161,34.4462,-118.3770,0,0.330,"UTM:(11S 0373 3812 1000)",""
"UTM:(11S 0374 3768 1000)",3.6,5,199,34.0497,-118.3597,0,0.293,"UTM:(11S 0374 3768 1000)",""
"UTM:(11S 0374 3769 1000)",3.4,6,198,34.0587,-118.3598,0,0.285,"UTM:(11S 0374 3769 1000)",""
"UTM:(11S 0374 3770 1000)",3.8,3,198,34.0678,-118.3601,0,0.311,"UTM:(11S 0374 3770 1000)",""
"UTM:(11S 0374 3771 1000)",3.7,7,197,34.0768,-118.3602,0,0.277,"UTM:(11S 0374 3771 1000)",""
"UTM:(11S 0374 3772 1000)",3.4,2,196,34.0858,-118.3604,0,0.320,"UTM:(11S 0374 3772 1000)",""
"UTM:(11S 0374 3773 1000)",3.9,8,195,34.0948,-118.3604,0,0.269,"UTM:(11S 0374 3773 1000)",""
"UTM:(11S 0374 3774 1000)",2.9,2,194,34.1038,-118.3606,0,0.320,"UTM:(11S 0374 3774 1000)",""
"UTM:(11S 0374 3778 1000)",3.1,1,190,34.1398,-118.3612,0,0.330,"UTM:(11S 0374 3778 1000)",""
"UTM:(11S 0374 3779 1000)",3.3,2,189,34.1488,-118.3613,0,0.320,"UTM:(11S 0374 3779 1000)",""
"UTM:(11S 0374 3780 1000)",3.3,3,188,34.1579,-118.3614,0,0.311,"UTM:(11S 0374 3780 1000)",""
"UTM:(11S 0375 3768 1000)",4.1,1,199,34.0498,-118.3489,0,0.330,"UTM:(11S 0375 3768 1000)",""
"UTM:(11S 0375 3769 1000)",5.0,7,198,34.0588,-118.3491,0,0.277,"UTM:(11S 0375 3769 1000)",""
"UTM:(11S 0375 3770 1000)",3.5,11,197,34.0678,-118.3492,0,0.248,"UTM:(11S 0375 3770 1000)",""
"UTM:(11S 0375 3772 1000)",3.4,1,195,34.0859,-118.3494,0,0.330,"UTM:(11S 0375 3772 1000)",""
"UTM:(11S 0375 3773 1000)",3.7,9,194,34.0949,-118.3496,0,0.262,"UTM:(11S 0375 3773 1000)",""
"UTM:(11S 0375 3774 1000)",3.5,8,193,34.1039,-118.3498,0,0.269,"UTM:(11S 0375 3774 1000)",""
"UTM:(11S 0375 3775 1000)",2.0,2,193,34.1129,-118.3500,0,0.320,"UTM:(11S 0375 3775 1000)",""
"UTM:(11S 0375 3776 1000)",3.1,1,192,34.1219,-118.3501,0,0.330,"UTM:(11S 0375 3776 1000)",""
"UTM:(11S 0375 3777 1000)",2.7,3,191,34.1309,-118.3502,0,0.311,"UTM:(11S 0375 3777 1000)",""
"UTM:(11S 0375 3778 1000)",2.7,2,190,34.1399,-118.3503,0,0.320,"UTM:(11S 0375 3778 1000)",""
"UTM:(11S 0375 3779 1000)",3.4,3,189,34.1490,-118.3504,0,0.311,"UTM:(11S 0375 3779 1000)",""
"UTM:(11S 0375 3780 1000)",3.1,2,188,34.1580,-118.3507,0,0.320,"UTM:(11S 0375 3780 1000)",""
"UTM:(11S 0375 3792 1000)",3.4,1,177,34.2662,-118.3524,0,0.330,"UTM:(11S 0375 3792 1000)",""
"UTM:(11S 0375 3793 1000)",3.1,6,176,34.2752,-118.3525,0,0.285,"UTM:(11S 0375 3793 1000)",""
"UTM:(11S 0375 3819 1000)",3.8,2,153,34.5097,-118.3562,0,0.320,"UTM:(11S 0375 3819 1000)",""
"UTM:(11S 0376 3768 1000)",3.7,3,199,34.0499,-118.3381,0,0.311,"UTM:(11S 0376 3768 1000)",""
"UTM:(11S 0376 3769 1000)",3.0,4,198,34.0589,-118.3382,0,0.302,"UTM:(11S 0376 3769 1000)",""
"UTM:(11S 0376 3771 1000)",4.0,3,196,34.0769,-118.3385,0,0.311,"UTM:(11S 0376 3771 1000)",""
"UTM:(11S 0376 3772 1000)",2.0,1,195,34.0860,-118.3387,0,0.330,"UTM:(11S 0376 3772 1000)",""
"UTM:(11S 0376 3773 1000)",2.7,1,194,34.0950,-118.3388,0,0.330,"UTM:(11S 0376 3773 1000)",""
"UTM:(11S 0376 3774 1000)",4.3,14,193,34.1041,-118.3390,0,0.230,"UTM:(11S 0376 3774 1000)",""
"UTM:(11S 0376 3775 1000)",3.4,2,192,34.1131,-118.3390,0,0.320,"UTM:(11S 0376 3775 1000)",""
"UTM:(11S 0376 3779 1000)",4.7,4,188,34.1491,-118.3397,0,0.302,"UTM:(11S 0376 3779 1000)",""
"UTM:(11S 0376 3780 1000)",3.1,5,188,34.1581,-118.3398,0,0.293,"UTM:(11S 0376 3780 1000)",""
"UTM:(11S 0376 3781 1000)",3.8,3,187,34.1671,-118.3399,0,0.311,"UTM:(11S 0376 3781 1000)",""
"UTM:(11S 0376 3784 1000)",4.3,1,184,34.1942,-118.3404,0,0.330,"UTM:(11S 0376 3784 1000)",""
"UTM:(11S 0376 3944 1000)",2.7,1,78,35.6366,-118.3640,0,0.330,"UTM:(11S 0376 3944 1000)",""
"UTM:(11S 0377 3767 1000)",2.7,2,199,34.0410,-118.3271,0,0.320,"UTM:(11S 0377 3767 1000)",""
"UTM:(11S 0377 3768 1000)",3.3,8,198,34.0500,-118.3272,0,0.269,"UTM:(11S 0377 3768 1000)",""
"UTM:(11S 0377 3771 1000)",3.1,1,195,34.0771,-118.3277,0,0.330,"UTM:(11S 0377 3771 1000)",""
"UTM:(11S 0377 3773 1000)",4.3,1,194,34.0952,-118.3279,0,0.330,"UTM:(11S 0377 3773 1000)",""
"UTM:(11S 0377 3774 1000)",4.3,5,193,34.1042,-118.3280,0,0.293,"UTM:(11S 0377 3774 1000)",""
"UTM:(11S 0377 3775 1000)",3.4,6,192,34.1132,-118.3282,0,0.285,"UTM:(11S 0377 3775 1000)",""
"UTM:(11S 0377 3780 1000)",2.7,2,187,34.1582,-118.3289,0,0.320,"UTM:(11S 0377 3780 1000)",""
"UTM:(11S 0377 3781 1000)",3.8,3,186,34.1672,-118.3290,0,0.311,"UTM:(11S 0377 3781 1000)",""
"UTM:(11S 0377 3782 1000)",3.8,3,185,34.1762,-118.3293,0,0.311,"UTM:(11S 0377 3782 1000)",""
"UTM:(11S 0378 3766 1000)",3.9,2,200,34.0322,-118.3161,0,0.320,"UTM:(11S 0378 3766 1000)",""
"UTM:(11S 0378 3770 1000)",3.4,1,196,34.0682,-118.3167,0,0.330,"UTM:(11S 0378 3770 1000)",""
"UTM:(11S 0378 3771 1000)",3.7,7,195,34.0772,-118.3168,0,0.277,"UTM:(11S 0378 3771 1000)",""
"UTM:(11S 0378 3772 1000)",2.9,2,194,34.0862,-118.3169,0,0.320,"UTM:(11S 0378 3772 1000)",""
"UTM:(11S 0378 3773 1000)",3.4,1,193,34.0953,-118.3171,0,0.330,"UTM:(11S 0378 3773 1000)",""
"UTM:(11S 0378 3774 1000)",4.2,4,192,34.1043,-118.3173,0,0.302,"UTM:(11S 0378 3774 1000)",""
"UTM:(11S 0378 3775 1000)",4.3,1,191,34.1133,-118.3174,0,0.330,"UTM:(11S 0378 3775 1000)",""
"UTM:(11S 0378 3780 1000)",3.6,4,187,34.1583,-118.3180,0,0.302,"UTM:(11S 0378 3780 1000)",""
"UTM:(11S 0378 3781 1000)",4.2,9,186,34.1673,-118.3183,0,0.262,"UTM:(11S 0378 3781 1000)",""
"UTM:(11S 0378 3782 1000)",3.2,4,185,34.1764,-118.3184,0,0.302,"UTM:(11S 0378 3782 1000)",""
"UTM:(11S 0378 3784 1000)",3.2,4,183,34.1945,-118.3186,0,0.302,"UTM:(11S 0378 3784 1000)",""
"UTM:(11S 0378 3791 1000)",2.7,2,177,34.2575,-118.3196,0,0.320,"UTM:(11S 0378 3791 1000)",""
"UTM:(11S 0378 3792 1000)",3.3,2,176,34.2665,-118.3197,0,0.320,"UTM:(11S 0378 3792 1000)",""
"UTM:(11S 0378 3893 1000)",3.1,1,95,35.1771,-118.3343,0,0.330,"UTM:(11S 0378 3893 1000)",""
"UTM:(11S 0379 3766 1000)",2.5,2,199,34.0323,-118.3053,0,0.320,"UTM:(11S 0379 3766 1000)",""
"UTM:(11S 0379 3769 1000)",4.3,5,196,34.0593,-118.3057,0,0.293,"UTM:(11S 0379 3769 1000)",""
"UTM:(11S 0379 3772 1000)",3.0,3,194,34.0863,-118.3062,0,0.311,"UTM:(11S 0379 3772 1000)",""
"UTM:(11S 0379 3773 1000)",4.3,7,193,34.0953,-118.3063,0,0.277,"UTM:(11S 0379 3773 1000)",""
"UTM:(11S 0379 3774 1000)",4.5,2,192,34.1043,-118.3065,0,0.320,"UTM:(11S 0379 3774 1000)",""
"UTM:(11S 0379 3780 1000)",3.1,1,186,34.1585,-118.3073,0,0.330,"UTM:(11S 0379 3780 1000)",""
"UTM:(11S 0379 3781 1000)",3.4,2,185,34.1675,-118.3074,0,0.320,"UTM:(11S 0379 3781 1000)",""
"UTM:(11S 0379 3782 1000)",3.7,4,185,34.1765,-118.3075,0,0.302,"UTM:(11S 0379 3782 1000)",""
"UTM:(11S 0379 3783 1000)",3.8,19,184,34.1855,-118.3076,0,0.203,"UTM:(11S 0379 3783 1000)",""
"UTM:(11S 0379 3784 1000)",3.1,4,183,34.1945,-118.3078,0,0.302,"UTM:(11S 0379 3784 1000)",""
"UTM:(11S 0379 3792 1000)",2.7,2,175,34.2666,-118.3090,0,0.320,"UTM:(11S 0379 3792 1000)",""
"UTM:(11S 0380 3769 1000)",3.4,7,196,34.0594,-118.2948,0,0.277,"UTM:(11S 0380 3769 1000)",""
"UTM:(11S 0380 3771 1000)",4.0,8,194,34.0774,-118.2952,0,0.269,"UTM:(11S 0380 3771 1000)",""
"UTM:(11S 0380 3772 1000)",3.4,1,193,34.0864,-118.2953,0,0.330,"UTM:(11S 0380 3772 1000)",""
"UTM:(11S 0380 3773 1000)",3.3,3,192,34.0954,-118.2954,0,0.311,"UTM:(11S 0380 3773 1000)",""
"UTM:(11S 0380 3774 1000)",3.4,9,191,34.1045,-118.2955,0,0.262,"UTM:(11S 0380 3774 1000)",""
"UTM:(11S 0380 3775 1000)",3.1,1,191,34.1135,-118.2957,0,0.330,"UTM:(11S 0380 3775 1000)",""
"UTM:(11S 0380 3782 1000)",4.8,3,184,34.1766,-118.2966,0,0.311,"UTM:(11S 0380 3782 1000)",""
"UTM:(11S 0380 3783 1000)",3.1,1,183,34.1856,-118.2969,0,0.330,"UTM:(11S 0380 3783 1000)",""
"UTM:(11S 0380 3791 1000)",3.4,1,176,34.2578,-118.2979,0,0.330,"UTM:(11S 0380 3791 1000)",""
"UTM:(11S 0381 3765 1000)",2.5,2,199,34.0234,-118.2835,0,0.320,"UTM:(11S 0381 3765 1000)",""
"UTM:(11S 0381 3766 1000)",3.4,2,199,34.0324,-118.2836,0,0.320,"UTM:(11S 0381 3766 1000)",""
"UTM:(11S 0381 3768 1000)",3.4,1,197,34.0505,-118.2840,0,0.330,"UTM:(11S 0381 3768 1000)",""
"UTM:(11S 0381 3769 1000)",2.7,2,196,34.0596,-118.2841,0,0.320,"UTM:(11S 0381 3769 1000)",""
"UTM:(11S 0381 3770 1000)",3.4,5,195,34.0686,-118.2842,0,0.293,"UTM:(11S 0381 3770 1000)",""
"UTM:(11S 0381 3771 1000)",3.6,3,194,34.0776,-118.2843,0,0.311,"UTM:(11S 0381 3771 1000)",""
"UTM:(11S 0381 3772 1000)",3.1,3,193,34.0866,-118.2844,0,0.311,"UTM:(11S 0381 3772 1000)",""
"UTM:(11S 0381 3773 1000)",3.1,1,192,34.0956,-118.2845,0,0.330,"UTM:(11S 0381 3773 1000)",""
"UTM:(11S 0381 3774 1000)",3.6,3,191,34.1046,-118.2848,0,0.311,"UTM:(11S 0381 3774 1000)",""
"UTM:(11S 0381 3775 1000)",2.7,1,190,34.1136,-118.2849,0,0.330,"UTM:(11S 0381 3775 1000)",""
"UTM:(11S 0381 3776 1000)",3.4,1,189,34.1227,-118.2850,0,0.330,"UTM:(11S 0381 3776 1000)",""
"UTM:(11S 0381 3781 1000)",4.1,2,185,34.1677,-118.2857,0,0.320,"UTM:(11S 0381 3781 1000)",""
"UTM:(11S 0381 3783 1000)",3.2,3,183,34.1857,-118.2860,0,0.311,"UTM:(11S 0381 3783 1000)",""
"UTM:(11S 0381 3790 1000)",3.1,3,176,34.2489,-118.2869,0,0.311,"UTM:(11S 0381 3790 1000)",""
"UTM:(11S 0381 3792 1000)",2.2,1,175,34.2669,-118.2872,0,0.330,"UTM:(11S 0381 3792 1000)",""
"UTM:(11S 0382 3767 1000)",3.1,4,197,34.0416,-118.2730,0,0.302,"UTM:(11S 0382 3767 1000)",""
"UTM:(11S 0382 3768 1000)",4.1,2,196,34.0507,-118.2731,0,0.320,"UTM:(11S 0382 3768 1000)",""
"UTM:(11S 0382 3771 1000)",3.6,7,194,34.0776,-118.2734,0,0.277,"UTM:(11S 0382 3771 1000)",""
"UTM:(11S 0382 3772 1000)",3.9,2,193,34.0867,-118.2737,0,0.320,"UTM:(11S 0382 3772 1000)",""
"UTM:(11S 0382 3773 1000)",3.1,1,192,34.0957,-118.2738,0,0.330,"UTM:(11S 0382 3773 1000)",""
"UTM:(11S 0382 3774 1000)",3.3,3,191,34.1047,-118.2739,0,0.311,"UTM:(11S 0382 3774 1000)",""
"UTM:(11S 0382 3776 1000)",4.1,1,189,34.1227,-118.2741,0,0.330,"UTM:(11S 0382 3776 1000)",""
"UTM:(11S 0382 3780 1000)",2.6,1,185,34.1589,-118.2747,0,0.330,"UTM:(11S 0382 3780 1000)",""
"UTM:(11S 0382 3781 1000)",3.2,3,184,34.1679,-118.2748,0,0.311,"UTM:(11S 0382 3781 1000)",""
"UTM:(11S 0383 3766 1000)",2.7,2,198,34.0327,-118.2620,0,0.320,"UTM:(11S 0383 3766 1000)",""
"UTM:(11S 0383 3767 1000)",3.7,11,197,34.0418,-118.2621,0,0.248,"UTM:(11S 0383 3767 1000)",""
"UTM:(11S 0383 3768 1000)",4.4,6,196,34.0508,-118.2622,0,0.285,"UTM:(11S 0383 3768 1000)",""
"UTM:(11S 0383 3769 1000)",2.7,3,195,34.0598,-118.2623,0,0.311,"UTM:(11S 0383 3769 1000)",""
"UTM:(11S 0383 3771 1000)",4.9,1,193,34.0777,-118.2627,0,0.330,"UTM:(11S 0383 3771 1000)",""
"UTM:(11S 0383 3773 1000)",3.2,6,191,34.0958,-118.2629,0,0.285,"UTM:(11S 0383 3773 1000)",""
"UTM:(11S 0383 3774 1000)",2.2,1,190,34.1048,-118.2630,0,0.330,"UTM:(11S 0383 3774 1000)",""
"UTM:(11S 0383 3775 1000)",2.2,1,189,34.1138,-118.2631,0,0.330,"UTM:(11S 0383 3775 1000)",""
"UTM:(11S 0383 3776 1000)",3.4,3,189,34.1228,-118.2634,0,0.311,"UTM:(11S 0383 3776 1000)",""
"UTM:(11S 0383 3777 1000)",3.1,2,188,34.1319,-118.2635,0,0.320,"UTM:(11S 0383 3777 1000)",""
"UTM:(11S 0383 3778 1000)",3.2,5,187,34.1409,-118.2636,0,0.293,"UTM:(11S 0383 3778 1000)",""
"UTM:(11S 0383 3779 1000)",2.7,3,186,34.1500,-118.2637,0,0.311,"UTM:(11S 0383 3779 1000)",""
"UTM:(11S 0383 3781 1000)",4.1,1,184,34.1680,-118.2639,0,0.330,"UTM:(11S 0383 3781 1000)",""
"UTM:(11S 0383 3788 1000)",2.7,1,177,34.2310,-118.2649,0,0.330,"UTM:(11S 0383 3788 1000)",""
"UTM:(11S 0384 3767 1000)",4.3,8,196,34.0418,-118.2512,0,0.269,"UTM:(11S 0384 3767 1000)",""
"UTM:(11S 0384 3768 1000)",3.8,18,196,34.0508,-118.2515,0,0.208,"UTM:(11S 0384 3768 1000)",""
"UTM:(11S 0384 3769 1000)",2.7,8,195,34.0598,-118.2516,0,0.269,"UTM:(11S 0384 3769 1000)",""
"UTM:(11S 0384 3770 1000)",4.4,3,194,34.0688,-118.2517,0,0.311,"UTM:(11S 0384 3770 1000)",""
"UTM:(11S 0384 3771 1000)",3.2,5,193,34.0779,-118.2518,0,0.293,"UTM:(11S 0384 3771 1000)",""
"UTM:(11S 0384 3772 1000)",2.9,4,192,34.0869,-118.2519,0,0.302,"UTM:(11S 0384 3772 1000)",""
"UTM:(11S 0384 3773 1000)",3.4,2,191,34.0960,-118.2520,0,0.320,"UTM:(11S 0384 3773 1000)",""
"UTM:(11S 0384 3775 1000)",3.4,2,189,34.1140,-118.2524,0,0.320,"UTM:(11S 0384 3775 1000)",""
"UTM:(11S 0384 3778 1000)",4.0,4,186,34.1410,-118.2527,0,0.302,"UTM:(11S 0384 3778 1000)",""
"UTM:(11S 0384 3779 1000)",3.3,21,185,34.1501,-118.2528,0,0.194,"UTM:(11S 0384 3779 1000)",""
"UTM:(11S 0384 3780 1000)",3.8,6,184,34.1591,-118.2531,0,0.285,"UTM:(11S 0384 3780 1000)",""
"UTM:(11S 0384 3789 1000)",3.1,1,176,34.2402,-118.2542,0,0.330,"UTM:(11S 0384 3789 1000)",""
