# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 0403 3753 1000)",2.7,1,316,33.9175,-118.0439,0,"UTM:(11S 0403 3753 1000)",""
"UTM:(11S 0403 3760 1000)",4.1,1,320,33.9806,-118.0447,0,"UTM:(11S 0403 3760 1000)",""
"UTM:(11S 0403 3764 1000)",4.1,1,323,34.0167,-118.0452,0,"UTM:(11S 0403 3764 1000)",""
"UTM:(11S 0403 3767 1000)",2.7,1,324,34.0438,-118.0454,0,"UTM:(11S 0403 3767 1000)",""
"UTM:(11S 0403 3780 1000)",3.8,3,332,34.1609,-118.0470,0,"UTM:(11S 0403 3780 1000)",""
"UTM:(11S 0403 3781 1000)",2.0,1,333,34.1700,-118.0471,0,"UTM:(11S 0403 3781 1000)",""
"UTM:(11S 0404 3732 1000)",4.3,1,304,33.7283,-118.0308,0,"UTM:(11S 0404 3732 1000)",""
"UTM:(11S 0404 3736 1000)",4.3,1,306,33.7643,-118.0312,0,"UTM:(11S 0404 3736 1000)",""
"UTM:(11S 0404 3738 1000)",5.0,1,307,33.7824,-118.0315,0,"UTM:(11S 0404 3738 1000)",""
"UTM:(11S 0404 3744 1000)",5.3,1,310,33.8364,-118.0322,0,"UTM:(11S 0404 3744 1000)",""
"UTM:(11S 0404 3745 1000)",3.4,1,311,33.8454,-118.0323,0,"UTM:(11S 0404 3745 1000)",""
"UTM:(11S 0404 3750 1000)",4.1,2,313,33.8906,-118.0327,0,"UTM:(11S 0404 3750 1000)",""
"UTM:(11S 0404 3761 1000)",2.0,1,320,33.9898,-118.0340,0,"UTM:(11S 0404 3761 1000)",""
"UTM:(11S 0404 3763 1000)",2.7,1,321,34.0078,-118.0342,0,"UTM:(11S 0404 3763 1000)",""
"UTM:(11S 0404 3768 1000)",2.2,1,324,34.0528,-118.0348,0,"UTM:(11S 0404 3768 1000)",""
"UTM:(11S 0404 3772 1000)",4.6,1,327,34.0889,-118.0352,0,"UTM:(11S 0404 3772 1000)",""
"UTM:(11S 0404 3773 1000)",2.2,1,327,34.0979,-118.0353,0,"UTM:(11S 0404 3773 1000)",""
"UTM:(11S 0404 3774 1000)",2.7,1,328,34.1069,-118.0354,0,"UTM:(11S 0404 3774 1000)",""
"UTM:(11S 0405 3727 1000)",4.1,2,300,33.6833,-118.0196,0,"UTM:(11S 0405 3727 1000)",""
"UTM:(11S 0405 3730 1000)",3.4,1,302,33.7103,-118.0198,0,"UTM:(11S 0405 3730 1000)",""
"UTM:(11S 0405 3738 1000)",5.0,1,306,33.7824,-118.0206,0,"UTM:(11S 0405 3738 1000)",""
"UTM:(11S 0405 3739 1000)",4.2,2,306,33.7914,-118.0207,0,"UTM:(11S 0405 3739 1000)",""
"UTM:(11S 0405 3773 1000)",4.7,2,326,34.0981,-118.0245,0,"UTM:(11S 0405 3773 1000)",""
"UTM:(11S 0405 3775 1000)",2.7,1,328,34.1161,-118.0247,0,"UTM:(11S 0405 3775 1000)",""
"UTM:(11S 0405 3777 1000)",4.1,1,329,34.1342,-118.0249,0,"UTM:(11S 0405 3777 1000)",""
"UTM:(11S 0405 3778 1000)",2.6,4,330,34.1431,-118.0250,0,"UTM:(11S 0405 3778 1000)",""
"UTM:(11S 0406 3725 1000)",3.4,3,298,33.6653,-118.0086,0,"UTM:(11S 0406 3725 1000)",""
"UTM:(11S 0406 3726 1000)",4.1,2,299,33.6743,-118.0086,0,"UTM:(11S 0406 3726 1000)",""
"UTM:(11S 0406 3741 1000)",2.2,1,307,33.8096,-118.0103,0,"UTM:(11S 0406 3741 1000)",""
"UTM:(11S 0406 3742 1000)",5.3,1,307,33.8186,-118.0103,0,"UTM:(11S 0406 3742 1000)",""
"UTM:(11S 0406 3743 1000)",3.4,1,308,33.8276,-118.0104,0,"UTM:(11S 0406 3743 1000)",""
"UTM:(11S 0406 3744 1000)",3.1,1,308,33.8366,-118.0105,0,"UTM:(11S 0406 3744 1000)",""
"UTM:(11S 0406 3750 1000)",4.6,2,312,33.8907,-118.0111,0,"UTM:(11S 0406 3750 1000)",""
"UTM:(11S 0406 3752 1000)",3.2,3,313,33.9087,-118.0113,0,"UTM:(11S 0406 3752 1000)",""
"UTM:(11S 0406 3757 1000)",2.7,1,316,33.9539,-118.0120,0,"UTM:(11S 0406 3757 1000)",""
"UTM:(11S 0406 3775 1000)",2.7,1,327,34.1162,-118.0138,0,"UTM:(11S 0406 3775 1000)",""
"UTM:(11S 0406 3776 1000)",2.2,2,328,34.1252,-118.0139,0,"UTM:(11S 0406 3776 1000)",""
"UTM:(11S 0407 3724 1000)",4.1,1,297,33.6564,-117.9976,0,"UTM:(11S 0407 3724 1000)",""
"UTM:(11S 0407 3725 1000)",3.4,1,297,33.6654,-117.9977,0,"UTM:(11S 0407 3725 1000)",""
"UTM:(11S 0407 3726 1000)",3.4,1,298,33.6744,-117.9978,0,"UTM:(11S 0407 3726 1000)",""
"UTM:(11S 0407 3727 1000)",2.7,1,298,33.6835,-117.9980,0,"UTM:(11S 0407 3727 1000)",""
"UTM:(11S 0407 3728 1000)",5.0,1,299,33.6925,-117.9981,0,"UTM:(11S 0407 3728 1000)",""
"UTM:(11S 0407 3731 1000)",5.3,1,300,33.7194,-117.9983,0,"UTM:(11S 0407 3731 1000)",""
"UTM:(11S 0407 3732 1000)",3.8,2,301,33.7284,-117.9984,0,"UTM:(11S 0407 3732 1000)",""
"UTM:(11S 0407 3735 1000)",4.1,1,303,33.7555,-117.9988,0,"UTM:(11S 0407 3735 1000)",""
"UTM:(11S 0407 3740 1000)",4.8,1,305,33.8007,-117.9993,0,"UTM:(11S 0407 3740 1000)",""
"UTM:(11S 0407 3741 1000)",4.3,1,306,33.8097,-117.9994,0,"UTM:(11S 0407 3741 1000)",""
"UTM:(11S 0407 3745 1000)",3.8,2,308,33.8457,-117.9999,0,"UTM:(11S 0407 3745 1000)",""
"UTM:(11S 0407 3746 1000)",4.1,1,309,33.8547,-118.0000,0,"UTM:(11S 0407 3746 1000)",""
"UTM:(11S 0407 3748 1000)",4.2,3,310,33.8727,-118.0001,0,"UTM:(11S 0407 3748 1000)",""
"UTM:(11S 0407 3749 1000)",2.0,1,310,33.8817,-118.0002,0,"UTM:(11S 0407 3749 1000)",""
"UTM:(11S 0407 3766 1000)",3.4,1,321,34.0350,-118.0020,0,"UTM:(11S 0407 3766 1000)",""
"UTM:(11S 0407 3769 1000)",2.0,1,322,34.0622,-118.0024,0,"UTM:(11S 0407 3769 1000)",""
"UTM:(11S 0407 3775 1000)",2.7,1,326,34.1163,-118.0030,0,"UTM:(11S 0407 3775 1000)",""
"UTM:(11S 0407 3777 1000)",3.4,1,327,34.1343,-118.0032,0,"UTM:(11S 0407 3777 1000)",""
"UTM:(11S 0408 3724 1000)",3.1,1,296,33.6564,-117.9869,0,"UTM:(11S 0408 3724 1000)",""
"UTM:(11S 0408 3726 1000)",3.5,4,297,33.6745,-117.9871,0,"UTM:(11S 0408 3726 1000)",""
"UTM:(11S 0408 3728 1000)",4.1,1,298,33.6925,-117.9872,0,"UTM:(11S 0408 3728 1000)",""
"UTM:(11S 0408 3729 1000)",2.2,1,299,33.7015,-117.9873,0,"UTM:(11S 0408 3729 1000)",""
"UTM:(11S 0408 3730 1000)",6.0,1,299,33.7105,-117.9874,0,"UTM:(11S 0408 3730 1000)",""
"UTM:(11S 0408 3731 1000)",3.6,6,300,33.7195,-117.9875,0,"UTM:(11S 0408 3731 1000)",""
"UTM:(11S 0408 3733 1000)",4.3,1,301,33.7375,-117.9878,0,"UTM:(11S 0408 3733 1000)",""
"UTM:(11S 0408 3742 1000)",1.0,1,306,33.8188,-117.9888,0,"UTM:(11S 0408 3742 1000)",""
"UTM:(11S 0408 3820 1000)",2.0,1,355,34.5221,-117.9969,0,"UTM:(11S 0408 3820 1000)",""
"UTM:(11S 0408 3887 1000)",4.8,1,405,35.1262,-118.0042,0,"UTM:(11S 0408 3887 1000)",""
"UTM:(11S 0409 3727 1000)",4.3,1,297,33.6835,-117.9763,0,"UTM:(11S 0409 3727 1000)",""
"UTM:(11S 0409 3728 1000)",3.8,1,297,33.6925,-117.9764,0,"UTM:(11S 0409 3728 1000)",""
"UTM:(11S 0409 3729 1000)",3.8,1,298,33.7017,-117.9766,0,"UTM:(11S 0409 3729 1000)",""
"UTM:(11S 0409 3731 1000)",2.1,2,299,33.7197,-117.9768,0,"UTM:(11S 0409 3731 1000)",""
"UTM:(11S 0409 3732 1000)",3.8,1,299,33.7287,-117.9769,0,"UTM:(11S 0409 3732 1000)",""
"UTM:(11S 0409 3737 1000)",4.3,1,302,33.7737,-117.9774,0,"UTM:(11S 0409 3737 1000)",""
"UTM:(11S 0409 3743 1000)",3.4,1,305,33.8278,-117.9780,0,"UTM:(11S 0409 3743 1000)",""
"UTM:(11S 0409 3745 1000)",5.0,1,307,33.8458,-117.9783,0,"UTM:(11S 0409 3745 1000)",""
"UTM:(11S 0409 3747 1000)",4.3,1,308,33.8640,-117.9785,0,"UTM:(11S 0409 3747 1000)",""
"UTM:(11S 0409 3756 1000)",3.4,1,313,33.9450,-117.9794,0,"UTM:(11S 0409 3756 1000)",""
"UTM:(11S 0409 3758 1000)",5.0,1,314,33.9631,-117.9795,0,"UTM:(11S 0409 3758 1000)",""
"UTM:(11S 0409 3765 1000)",4.1,1,318,34.0263,-117.9803,0,"UTM:(11S 0409 3765 1000)",""
"UTM:(11S 0409 3771 1000)",4.9,4,322,34.0803,-117.9809,0,"UTM:(11S 0409 3771 1000)",""
"UTM:(11S 0409 3778 1000)",2.2,1,326,34.1435,-117.9817,0,"UTM:(11S 0409 3778 1000)",""
"UTM:(11S 0410 3724 1000)",4.1,2,294,33.6566,-117.9652,0,"UTM:(11S 0410 3724 1000)",""
"UTM:(11S 0410 3729 1000)",6.3,1,297,33.7017,-117.9658,0,"UTM:(11S 0410 3729 1000)",""
"UTM:(11S 0410 3730 1000)",3.3,2,297,33.7108,-117.9658,0,"UTM:(11S 0410 3730 1000)",""
"UTM:(11S 0410 3746 1000)",3.8,2,306,33.8550,-117.9675,0,"UTM:(11S 0410 3746 1000)",""
"UTM:(11S 0410 3748 1000)",2.7,1,307,33.8730,-117.9677,0,"UTM:(11S 0410 3748 1000)",""
"UTM:(11S 0410 3753 1000)",4.3,1,310,33.9181,-117.9683,0,"UTM:(11S 0410 3753 1000)",""
"UTM:(11S 0410 3765 1000)",4.3,1,318,34.0264,-117.9694,0,"UTM:(11S 0410 3765 1000)",""
"UTM:(11S 0411 3721 1000)",2.0,1,292,33.6296,-117.9542,0,"UTM:(11S 0411 3721 1000)",""
"UTM:(11S 0411 3724 1000)",4.1,1,293,33.6566,-117.9545,0,"UTM:(11S 0411 3724 1000)",""
"UTM:(11S 0411 3726 1000)",5.0,1,294,33.6748,-117.9546,0,"UTM:(11S 0411 3726 1000)",""
"UTM:(11S 0411 3727 1000)",4.3,1,295,33.6838,-117.9547,0,"UTM:(11S 0411 3727 1000)",""
"UTM:(11S 0411 3730 1000)",5.4,2,297,33.7108,-117.9550,0,"UTM:(11S 0411 3730 1000)",""
"UTM:(11S 0411 3731 1000)",2.0,1,297,33.7199,-117.9552,0,"UTM:(11S 0411 3731 1000)",""
"UTM:(11S 0411 3734 1000)",3.1,1,299,33.7468,-117.9555,0,"UTM:(11S 0411 3734 1000)",""
"UTM:(11S 0411 3735 1000)",5.0,1,299,33.7558,-117.9555,0,"UTM:(11S 0411 3735 1000)",""
"UTM:(11S 0411 3737 1000)",3.8,1,300,33.7739,-117.9557,0,"UTM:(11S 0411 3737 1000)",""
"UTM:(11S 0411 3741 1000)",3.1,1,303,33.8100,-117.9562,0,"UTM:(11S 0411 3741 1000)",""
"UTM:(11S 0411 3744 1000)",3.4,1,304,33.8371,-117.9564,0,"UTM:(11S 0411 3744 1000)",""
"UTM:(11S 0411 3748 1000)",3.3,3,307,33.8731,-117.9569,0,"UTM:(11S 0411 3748 1000)",""
"UTM:(11S 0411 3750 1000)",2.7,2,308,33.8911,-117.9571,0,"UTM:(11S 0411 3750 1000)",""
"UTM:(11S 0411 3754 1000)",3.1,1,310,33.9273,-117.9575,0,"UTM:(11S 0411 3754 1000)",""
"UTM:(11S 0411 3755 1000)",4.3,3,311,33.9363,-117.9576,0,"UTM:(11S 0411 3755 1000)",""
"UTM:(11S 0411 3756 1000)",2.2,2,311,33.9453,-117.9577,0,"UTM:(11S 0411 3756 1000)",""
"UTM:(11S 0411 3761 1000)",2.7,1,314,33.9903,-117.9582,0,"UTM:(11S 0411 3761 1000)",""
"UTM:(11S 0411 3764 1000)",3.8,1,316,34.0174,-117.9585,0,"UTM:(11S 0411 3764 1000)",""
"UTM:(11S 0411 3770 1000)",3.4,1,320,34.0716,-117.9591,0,"UTM:(11S 0411 3770 1000)",""
"UTM:(11S 0411 3886 1000)",1.0,1,403,35.1175,-117.9712,0,"UTM:(11S 0411 3886 1000)",""
"UTM:(11S 0412 3722 1000)",3.1,1,291,33.6388,-117.9435,0,"UTM:(11S 0412 3722 1000)",""
"UTM:(11S 0412 3723 1000)",2.7,1,292,33.6478,-117.9436,0,"UTM:(11S 0412 3723 1000)",""
"UTM:(11S 0412 3724 1000)",3.9,2,292,33.6568,-117.9437,0,"UTM:(11S 0412 3724 1000)",""
"UTM:(11S 0412 3728 1000)",4.3,1,295,33.6928,-117.9441,0,"UTM:(11S 0412 3728 1000)",""
"UTM:(11S 0412 3729 1000)",2.0,3,295,33.7019,-117.9442,0,"UTM:(11S 0412 3729 1000)",""
"UTM:(11S 0412 3730 1000)",3.4,1,296,33.7109,-117.9443,0,"UTM:(11S 0412 3730 1000)",""
"UTM:(11S 0412 3733 1000)",3.3,5,297,33.7379,-117.9445,0,"UTM:(11S 0412 3733 1000)",""
"UTM:(11S 0412 3735 1000)",3.4,1,298,33.7559,-117.9447,0,"UTM:(11S 0412 3735 1000)",""
"UTM:(11S 0412 3738 1000)",4.3,1,300,33.7831,-117.9451,0,"UTM:(11S 0412 3738 1000)",""
"UTM:(11S 0412 3745 1000)",4.3,1,304,33.8462,-117.9458,0,"UTM:(11S 0412 3745 1000)",""
"UTM:(11S 0412 3755 1000)",3.4,1,310,33.9364,-117.9468,0,"UTM:(11S 0412 3755 1000)",""
"UTM:(11S 0412 3764 1000)",2.7,2,315,34.0174,-117.9477,0,"UTM:(11S 0412 3764 1000)",""
"UTM:(11S 0412 3768 1000)",4.3,1,318,34.0536,-117.9481,0,"UTM:(11S 0412 3768 1000)",""
"UTM:(11S 0412 3772 1000)",3.8,2,320,34.0896,-117.9485,0,"UTM:(11S 0412 3772 1000)",""
"UTM:(11S 0412 3778 1000)",2.2,1,324,34.1437,-117.9491,0,"UTM:(11S 0412 3778 1000)",""
"UTM:(11S 0413 3719 1000)",3.2,2,289,33.6118,-117.9324,0,"UTM:(11S 0413 3719 1000)",""
"UTM:(11S 0413 3723 1000)",3.9,3,291,33.6478,-117.9329,0,"UTM:(11S 0413 3723 1000)",""
"UTM:(11S 0413 3732 1000)",2.7,2,296,33.7289,-117.9338,0,"UTM:(11S 0413 3732 1000)",""
"UTM:(11S 0413 3733 1000)",3.4,2,296,33.7381,-117.9339,0,"UTM:(11S 0413 3733 1000)",""
"UTM:(11S 0413 3737 1000)",3.1,1,299,33.7741,-117.9341,0,"UTM:(11S 0413 3737 1000)",""
"UTM:(11S 0413 3740 1000)",3.4,1,300,33.8011,-117.9344,0,"UTM:(11S 0413 3740 1000)",""
"UTM:(11S 0413 3742 1000)",3.4,3,302,33.8192,-117.9347,0,"UTM:(11S 0413 3742 1000)",""
"UTM:(11S 0413 3745 1000)",3.8,1,303,33.8462,-117.9349,0,"UTM:(11S 0413 3745 1000)",""
"UTM:(11S 0413 3746 1000)",2.7,1,304,33.8552,-117.9350,0,"UTM:(11S 0413 3746 1000)",""
"UTM:(11S 0413 3752 1000)",3.1,1,307,33.9094,-117.9357,0,"UTM:(11S 0413 3752 1000)",""
"UTM:(11S 0413 3761 1000)",2.2,1,313,33.9905,-117.9366,0,"UTM:(11S 0413 3761 1000)",""
"UTM:(11S 0413 3772 1000)",3.1,1,320,34.0897,-117.9376,0,"UTM:(11S 0413 3772 1000)",""
"UTM:(11S 0413 3824 1000)",2.7,1,355,34.5587,-117.9429,0,"UTM:(11S 0413 3824 1000)",""
"UTM:(11S 0414 3719 1000)",3.4,2,288,33.6119,-117.9216,0,"UTM:(11S 0414 3719 1000)",""
"UTM:(11S 0414 3721 1000)",4.2,2,289,33.6299,-117.9219,0,"UTM:(11S 0414 3721 1000)",""
"UTM:(11S 0414 3722 1000)",4.1,1,290,33.6389,-117.9220,0,"UTM:(11S 0414 3722 1000)",""
"UTM:(11S 0414 3723 1000)",3.2,4,290,33.6480,-117.9221,0,"UTM:(11S 0414 3723 1000)",""
"UTM:(11S 0414 3724 1000)",3.7,4,291,33.6569,-117.9221,0,"UTM:(11S 0414 3724 1000)",""
"UTM:(11S 0414 3726 1000)",3.1,1,292,33.6749,-117.9223,0,"UTM:(11S 0414 3726 1000)",""
"UTM:(11S 0414 3732 1000)",2.5,1,295,33.7291,-117.9229,0,"UTM:(11S 0414 3732 1000)",""
"UTM:(11S 0414 3734 1000)",4.6,3,296,33.7472,-117.9231,0,"UTM:(11S 0414 3734 1000)",""
"UTM:(11S 0414 3737 1000)",4.3,1,298,33.7741,-117.9233,0,"UTM:(11S 0414 3737 1000)",""
"UTM:(11S 0414 3738 1000)",3.1,1,298,33.7831,-117.9235,0,"UTM:(11S 0414 3738 1000)",""
"UTM:(11S 0414 3739 1000)",4.3,2,299,33.7922,-117.9236,0,"UTM:(11S 0414 3739 1000)",""
"UTM:(11S 0414 3740 1000)",3.2,3,300,33.8012,-117.9237,0,"UTM:(11S 0414 3740 1000)",""
"UTM:(11S 0414 3741 1000)",4.2,14,300,33.8102,-117.9238,0,"UTM:(11S 0414 3741 1000)",""
"UTM:(11S 0414 3743 1000)",3.4,1,301,33.8282,-117.9239,0,"UTM:(11S 0414 3743 1000)",""
"UTM:(11S 0414 3746 1000)",3.1,1,303,33.8554,-117.9243,0,"UTM:(11S 0414 3746 1000)",""
"UTM:(11S 0414 3748 1000)",4.1,3,304,33.8734,-117.9245,0,"UTM:(11S 0414 3748 1000)",""
"UTM:(11S 0414 3749 1000)",3.4,1,305,33.8824,-117.9246,0,"UTM:(11S 0414 3749 1000)",""
"UTM:(11S 0414 3764 1000)",4.1,2,314,34.0177,-117.9261,0,"UTM:(11S 0414 3764 1000)",""
"UTM:(11S 0414 3765 1000)",2.2,1,314,34.0267,-117.9262,0,"UTM:(11S 0414 3765 1000)",""
"UTM:(11S 0414 3767 1000)",4.1,1,316,34.0448,-117.9264,0,"UTM:(11S 0414 3767 1000)",""
"UTM:(11S 0414 3769 1000)",3.4,1,317,34.0628,-117.9265,0,"UTM:(11S 0414 3769 1000)",""
"UTM:(11S 0414 3778 1000)",4.8,1,323,34.1440,-117.9274,0,"UTM:(11S 0414 3778 1000)",""
"UTM:(11S 0414 3888 1000)",3.8,1,402,35.1358,-117.9385,0,"UTM:(11S 0414 3888 1000)",""
"UTM:(11S 0415 3723 1000)",4.6,1,289,33.6480,-117.9112,0,"UTM:(11S 0415 3723 1000)",""
"UTM:(11S 0415 3724 1000)",3.6,1,290,33.6570,-117.9113,0,"UTM:(11S 0415 3724 1000)",""
"UTM:(11S 0415 3727 1000)",2.6,1,292,33.6840,-117.9117,0,"UTM:(11S 0415 3727 1000)",""
"UTM:(11S 0415 3728 1000)",5.6,1,292,33.6930,-117.9118,0,"UTM:(11S 0415 3728 1000)",""
"UTM:(11S 0415 3729 1000)",2.7,1,293,33.7022,-117.9118,0,"UTM:(11S 0415 3729 1000)",""
"UTM:(11S 0415 3732 1000)",2.0,1,294,33.7292,-117.9121,0,"UTM:(11S 0415 3732 1000)",""
"UTM:(11S 0415 3739 1000)",3.4,2,298,33.7922,-117.9127,0,"UTM:(11S 0415 3739 1000)",""
"UTM:(11S 0415 3740 1000)",4.0,3,299,33.8013,-117.9128,0,"UTM:(11S 0415 3740 1000)",""
"UTM:(11S 0415 3741 1000)",3.9,3,299,33.8103,-117.9129,0,"UTM:(11S 0415 3741 1000)",""
"UTM:(11S 0415 3744 1000)",3.4,2,301,33.8374,-117.9133,0,"UTM:(11S 0415 3744 1000)",""
"UTM:(11S 0415 3745 1000)",4.1,1,302,33.8464,-117.9134,0,"UTM:(11S 0415 3745 1000)",""
"UTM:(11S 0415 3748 1000)",3.1,1,303,33.8734,-117.9136,0,"UTM:(11S 0415 3748 1000)",""
"UTM:(11S 0415 3751 1000)",2.7,1,305,33.9005,-117.9139,0,"UTM:(11S 0415 3751 1000)",""
"UTM:(11S 0415 3752 1000)",3.4,1,306,33.9095,-117.9141,0,"UTM:(11S 0415 3752 1000)",""
"UTM:(11S 0415 3754 1000)",3.9,2,307,33.9275,-117.9143,0,"UTM:(11S 0415 3754 1000)",""
"UTM:(11S 0415 3755 1000)",3.3,3,308,33.9365,-117.9144,0,"UTM:(11S 0415 3755 1000)",""
"UTM:(11S 0415 3759 1000)",3.4,1,310,33.9727,-117.9147,0,"UTM:(11S 0415 3759 1000)",""
"UTM:(11S 0415 3770 1000)",3.8,2,317,34.0718,-117.9158,0,"UTM:(11S 0415 3770 1000)",""
"UTM:(11S 0415 3776 1000)",2.9,1,321,34.1260,-117.9163,0,"UTM:(11S 0415 3776 1000)",""
"UTM:(11S 0416 3718 1000)",3.4,1,286,33.6029,-117.9000,0,"UTM:(11S 0416 3718 1000)",""
"UTM:(11S 0416 3723 1000)",4.1,1,289,33.6480,-117.9005,0,"UTM:(11S 0416 3723 1000)",""
"UTM:(11S 0416 3724 1000)",2.0,1,289,33.6570,-117.9006,0,"UTM:(11S 0416 3724 1000)",""
"UTM:(11S 0416 3728 1000)",3.6,4,291,33.6932,-117.9009,0,"UTM:(11S 0416 3728 1000)",""
"UTM:(11S 0416 3729 1000)",3.4,3,292,33.7022,-117.9010,0,"UTM:(11S 0416 3729 1000)",""
"UTM:(11S 0416 3730 1000)",3.4,2,292,33.7112,-117.9012,0,"UTM:(11S 0416 3730 1000)",""
"UTM:(11S 0416 3734 1000)",3.1,1,295,33.7473,-117.9015,0,"UTM:(11S 0416 3734 1000)",""
"UTM:(11S 0416 3735 1000)",4.3,1,295,33.7563,-117.9016,0,"UTM:(11S 0416 3735 1000)",""
"UTM:(11S 0416 3736 1000)",4.8,1,296,33.7653,-117.9017,0,"UTM:(11S 0416 3736 1000)",""
"UTM:(11S 0416 3739 1000)",4.1,1,297,33.7923,-117.9019,0,"UTM:(11S 0416 3739 1000)",""
"UTM:(11S 0416 3740 1000)",3.8,1,298,33.8013,-117.9021,0,"UTM:(11S 0416 3740 1000)",""
"UTM:(11S 0416 3743 1000)",4.8,2,300,33.8285,-117.9024,0,"UTM:(11S 0416 3743 1000)",""
"UTM:(11S 0416 3752 1000)",3.3,2,305,33.9096,-117.9033,0,"UTM:(11S 0416 3752 1000)",""
"UTM:(11S 0416 3753 1000)",3.1,1,306,33.9186,-117.9033,0,"UTM:(11S 0416 3753 1000)",""
"UTM:(11S 0416 3754 1000)",4.3,1,306,33.9276,-117.9034,0,"UTM:(11S 0416 3754 1000)",""
"UTM:(11S 0416 3755 1000)",2.9,2,307,33.9367,-117.9035,0,"UTM:(11S 0416 3755 1000)",""
"UTM:(11S 0416 3760 1000)",3.1,1,310,33.9818,-117.9040,0,"UTM:(11S 0416 3760 1000)",""
"UTM:(11S 0416 3778 1000)",3.5,3,321,34.1441,-117.9057,0,"UTM:(11S 0416 3778 1000)",""
"UTM:(11S 0417 3727 1000)",4.1,1,290,33.6842,-117.8901,0,"UTM:(11S 0417 3727 1000)",""
"UTM:(11S 0417 3728 1000)",4.0,4,290,33.6932,-117.8902,0,"UTM:(11S 0417 3728 1000)",""
"UTM:(11S 0417 3729 1000)",5.0,2,291,33.7022,-117.8903,0,"UTM:(11S 0417 3729 1000)",""
"UTM:(11S 0417 3732 1000)",2.2,2,293,33.7293,-117.8905,0,"UTM:(11S 0417 3732 1000)",""
"UTM:(11S 0417 3735 1000)",3.6,2,294,33.7563,-117.8909,0,"UTM:(11S 0417 3735 1000)",""
"UTM:(11S 0417 3737 1000)",1.0,2,295,33.7745,-117.8910,0,"UTM:(11S 0417 3737 1000)",""
"UTM:(11S 0417 3739 1000)",4.9,3,297,33.7925,-117.8912,0,"UTM:(11S 0417 3739 1000)",""
"UTM:(11S 0417 3742 1000)",2.2,1,298,33.8195,-117.8914,0,"UTM:(11S 0417 3742 1000)",""
"UTM:(11S 0417 3743 1000)",4.3,1,299,33.8285,-117.8915,0,"UTM:(11S 0417 3743 1000)",""
"UTM:(11S 0417 3749 1000)",3.6,2,302,33.8826,-117.8921,0,"UTM:(11S 0417 3749 1000)",""
"UTM:(11S 0417 3754 1000)",3.4,1,305,33.9278,-117.8926,0,"UTM:(11S 0417 3754 1000)",""
"UTM:(11S 0417 3755 1000)",3.4,1,306,33.9368,-117.8927,0,"UTM:(11S 0417 3755 1000)",""
"UTM:(11S 0417 3760 1000)",2.7,1,309,33.9819,-117.8931,0,"UTM:(11S 0417 3760 1000)",""
"UTM:(11S 0417 3763 1000)",4.1,1,311,34.0088,-117.8935,0,"UTM:(11S 0417 3763 1000)",""
"UTM:(11S 0417 3765 1000)",3.4,1,312,34.0269,-117.8937,0,"UTM:(11S 0417 3765 1000)",""
"UTM:(11S 0417 3768 1000)",2.0,2,314,34.0540,-117.8939,0,"UTM:(11S 0417 3768 1000)",""
"UTM:(11S 0417 3776 1000)",3.1,1,319,34.1261,-117.8947,0,"UTM:(11S 0417 3776 1000)",""
"UTM:(11S 0417 3777 1000)",2.2,1,320,34.1351,-117.8947,0,"UTM:(11S 0417 3777 1000)",""
"UTM:(11S 0418 3721 1000)",3.8,1,286,33.6302,-117.8787,0,"UTM:(11S 0418 3721 1000)",""
"UTM:(11S 0418 3723 1000)",4.6,1,287,33.6483,-117.8790,0,"UTM:(11S 0418 3723 1000)",""
"UTM:(11S 0418 3728 1000)",4.3,1,290,33.6933,-117.8793,0,"UTM:(11S 0418 3728 1000)",""
"UTM:(11S 0418 3733 1000)",4.3,1,292,33.7385,-117.8799,0,"UTM:(11S 0418 3733 1000)",""
"UTM:(11S 0418 3734 1000)",5.6,1,293,33.7475,-117.8800,0,"UTM:(11S 0418 3734 1000)",""
"UTM:(11S 0418 3735 1000)",3.3,3,293,33.7565,-117.8801,0,"UTM:(11S 0418 3735 1000)",""
"UTM:(11S 0418 3736 1000)",3.1,1,294,33.7655,-117.8801,0,"UTM:(11S 0418 3736 1000)",""
"UTM:(11S 0418 3739 1000)",3.4,1,296,33.7925,-117.8803,0,"UTM:(11S 0418 3739 1000)",""
"UTM:(11S 0418 3745 1000)",3.8,1,299,33.8466,-117.8810,0,"UTM:(11S 0418 3745 1000)",""
"UTM:(11S 0418 3748 1000)",3.3,2,301,33.8736,-117.8812,0,"UTM:(11S 0418 3748 1000)",""
"UTM:(11S 0418 3749 1000)",3.8,1,302,33.8828,-117.8813,0,"UTM:(11S 0418 3749 1000)",""
"UTM:(11S 0418 3750 1000)",4.3,3,302,33.8918,-117.8814,0,"UTM:(11S 0418 3750 1000)",""
"UTM:(11S 0418 3762 1000)",2.0,3,309,33.9999,-117.8826,0,"UTM:(11S 0418 3762 1000)",""
"UTM:(11S 0418 3763 1000)",2.2,1,310,34.0089,-117.8826,0,"UTM:(11S 0418 3763 1000)",""
"UTM:(11S 0418 3764 1000)",3.1,1,311,34.0179,-117.8827,0,"UTM:(11S 0418 3764 1000)",""
"UTM:(11S 0418 3768 1000)",3.4,1,313,34.0541,-117.8830,0,"UTM:(11S 0418 3768 1000)",""
