# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0543 3770 1000)",3.4,1,183,34.0743,-116.5285,0,0.330,"UTM:(11S 0543 3770 1000)",""
"UTM:(11S 0544 3632 1000)",2.0,1,314,32.8296,-116.5246,0,0.330,"UTM:(11S 0544 3632 1000)",""
"UTM:(11S 0544 3674 1000)",3.1,1,273,33.2085,-116.5225,0,0.330,"UTM:(11S 0544 3674 1000)",""
"UTM:(11S 0544 3740 1000)",4.5,4,211,33.8038,-116.5192,0,0.302,"UTM:(11S 0544 3740 1000)",""
"UTM:(11S 0544 3742 1000)",4.3,3,209,33.8218,-116.5191,0,0.311,"UTM:(11S 0544 3742 1000)",""
"UTM:(11S 0544 3743 1000)",3.1,2,208,33.8308,-116.5191,0,0.320,"UTM:(11S 0544 3743 1000)",""
"UTM:(11S 0544 3744 1000)",3.1,1,207,33.8398,-116.5190,0,0.330,"UTM:(11S 0544 3744 1000)",""
"UTM:(11S 0544 3746 1000)",4.1,2,205,33.8578,-116.5189,0,0.320,"UTM:(11S 0544 3746 1000)",""
"UTM:(11S 0544 3759 1000)",3.4,2,193,33.9751,-116.5182,0,0.320,"UTM:(11S 0544 3759 1000)",""
"UTM:(11S 0545 3739 1000)",4.1,1,212,33.7947,-116.5085,0,0.330,"UTM:(11S 0545 3739 1000)",""
"UTM:(11S 0545 3740 1000)",3.4,5,211,33.8037,-116.5085,0,0.293,"UTM:(11S 0545 3740 1000)",""
"UTM:(11S 0545 3741 1000)",3.6,3,210,33.8127,-116.5084,0,0.311,"UTM:(11S 0545 3741 1000)",""
"UTM:(11S 0545 3742 1000)",3.8,39,209,33.8218,-116.5084,0,0.139,"UTM:(11S 0545 3742 1000)",""
"UTM:(11S 0545 3756 1000)",4.3,1,196,33.9480,-116.5076,0,0.330,"UTM:(11S 0545 3756 1000)",""
"UTM:(11S 0545 3757 1000)",4.1,10,195,33.9570,-116.5076,0,0.255,"UTM:(11S 0545 3757 1000)",""
"UTM:(11S 0545 3758 1000)",2.8,3,195,33.9660,-116.5075,0,0.311,"UTM:(11S 0545 3758 1000)",""
"UTM:(11S 0545 3759 1000)",3.4,1,194,33.9750,-116.5075,0,0.330,"UTM:(11S 0545 3759 1000)",""
"UTM:(11S 0546 3740 1000)",3.8,1,211,33.8037,-116.4976,0,0.330,"UTM:(11S 0546 3740 1000)",""
"UTM:(11S 0546 3741 1000)",3.4,1,211,33.8127,-116.4975,0,0.330,"UTM:(11S 0546 3741 1000)",""
"UTM:(11S 0546 3743 1000)",3.9,4,209,33.8307,-116.4975,0,0.302,"UTM:(11S 0546 3743 1000)",""
"UTM:(11S 0546 3744 1000)",3.2,3,208,33.8397,-116.4974,0,0.311,"UTM:(11S 0546 3744 1000)",""
"UTM:(11S 0546 3755 1000)",3.8,3,198,33.9389,-116.4968,0,0.311,"UTM:(11S 0546 3755 1000)",""
"UTM:(11S 0546 3756 1000)",3.4,2,197,33.9479,-116.4967,0,0.320,"UTM:(11S 0546 3756 1000)",""
"UTM:(11S 0546 3757 1000)",3.8,1,196,33.9570,-116.4967,0,0.330,"UTM:(11S 0546 3757 1000)",""
"UTM:(11S 0546 3758 1000)",3.4,2,195,33.9660,-116.4967,0,0.320,"UTM:(11S 0546 3758 1000)",""
"UTM:(11S 0546 3759 1000)",4.8,1,194,33.9750,-116.4967,0,0.330,"UTM:(11S 0546 3759 1000)",""
"UTM:(11S 0546 3779 1000)",3.8,2,176,34.1554,-116.4956,0,0.320,"UTM:(11S 0546 3779 1000)",""
"UTM:(11S 0546 4038 1000)",4.8,1,127,36.4907,-116.4808,0,0.330,"UTM:(11S 0546 4038 1000)",""
"UTM:(11S 0546 4044 1000)",5.8,1,131,36.5448,-116.4805,0,0.330,"UTM:(11S 0546 4044 1000)",""
"UTM:(11S 0547 3739 1000)",3.0,5,213,33.7946,-116.4869,0,0.293,"UTM:(11S 0547 3739 1000)",""
"UTM:(11S 0547 3743 1000)",3.8,1,209,33.8307,-116.4866,0,0.330,"UTM:(11S 0547 3743 1000)",""
"UTM:(11S 0547 3744 1000)",4.3,2,208,33.8397,-116.4866,0,0.320,"UTM:(11S 0547 3744 1000)",""
"UTM:(11S 0547 3757 1000)",3.4,1,196,33.9569,-116.4859,0,0.330,"UTM:(11S 0547 3757 1000)",""
"UTM:(11S 0547 4048 1000)",5.4,1,134,36.5808,-116.4690,0,0.330,"UTM:(11S 0547 4048 1000)",""
"UTM:(11S 0548 3735 1000)",3.8,1,217,33.7585,-116.4763,0,0.330,"UTM:(11S 0548 3735 1000)",""
"UTM:(11S 0548 3736 1000)",2.6,2,216,33.7675,-116.4762,0,0.320,"UTM:(11S 0548 3736 1000)",""
"UTM:(11S 0548 3738 1000)",3.8,1,214,33.7855,-116.4761,0,0.330,"UTM:(11S 0548 3738 1000)",""
"UTM:(11S 0548 3739 1000)",3.8,1,213,33.7946,-116.4761,0,0.330,"UTM:(11S 0548 3739 1000)",""
"UTM:(11S 0548 3741 1000)",3.8,2,211,33.8126,-116.4759,0,0.320,"UTM:(11S 0548 3741 1000)",""
"UTM:(11S 0548 3742 1000)",3.4,2,210,33.8216,-116.4759,0,0.320,"UTM:(11S 0548 3742 1000)",""
"UTM:(11S 0548 3743 1000)",4.0,4,209,33.8306,-116.4759,0,0.302,"UTM:(11S 0548 3743 1000)",""
"UTM:(11S 0548 3744 1000)",5.2,2,209,33.8396,-116.4758,0,0.320,"UTM:(11S 0548 3744 1000)",""
"UTM:(11S 0548 3876 1000)",3.4,1,101,35.0300,-116.4683,0,0.330,"UTM:(11S 0548 3876 1000)",""
"UTM:(11S 0549 3737 1000)",3.2,9,215,33.7765,-116.4654,0,0.262,"UTM:(11S 0549 3737 1000)",""
"UTM:(11S 0549 3738 1000)",4.1,14,214,33.7855,-116.4654,0,0.230,"UTM:(11S 0549 3738 1000)",""
"UTM:(11S 0549 3739 1000)",3.9,3,214,33.7945,-116.4652,0,0.311,"UTM:(11S 0549 3739 1000)",""
"UTM:(11S 0549 3740 1000)",3.8,2,213,33.8035,-116.4652,0,0.320,"UTM:(11S 0549 3740 1000)",""
"UTM:(11S 0549 3741 1000)",4.4,9,212,33.8126,-116.4651,0,0.262,"UTM:(11S 0549 3741 1000)",""
"UTM:(11S 0549 3742 1000)",3.4,2,211,33.8216,-116.4651,0,0.320,"UTM:(11S 0549 3742 1000)",""
"UTM:(11S 0549 3744 1000)",4.8,2,209,33.8396,-116.4650,0,0.320,"UTM:(11S 0549 3744 1000)",""
"UTM:(11S 0549 3756 1000)",3.4,1,198,33.9478,-116.4643,0,0.330,"UTM:(11S 0549 3756 1000)",""
"UTM:(11S 0550 3738 1000)",2.7,4,215,33.7854,-116.4545,0,0.302,"UTM:(11S 0550 3738 1000)",""
"UTM:(11S 0550 3740 1000)",2.0,1,213,33.8035,-116.4544,0,0.330,"UTM:(11S 0550 3740 1000)",""
"UTM:(11S 0550 3741 1000)",3.3,3,212,33.8125,-116.4544,0,0.311,"UTM:(11S 0550 3741 1000)",""
"UTM:(11S 0550 3742 1000)",3.1,1,211,33.8215,-116.4543,0,0.330,"UTM:(11S 0550 3742 1000)",""
"UTM:(11S 0550 3743 1000)",4.0,3,210,33.8305,-116.4543,0,0.311,"UTM:(11S 0550 3743 1000)",""
"UTM:(11S 0550 3756 1000)",2.2,1,198,33.9478,-116.4535,0,0.330,"UTM:(11S 0550 3756 1000)",""
"UTM:(11S 0550 3774 1000)",3.1,1,182,34.1101,-116.4524,0,0.330,"UTM:(11S 0550 3774 1000)",""
"UTM:(11S 0551 3650 1000)",4.3,1,298,32.9917,-116.4487,0,0.330,"UTM:(11S 0551 3650 1000)",""
"UTM:(11S 0551 3736 1000)",2.2,1,217,33.7674,-116.4438,0,0.330,"UTM:(11S 0551 3736 1000)",""
"UTM:(11S 0551 3737 1000)",4.2,15,216,33.7764,-116.4438,0,0.224,"UTM:(11S 0551 3737 1000)",""
"UTM:(11S 0551 3738 1000)",4.3,1,215,33.7854,-116.4437,0,0.330,"UTM:(11S 0551 3738 1000)",""
"UTM:(11S 0551 3739 1000)",4.2,1,214,33.7944,-116.4436,0,0.330,"UTM:(11S 0551 3739 1000)",""
"UTM:(11S 0551 3742 1000)",4.3,4,212,33.8215,-116.4435,0,0.302,"UTM:(11S 0551 3742 1000)",""
"UTM:(11S 0551 3773 1000)",3.4,1,184,34.1011,-116.4417,0,0.330,"UTM:(11S 0551 3773 1000)",""
"UTM:(11S 0551 3774 1000)",3.6,2,183,34.1101,-116.4417,0,0.320,"UTM:(11S 0551 3774 1000)",""
"UTM:(11S 0551 3775 1000)",4.1,17,182,34.1191,-116.4416,0,0.213,"UTM:(11S 0551 3775 1000)",""
"UTM:(11S 0552 3741 1000)",3.7,3,213,33.8124,-116.4327,0,0.311,"UTM:(11S 0552 3741 1000)",""
"UTM:(11S 0552 3753 1000)",2.6,4,202,33.9206,-116.4321,0,0.302,"UTM:(11S 0552 3753 1000)",""
"UTM:(11S 0552 3775 1000)",4.6,1,182,34.1190,-116.4307,0,0.330,"UTM:(11S 0552 3775 1000)",""
"UTM:(11S 0552 3778 1000)",4.1,1,180,34.1461,-116.4306,0,0.330,"UTM:(11S 0552 3778 1000)",""
"UTM:(11S 0552 3788 1000)",4.1,1,171,34.2362,-116.4299,0,0.330,"UTM:(11S 0552 3788 1000)",""
"UTM:(11S 0553 3728 1000)",2.7,1,225,33.6951,-116.4228,0,0.330,"UTM:(11S 0553 3728 1000)",""
"UTM:(11S 0553 3733 1000)",3.8,1,221,33.7402,-116.4224,0,0.330,"UTM:(11S 0553 3733 1000)",""
"UTM:(11S 0553 3739 1000)",2.2,2,215,33.7943,-116.4220,0,0.320,"UTM:(11S 0553 3739 1000)",""
"UTM:(11S 0553 3740 1000)",4.1,2,214,33.8033,-116.4220,0,0.320,"UTM:(11S 0553 3740 1000)",""
"UTM:(11S 0553 3772 1000)",3.1,5,185,34.0919,-116.4201,0,0.293,"UTM:(11S 0553 3772 1000)",""
"UTM:(11S 0553 3775 1000)",4.4,16,183,34.1190,-116.4198,0,0.218,"UTM:(11S 0553 3775 1000)",""
"UTM:(11S 0553 3779 1000)",2.4,3,179,34.1551,-116.4196,0,0.311,"UTM:(11S 0553 3779 1000)",""
"UTM:(11S 0553 3786 1000)",2.7,1,173,34.2182,-116.4192,0,0.330,"UTM:(11S 0553 3786 1000)",""
"UTM:(11S 0554 3727 1000)",3.8,3,227,33.6860,-116.4120,0,0.311,"UTM:(11S 0554 3727 1000)",""
"UTM:(11S 0554 3733 1000)",3.4,5,221,33.7401,-116.4117,0,0.293,"UTM:(11S 0554 3733 1000)",""
"UTM:(11S 0554 3734 1000)",3.4,1,220,33.7492,-116.4116,0,0.330,"UTM:(11S 0554 3734 1000)",""
"UTM:(11S 0554 3736 1000)",4.5,8,218,33.7672,-116.4115,0,0.269,"UTM:(11S 0554 3736 1000)",""
"UTM:(11S 0554 3738 1000)",3.4,3,216,33.7853,-116.4113,0,0.311,"UTM:(11S 0554 3738 1000)",""
"UTM:(11S 0554 3740 1000)",2.4,2,215,33.8033,-116.4112,0,0.320,"UTM:(11S 0554 3740 1000)",""
"UTM:(11S 0554 3741 1000)",2.7,1,214,33.8123,-116.4111,0,0.330,"UTM:(11S 0554 3741 1000)",""
"UTM:(11S 0554 3774 1000)",3.4,1,184,34.1099,-116.4091,0,0.330,"UTM:(11S 0554 3774 1000)",""
"UTM:(11S 0554 3775 1000)",3.8,1,183,34.1189,-116.4091,0,0.330,"UTM:(11S 0554 3775 1000)",""
"UTM:(11S 0554 3776 1000)",3.8,4,182,34.1279,-116.4090,0,0.302,"UTM:(11S 0554 3776 1000)",""
"UTM:(11S 0554 3783 1000)",3.1,1,176,34.1911,-116.4085,0,0.330,"UTM:(11S 0554 3783 1000)",""
"UTM:(11S 0554 3792 1000)",6.0,1,169,34.2722,-116.4079,0,0.330,"UTM:(11S 0554 3792 1000)",""
"UTM:(11S 0555 3727 1000)",3.4,1,227,33.6860,-116.4012,0,0.330,"UTM:(11S 0555 3727 1000)",""
"UTM:(11S 0555 3728 1000)",3.8,1,226,33.6950,-116.4012,0,0.330,"UTM:(11S 0555 3728 1000)",""
"UTM:(11S 0555 3732 1000)",3.1,2,222,33.7311,-116.4009,0,0.320,"UTM:(11S 0555 3732 1000)",""
"UTM:(11S 0555 3734 1000)",4.8,1,221,33.7491,-116.4008,0,0.330,"UTM:(11S 0555 3734 1000)",""
"UTM:(11S 0555 3740 1000)",3.1,1,215,33.8032,-116.4004,0,0.330,"UTM:(11S 0555 3740 1000)",""
"UTM:(11S 0555 3753 1000)",2.7,1,203,33.9205,-116.3996,0,0.330,"UTM:(11S 0555 3753 1000)",""
"UTM:(11S 0555 3772 1000)",3.8,3,186,34.0918,-116.3983,0,0.311,"UTM:(11S 0555 3772 1000)",""
"UTM:(11S 0555 3775 1000)",3.8,1,184,34.1189,-116.3982,0,0.330,"UTM:(11S 0555 3775 1000)",""
"UTM:(11S 0555 3776 1000)",5.7,2,183,34.1279,-116.3982,0,0.320,"UTM:(11S 0555 3776 1000)",""
"UTM:(11S 0555 3777 1000)",6.1,1,182,34.1369,-116.3980,0,0.330,"UTM:(11S 0555 3777 1000)",""
"UTM:(11S 0555 3791 1000)",4.1,1,170,34.2631,-116.3972,0,0.330,"UTM:(11S 0555 3791 1000)",""
"UTM:(11S 0556 3679 1000)",3.8,2,272,33.2530,-116.3934,0,0.320,"UTM:(11S 0556 3679 1000)",""
"UTM:(11S 0556 3681 1000)",2.7,1,270,33.2711,-116.3933,0,0.330,"UTM:(11S 0556 3681 1000)",""
"UTM:(11S 0556 3682 1000)",3.8,2,269,33.2801,-116.3933,0,0.320,"UTM:(11S 0556 3682 1000)",""
"UTM:(11S 0556 3729 1000)",2.6,3,226,33.7039,-116.3903,0,0.311,"UTM:(11S 0556 3729 1000)",""
"UTM:(11S 0556 3730 1000)",3.3,3,225,33.7130,-116.3903,0,0.311,"UTM:(11S 0556 3730 1000)",""
"UTM:(11S 0556 3731 1000)",2.4,2,224,33.7220,-116.3902,0,0.320,"UTM:(11S 0556 3731 1000)",""
"UTM:(11S 0556 3732 1000)",3.2,4,223,33.7310,-116.3901,0,0.302,"UTM:(11S 0556 3732 1000)",""
"UTM:(11S 0556 3734 1000)",3.8,2,221,33.7490,-116.3899,0,0.320,"UTM:(11S 0556 3734 1000)",""
"UTM:(11S 0556 3735 1000)",3.7,5,220,33.7581,-116.3899,0,0.293,"UTM:(11S 0556 3735 1000)",""
"UTM:(11S 0556 3738 1000)",3.8,1,217,33.7852,-116.3897,0,0.330,"UTM:(11S 0556 3738 1000)",""
"UTM:(11S 0556 3741 1000)",3.7,4,215,33.8122,-116.3895,0,0.302,"UTM:(11S 0556 3741 1000)",""
"UTM:(11S 0556 3742 1000)",4.8,1,214,33.8212,-116.3895,0,0.330,"UTM:(11S 0556 3742 1000)",""
"UTM:(11S 0556 3771 1000)",4.3,1,188,34.0828,-116.3876,0,0.330,"UTM:(11S 0556 3771 1000)",""
"UTM:(11S 0556 3774 1000)",3.1,1,185,34.1098,-116.3874,0,0.330,"UTM:(11S 0556 3774 1000)",""
"UTM:(11S 0556 3775 1000)",3.4,2,184,34.1188,-116.3873,0,0.320,"UTM:(11S 0556 3775 1000)",""
"UTM:(11S 0556 3776 1000)",5.8,1,183,34.1278,-116.3872,0,0.330,"UTM:(11S 0556 3776 1000)",""
"UTM:(11S 0556 3781 1000)",2.5,1,179,34.1729,-116.3869,0,0.330,"UTM:(11S 0556 3781 1000)",""
"UTM:(11S 0556 3783 1000)",3.4,1,177,34.1910,-116.3869,0,0.330,"UTM:(11S 0556 3783 1000)",""
"UTM:(11S 0556 3791 1000)",3.8,1,170,34.2631,-116.3863,0,0.330,"UTM:(11S 0556 3791 1000)",""
"UTM:(11S 0557 3679 1000)",2.2,1,272,33.2529,-116.3827,0,0.330,"UTM:(11S 0557 3679 1000)",""
"UTM:(11S 0557 3684 1000)",4.1,1,268,33.2981,-116.3824,0,0.330,"UTM:(11S 0557 3684 1000)",""
"UTM:(11S 0557 3728 1000)",3.1,1,227,33.6949,-116.3795,0,0.330,"UTM:(11S 0557 3728 1000)",""
"UTM:(11S 0557 3731 1000)",3.6,14,224,33.7219,-116.3794,0,0.230,"UTM:(11S 0557 3731 1000)",""
"UTM:(11S 0557 3732 1000)",4.0,47,223,33.7310,-116.3793,0,0.125,"UTM:(11S 0557 3732 1000)",""
"UTM:(11S 0557 3733 1000)",4.8,1,222,33.7400,-116.3792,0,0.330,"UTM:(11S 0557 3733 1000)",""
"UTM:(11S 0557 3734 1000)",4.0,3,221,33.7490,-116.3792,0,0.311,"UTM:(11S 0557 3734 1000)",""
"UTM:(11S 0557 3735 1000)",3.3,5,220,33.7580,-116.3791,0,0.293,"UTM:(11S 0557 3735 1000)",""
"UTM:(11S 0557 3736 1000)",4.8,1,220,33.7670,-116.3791,0,0.330,"UTM:(11S 0557 3736 1000)",""
"UTM:(11S 0557 3737 1000)",4.3,1,219,33.7760,-116.3790,0,0.330,"UTM:(11S 0557 3737 1000)",""
"UTM:(11S 0557 3739 1000)",3.9,2,217,33.7941,-116.3788,0,0.320,"UTM:(11S 0557 3739 1000)",""
"UTM:(11S 0557 3771 1000)",3.1,1,188,34.0827,-116.3768,0,0.330,"UTM:(11S 0557 3771 1000)",""
"UTM:(11S 0557 3777 1000)",3.4,1,183,34.1368,-116.3764,0,0.330,"UTM:(11S 0557 3777 1000)",""
"UTM:(11S 0557 3780 1000)",4.8,1,180,34.1638,-116.3761,0,0.330,"UTM:(11S 0557 3780 1000)",""
"UTM:(11S 0557 3793 1000)",5.6,2,169,34.2811,-116.3753,0,0.320,"UTM:(11S 0557 3793 1000)",""
"UTM:(11S 0558 3676 1000)",3.0,4,276,33.2259,-116.3722,0,0.302,"UTM:(11S 0558 3676 1000)",""
"UTM:(11S 0558 3679 1000)",4.0,5,273,33.2529,-116.3720,0,0.293,"UTM:(11S 0558 3679 1000)",""
"UTM:(11S 0558 3729 1000)",2.2,1,226,33.7039,-116.3687,0,0.330,"UTM:(11S 0558 3729 1000)",""
"UTM:(11S 0558 3730 1000)",3.1,1,225,33.7129,-116.3687,0,0.330,"UTM:(11S 0558 3730 1000)",""
"UTM:(11S 0558 3731 1000)",4.6,1,224,33.7219,-116.3686,0,0.330,"UTM:(11S 0558 3731 1000)",""
"UTM:(11S 0558 3732 1000)",3.4,1,224,33.7309,-116.3685,0,0.330,"UTM:(11S 0558 3732 1000)",""
"UTM:(11S 0558 3733 1000)",3.3,2,223,33.7400,-116.3684,0,0.320,"UTM:(11S 0558 3733 1000)",""
"UTM:(11S 0558 3734 1000)",2.7,1,222,33.7490,-116.3684,0,0.330,"UTM:(11S 0558 3734 1000)",""
"UTM:(11S 0558 3738 1000)",3.1,1,218,33.7850,-116.3681,0,0.330,"UTM:(11S 0558 3738 1000)",""
"UTM:(11S 0558 3774 1000)",3.1,1,186,34.1097,-116.3657,0,0.330,"UTM:(11S 0558 3774 1000)",""
"UTM:(11S 0558 3780 1000)",2.0,1,181,34.1638,-116.3654,0,0.330,"UTM:(11S 0558 3780 1000)",""
"UTM:(11S 0558 3783 1000)",3.4,1,178,34.1908,-116.3651,0,0.330,"UTM:(11S 0558 3783 1000)",""
"UTM:(11S 0559 3676 1000)",2.7,1,276,33.2258,-116.3614,0,0.330,"UTM:(11S 0559 3676 1000)",""
"UTM:(11S 0559 3679 1000)",2.2,1,273,33.2528,-116.3612,0,0.330,"UTM:(11S 0559 3679 1000)",""
"UTM:(11S 0559 3680 1000)",3.4,1,272,33.2618,-116.3612,0,0.330,"UTM:(11S 0559 3680 1000)",""
"UTM:(11S 0559 3732 1000)",2.9,1,224,33.7309,-116.3578,0,0.330,"UTM:(11S 0559 3732 1000)",""
"UTM:(11S 0559 3733 1000)",3.1,1,223,33.7399,-116.3577,0,0.330,"UTM:(11S 0559 3733 1000)",""
"UTM:(11S 0559 3735 1000)",4.8,1,221,33.7579,-116.3576,0,0.330,"UTM:(11S 0559 3735 1000)",""
"UTM:(11S 0559 3736 1000)",3.2,4,220,33.7670,-116.3575,0,0.302,"UTM:(11S 0559 3736 1000)",""
"UTM:(11S 0559 3738 1000)",4.3,2,219,33.7850,-116.3573,0,0.320,"UTM:(11S 0559 3738 1000)",""
"UTM:(11S 0559 3739 1000)",3.8,2,218,33.7940,-116.3572,0,0.320,"UTM:(11S 0559 3739 1000)",""
"UTM:(11S 0559 3774 1000)",1.0,1,187,34.1097,-116.3548,0,0.330,"UTM:(11S 0559 3774 1000)",""
"UTM:(11S 0560 3731 1000)",3.9,2,225,33.7218,-116.3470,0,0.320,"UTM:(11S 0560 3731 1000)",""
"UTM:(11S 0560 3733 1000)",6.8,1,224,33.7398,-116.3468,0,0.330,"UTM:(11S 0560 3733 1000)",""
"UTM:(11S 0560 3734 1000)",4.1,5,223,33.7489,-116.3468,0,0.293,"UTM:(11S 0560 3734 1000)",""
"UTM:(11S 0560 3775 1000)",3.1,3,186,34.1186,-116.3440,0,0.311,"UTM:(11S 0560 3775 1000)",""
"UTM:(11S 0560 3782 1000)",4.1,1,180,34.1817,-116.3434,0,0.330,"UTM:(11S 0560 3782 1000)",""
"UTM:(11S 0561 3731 1000)",3.1,6,226,33.7217,-116.3362,0,0.285,"UTM:(11S 0561 3731 1000)",""
"UTM:(11S 0562 3672 1000)",2.0,1,281,33.1895,-116.3295,0,0.330,"UTM:(11S 0562 3672 1000)",""
"UTM:(11S 0562 3733 1000)",2.8,3,224,33.7397,-116.3252,0,0.311,"UTM:(11S 0562 3733 1000)",""
"UTM:(11S 0562 3736 1000)",3.8,1,222,33.7668,-116.3251,0,0.330,"UTM:(11S 0562 3736 1000)",""
"UTM:(11S 0562 3774 1000)",2.7,3,188,34.1094,-116.3224,0,0.311,"UTM:(11S 0562 3774 1000)",""
"UTM:(11S 0562 3776 1000)",5.4,1,186,34.1275,-116.3222,0,0.330,"UTM:(11S 0562 3776 1000)",""
"UTM:(11S 0562 3777 1000)",4.1,1,186,34.1365,-116.3221,0,0.330,"UTM:(11S 0562 3777 1000)",""
"UTM:(11S 0562 3778 1000)",3.8,1,185,34.1456,-116.3220,0,0.330,"UTM:(11S 0562 3778 1000)",""
"UTM:(11S 0563 3723 1000)",3.1,2,234,33.6495,-116.3152,0,0.320,"UTM:(11S 0563 3723 1000)",""
"UTM:(11S 0563 3724 1000)",4.0,11,233,33.6585,-116.3151,0,0.248,"UTM:(11S 0563 3724 1000)",""
"UTM:(11S 0563 3725 1000)",3.3,2,232,33.6675,-116.3150,0,0.320,"UTM:(11S 0563 3725 1000)",""
"UTM:(11S 0563 3726 1000)",3.1,1,231,33.6765,-116.3150,0,0.330,"UTM:(11S 0563 3726 1000)",""
"UTM:(11S 0563 3727 1000)",4.3,3,230,33.6855,-116.3149,0,0.311,"UTM:(11S 0563 3727 1000)",""
"UTM:(11S 0563 3731 1000)",4.6,1,227,33.7216,-116.3146,0,0.330,"UTM:(11S 0563 3731 1000)",""
"UTM:(11S 0563 3734 1000)",3.9,7,224,33.7486,-116.3144,0,0.277,"UTM:(11S 0563 3734 1000)",""
"UTM:(11S 0563 3735 1000)",4.1,1,223,33.7577,-116.3143,0,0.330,"UTM:(11S 0563 3735 1000)",""
"UTM:(11S 0563 3777 1000)",4.6,18,186,34.1364,-116.3113,0,0.208,"UTM:(11S 0563 3777 1000)",""
"UTM:(11S 0563 3778 1000)",4.8,1,185,34.1454,-116.3113,0,0.330,"UTM:(11S 0563 3778 1000)",""
"UTM:(11S 0563 3780 1000)",4.1,1,183,34.1635,-116.3110,0,0.330,"UTM:(11S 0563 3780 1000)",""
"UTM:(11S 0563 3996 1000)",6.7,1,114,36.1111,-116.2945,0,0.330,"UTM:(11S 0563 3996 1000)",""
"UTM:(11S 0564 3723 1000)",2.2,1,234,33.6494,-116.3044,0,0.330,"UTM:(11S 0564 3723 1000)",""
"UTM:(11S 0564 3724 1000)",3.1,1,233,33.6584,-116.3043,0,0.330,"UTM:(11S 0564 3724 1000)",""
"UTM:(11S 0564 3725 1000)",4.6,5,232,33.6675,-116.3042,0,0.293,"UTM:(11S 0564 3725 1000)",""
"UTM:(11S 0564 3726 1000)",3.4,3,232,33.6765,-116.3042,0,0.311,"UTM:(11S 0564 3726 1000)",""
"UTM:(11S 0564 3727 1000)",2.2,1,231,33.6855,-116.3041,0,0.330,"UTM:(11S 0564 3727 1000)",""
"UTM:(11S 0564 3728 1000)",3.4,1,230,33.6945,-116.3040,0,0.330,"UTM:(11S 0564 3728 1000)",""
"UTM:(11S 0564 3729 1000)",2.2,1,229,33.7035,-116.3040,0,0.330,"UTM:(11S 0564 3729 1000)",""
"UTM:(11S 0564 3733 1000)",4.9,3,225,33.7396,-116.3037,0,0.311,"UTM:(11S 0564 3733 1000)",""
"UTM:(11S 0564 3735 1000)",4.0,3,223,33.7576,-116.3036,0,0.311,"UTM:(11S 0564 3735 1000)",""
"UTM:(11S 0564 3738 1000)",3.3,3,221,33.7847,-116.3033,0,0.311,"UTM:(11S 0564 3738 1000)",""
"UTM:(11S 0564 3784 1000)",3.1,1,181,34.1995,-116.2999,0,0.330,"UTM:(11S 0564 3784 1000)",""
"UTM:(11S 0565 3726 1000)",3.9,28,232,33.6764,-116.2934,0,0.168,"UTM:(11S 0565 3726 1000)",""
"UTM:(11S 0565 3728 1000)",3.4,1,230,33.6945,-116.2933,0,0.330,"UTM:(11S 0565 3728 1000)",""
"UTM:(11S 0565 3729 1000)",4.1,2,229,33.7035,-116.2931,0,0.320,"UTM:(11S 0565 3729 1000)",""
"UTM:(11S 0565 3730 1000)",2.2,1,228,33.7125,-116.2931,0,0.330,"UTM:(11S 0565 3730 1000)",""
"UTM:(11S 0565 3731 1000)",4.2,2,227,33.7215,-116.2930,0,0.320,"UTM:(11S 0565 3731 1000)",""
"UTM:(11S 0565 3732 1000)",4.1,4,227,33.7305,-116.2929,0,0.302,"UTM:(11S 0565 3732 1000)",""
"UTM:(11S 0565 3733 1000)",4.1,6,226,33.7395,-116.2929,0,0.285,"UTM:(11S 0565 3733 1000)",""
"UTM:(11S 0565 3734 1000)",2.8,3,225,33.7486,-116.2928,0,0.311,"UTM:(11S 0565 3734 1000)",""
"UTM:(11S 0565 3736 1000)",4.1,1,223,33.7666,-116.2927,0,0.330,"UTM:(11S 0565 3736 1000)",""
"UTM:(11S 0565 3737 1000)",3.4,1,222,33.7756,-116.2926,0,0.330,"UTM:(11S 0565 3737 1000)",""
"UTM:(11S 0565 3739 1000)",4.5,3,220,33.7936,-116.2925,0,0.311,"UTM:(11S 0565 3739 1000)",""
"UTM:(11S 0566 3726 1000)",3.4,1,232,33.6763,-116.2826,0,0.330,"UTM:(11S 0566 3726 1000)",""
"UTM:(11S 0566 3727 1000)",3.8,1,231,33.6853,-116.2826,0,0.330,"UTM:(11S 0566 3727 1000)",""
"UTM:(11S 0566 3728 1000)",4.3,1,231,33.6944,-116.2824,0,0.330,"UTM:(11S 0566 3728 1000)",""
"UTM:(11S 0566 3729 1000)",4.4,5,230,33.7034,-116.2824,0,0.293,"UTM:(11S 0566 3729 1000)",""
"UTM:(11S 0566 3731 1000)",4.1,2,228,33.7214,-116.2823,0,0.320,"UTM:(11S 0566 3731 1000)",""
"UTM:(11S 0566 3732 1000)",4.3,2,227,33.7305,-116.2822,0,0.320,"UTM:(11S 0566 3732 1000)",""
"UTM:(11S 0566 3733 1000)",3.4,1,226,33.7394,-116.2821,0,0.330,"UTM:(11S 0566 3733 1000)",""
"UTM:(11S 0566 3734 1000)",4.1,2,225,33.7485,-116.2820,0,0.320,"UTM:(11S 0566 3734 1000)",""
