-116.641944,33.815278,3
-112.51,35.19,2.5
-112.88,35.33,2
-113.01,38.4,2
-113.01,38.24,2.5
-113.28,32.49,3
-113.32,33.49,3
-113.36,34.18,2.5
-113.37,33.47,2.5
-113.4,35.24,4
-114.01,33.57,3
-114.04,35.11,2.5
-114.08,32.4,3.6
-114.09,34.52,3
-114.11,33.4,3
-114.17,34.1,3
-114.23,33.68,2.5
-114.25,35.02,3
-114.36,32.45,3.5
-114.38,35.02,3
-114.41,33.35,3
-114.43,32.35,4.5
-114.61,34.85,6.3
-115.3,32.41,3
-115.3,32.41,5.1
-115.33,32.51,6
-115.45,32.62,6.5
-115.47,33.01,2.5
-115.52,34.35,3
-116.05,33.34,6.5
-116.13,33.43,5.8
-116.36,33.04,3
-116.38,33.54,8
-116.39,33.17,6
-116.41,32.42,3
-116.45,33.32,5
-116.46,33.1,2.5
-116.47,33.35,6
-116.52,33.19,3
-116.53,33.55,6.4
-116.55,33.27,3
-116.56,34.07,5.5
-116.58,33.44,7.4
-116.58,33.46,8.3
-116.59,32.48,3
-116.64,33.82,3
-116.64,33.93,6.8
-116.74,33.92,7.3
-116.88,33.93,6.5
-116.88,33.93,6.6
-116.92,33.92,5.5
-116.92,33.78,5.1
-116.96,33.78,7.3
-116.96,33.78,4.8
-116.96,33.78,5.3
-116.96,33.78,8.5
-116.96,33.78,8
-116.96,33.78,8.4
-116.96,33.78,7.6
-116.96,33.78,7.3
-116.96,33.78,8.4
-116.96,33.78,8.1
-116.96,33.78,6.9
-116.97,33.75,7.9
-116.97,33.75,8.1
-116.98,33.93,6.5
-116.99,33.84,2.8
-117,33.55,6.6
-117,33.59,3
-117.02,34.9,2.5
-117.02,34.54,3
-117.03,33.7,7
-117.03,33.7,7
-117.03,32.39,3
-117.04,33.13,3
-117.06,33.07,3
-117.1,32.43,5
-117.1,32.43,3
-117.1,32.56,3
-117.11,34.03,7
-117.14,32.82,4.4
-117.15,32.43,3
-117.16,32.72,5.8
-117.16,32.72,2.3
-117.18,34.06,5.8
-117.18,34.06,7.1
-117.18,34.32,5.5
-117.18,34.32,7
-117.22,34.06,3
-117.23,33.59,6.8
-117.25,34.15,7
-117.25,34.15,6.5
-117.25,34.15,6.1
-117.27,34.06,3
-117.29,34.11,6.3
-117.29,34.11,6.8
-117.29,34.11,6.3
-117.34,33.53,3
-117.38,33.98,6.5
-117.38,33.98,6.1
-117.38,33.98,5.8
-117.43,34.06,3.9
-117.43,34.06,3
-117.45,34.03,3
-117.47,33.31,3
-117.53,33.46,3
-117.87,33.75,6.9
-118,34.14,5.3
-118.03,33.98,3.9
-118.03,33.98,4.5
-118.04,34.13,3
-118.04,33.58,5
-118.05,34.18,5.5
-118.08,34.13,3
-118.11,33.55,5
-118.15,34.03,4.8
-118.19,33.77,2.8
-118.19,33.77,6.1
-118.25,34.04,4.9
-118.25,34.04,6
-118.25,34.05,8
-118.25,34.05,6.4
-118.25,34.04,3.6
-118.25,34.04,6
-118.25,34.04,6.1
-118.25,34.04,6.1
-118.25,34.04,6.6
-118.26,34.45,3
-118.28,33.58,3
-118.29,33.74,5
-118.3,34.02,3
-118.33,33.75,1
-118.33,34.23,3
-118.39,33.85,5.3
-118.39,33.74,6.3
-118.39,33.84,5.3
-118.49,34.02,6.5
-118.5,34.01,5.5
-118.52,34.03,5.8
-119.12,34.25,3
-119.49,33.43,3.4
