-118.4,37.36,6.00
-118.36,37.53,6.50
-119.42,36.78,6.00
-119.58,37.34,5.30
-118.48,37.82,5.60
-118.29,37.16,5.00
-120.36,36.14,5.00
-119.56,36.1,5.10
-118.74,37.6,5.50
-116.93,36.53,3.80
-119.21,36.3,5.60
-120.46,36.86,5.50
-119.79,36.74,5.40
-118.91,36.79,4.90
-118.2,36.8,5.50
-118.56,36.89,5.40
-118.06,36.61,5.10
-120.06,36.96,5.10
-118.97,37.65,4.30
-119.05,36.69,4.30
-119.51,37.23,4.80
-119.7,37.13,5.10
-119.31,36.62,5.50
-119.02,36.07,4.50
-120.19,36.61,5.40
-118.57,36.49,3.80
-120.38,37.98,4.90
-119.98,38.94,5.10
-118.68,37.56,5.30
-117.37,35.76,4.30
-119.66,37.54,5.10
-119.77,39.16,5.30
