# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(10S 053 423 10000)",3.7,142,22,38.2623,-122.5999,0,"UTM:(10S 053 423 10000)",""
"UTM:(10S 053 424 10000)",3.3,11,18,38.3525,-122.5994,0,"UTM:(10S 053 424 10000)",""
"UTM:(10S 053 425 10000)",3.4,52,20,38.4425,-122.5989,0,"UTM:(10S 053 425 10000)",""
"UTM:(10S 053 426 10000)",3.4,4,25,38.5327,-122.5984,0,"UTM:(10S 053 426 10000)",""
"UTM:(10S 053 427 10000)",2.9,11,33,38.6228,-122.5979,0,"UTM:(10S 053 427 10000)",""
"UTM:(10S 053 428 10000)",3.8,1,41,38.7130,-122.5974,0,"UTM:(10S 053 428 10000)",""
"UTM:(10S 053 429 10000)",2.0,4,50,38.8030,-122.5969,0,"UTM:(10S 053 429 10000)",""
"UTM:(10S 054 414 10000)",2.9,8,103,37.4507,-122.4912,0,"UTM:(10S 054 414 10000)",""
"UTM:(10S 054 415 10000)",2.1,7,93,37.5409,-122.4906,0,"UTM:(10S 054 415 10000)",""
"UTM:(10S 054 416 10000)",3.3,79,83,37.6310,-122.4899,0,"UTM:(10S 054 416 10000)",""
"UTM:(10S 054 417 10000)",3.3,313,73,37.7211,-122.4894,0,"UTM:(10S 054 417 10000)",""
"UTM:(10S 054 418 10000)",3.5,231,63,37.8113,-122.4887,0,"UTM:(10S 054 418 10000)",""
"UTM:(10S 054 419 10000)",3.2,86,54,37.9014,-122.4881,0,"UTM:(10S 054 419 10000)",""
"UTM:(10S 054 420 10000)",3.1,74,44,37.9915,-122.4874,0,"UTM:(10S 054 420 10000)",""
"UTM:(10S 054 421 10000)",3.3,23,34,38.0816,-122.4869,0,"UTM:(10S 054 421 10000)",""
"UTM:(10S 054 422 10000)",4.1,1,25,38.1718,-122.4862,0,"UTM:(10S 054 422 10000)",""
"UTM:(10S 054 423 10000)",5.0,80,17,38.2619,-122.4856,0,"UTM:(10S 054 423 10000)",""
"UTM:(10S 054 424 10000)",5.1,68,11,38.3520,-122.4849,0,"UTM:(10S 054 424 10000)",""
"UTM:(10S 054 425 10000)",4.6,6,13,38.4421,-122.4843,0,"UTM:(10S 054 425 10000)",""
"UTM:(10S 054 426 10000)",4.0,36,20,38.5323,-122.4837,0,"UTM:(10S 054 426 10000)",""
"UTM:(10S 054 427 10000)",3.2,6,29,38.6224,-122.4830,0,"UTM:(10S 054 427 10000)",""
"UTM:(10S 055 414 10000)",2.3,11,103,37.4502,-122.3781,0,"UTM:(10S 055 414 10000)",""
"UTM:(10S 055 415 10000)",3.0,61,93,37.5404,-122.3774,0,"UTM:(10S 055 415 10000)",""
"UTM:(10S 055 416 10000)",3.5,58,83,37.6304,-122.3766,0,"UTM:(10S 055 416 10000)",""
"UTM:(10S 055 417 10000)",3.0,145,73,37.7206,-122.3759,0,"UTM:(10S 055 417 10000)",""
"UTM:(10S 055 418 10000)",3.3,265,63,37.8107,-122.3751,0,"UTM:(10S 055 418 10000)",""
"UTM:(10S 055 419 10000)",3.1,41,53,37.9008,-122.3743,0,"UTM:(10S 055 419 10000)",""
"UTM:(10S 055 420 10000)",3.6,25,44,37.9909,-122.3736,0,"UTM:(10S 055 420 10000)",""
"UTM:(10S 055 423 10000)",6.9,45,16,38.2614,-122.3713,0,"UTM:(10S 055 423 10000)",""
"UTM:(10S 055 424 10000)",7.4,167,10,38.3514,-122.3705,0,"UTM:(10S 055 424 10000)",""
"UTM:(10S 055 425 10000)",5.4,18,12,38.4415,-122.3697,0,"UTM:(10S 055 425 10000)",""
"UTM:(10S 055 426 10000)",3.4,1,19,38.5316,-122.3689,0,"UTM:(10S 055 426 10000)",""
"UTM:(10S 055 427 10000)",2.2,1,29,38.6219,-122.3681,0,"UTM:(10S 055 427 10000)",""
"UTM:(10S 056 412 10000)",2.9,5,123,37.2693,-122.2669,0,"UTM:(10S 056 412 10000)",""
"UTM:(10S 056 413 10000)",2.4,9,114,37.3594,-122.2660,0,"UTM:(10S 056 413 10000)",""
"UTM:(10S 056 414 10000)",3.0,74,104,37.4496,-122.2651,0,"UTM:(10S 056 414 10000)",""
"UTM:(10S 056 415 10000)",3.0,172,94,37.5397,-122.2642,0,"UTM:(10S 056 415 10000)",""
"UTM:(10S 056 417 10000)",3.2,42,74,37.7199,-122.2624,0,"UTM:(10S 056 417 10000)",""
"UTM:(10S 056 418 10000)",3.3,234,65,37.8101,-122.2615,0,"UTM:(10S 056 418 10000)",""
"UTM:(10S 056 419 10000)",2.9,271,55,37.9002,-122.2606,0,"UTM:(10S 056 419 10000)",""
"UTM:(10S 056 420 10000)",3.4,56,45,37.9903,-122.2597,0,"UTM:(10S 056 420 10000)",""
"UTM:(10S 056 421 10000)",4.2,90,36,38.0804,-122.2588,0,"UTM:(10S 056 421 10000)",""
"UTM:(10S 056 422 10000)",4.6,42,28,38.1706,-122.2579,0,"UTM:(10S 056 422 10000)",""
"UTM:(10S 056 423 10000)",7.2,181,21,38.2607,-122.2570,0,"UTM:(10S 056 423 10000)",""
"UTM:(10S 056 424 10000)",7.0,190,16,38.3508,-122.2561,0,"UTM:(10S 056 424 10000)",""
"UTM:(10S 056 425 10000)",5.4,12,18,38.4409,-122.2552,0,"UTM:(10S 056 425 10000)",""
"UTM:(10S 057 410 10000)",3.3,3,145,37.0883,-122.1560,0,"UTM:(10S 057 410 10000)",""
"UTM:(10S 057 411 10000)",2.0,4,135,37.1784,-122.1551,0,"UTM:(10S 057 411 10000)",""
"UTM:(10S 057 413 10000)",2.9,10,115,37.3586,-122.1531,0,"UTM:(10S 057 413 10000)",""
"UTM:(10S 057 414 10000)",2.6,120,105,37.4488,-122.1521,0,"UTM:(10S 057 414 10000)",""
"UTM:(10S 057 416 10000)",3.0,11,86,37.6290,-122.1500,0,"UTM:(10S 057 416 10000)",""
"UTM:(10S 057 417 10000)",3.0,54,77,37.7191,-122.1489,0,"UTM:(10S 057 417 10000)",""
"UTM:(10S 057 418 10000)",2.9,44,67,37.8093,-122.1479,0,"UTM:(10S 057 418 10000)",""
"UTM:(10S 057 419 10000)",3.1,80,58,37.8995,-122.1469,0,"UTM:(10S 057 419 10000)",""
"UTM:(10S 057 420 10000)",3.7,63,49,37.9895,-122.1458,0,"UTM:(10S 057 420 10000)",""
"UTM:(10S 057 421 10000)",3.5,60,41,38.0797,-122.1448,0,"UTM:(10S 057 421 10000)",""
"UTM:(10S 057 422 10000)",3.8,15,34,38.1698,-122.1438,0,"UTM:(10S 057 422 10000)",""
"UTM:(10S 057 423 10000)",4.2,18,28,38.2599,-122.1427,0,"UTM:(10S 057 423 10000)",""
"UTM:(10S 057 424 10000)",5.3,2,25,38.3500,-122.1416,0,"UTM:(10S 057 424 10000)",""
"UTM:(10S 057 426 10000)",2.6,1,30,38.5302,-122.1395,0,"UTM:(10S 057 426 10000)",""
"UTM:(10S 058 409 10000)",2.0,5,156,36.9973,-122.0447,0,"UTM:(10S 058 409 10000)",""
"UTM:(10S 058 410 10000)",2.0,4,147,37.0874,-122.0436,0,"UTM:(10S 058 410 10000)",""
"UTM:(10S 058 411 10000)",1.0,2,137,37.1775,-122.0424,0,"UTM:(10S 058 411 10000)",""
"UTM:(10S 058 412 10000)",2.0,9,127,37.2677,-122.0413,0,"UTM:(10S 058 412 10000)",""
"UTM:(10S 058 413 10000)",2.4,114,118,37.3578,-122.0401,0,"UTM:(10S 058 413 10000)",""
"UTM:(10S 058 414 10000)",2.6,15,108,37.4479,-122.0390,0,"UTM:(10S 058 414 10000)",""
"UTM:(10S 058 415 10000)",3.0,64,99,37.5381,-122.0378,0,"UTM:(10S 058 415 10000)",""
"UTM:(10S 058 416 10000)",2.7,33,89,37.6282,-122.0367,0,"UTM:(10S 058 416 10000)",""
"UTM:(10S 058 417 10000)",2.8,26,80,37.7183,-122.0355,0,"UTM:(10S 058 417 10000)",""
"UTM:(10S 058 418 10000)",3.0,27,71,37.8084,-122.0344,0,"UTM:(10S 058 418 10000)",""
"UTM:(10S 058 419 10000)",3.4,161,63,37.8985,-122.0332,0,"UTM:(10S 058 419 10000)",""
"UTM:(10S 058 420 10000)",3.4,123,55,37.9886,-122.0320,0,"UTM:(10S 058 420 10000)",""
"UTM:(10S 058 423 10000)",3.6,142,37,38.2590,-122.0284,0,"UTM:(10S 058 423 10000)",""
"UTM:(10S 058 424 10000)",3.6,75,35,38.3491,-122.0272,0,"UTM:(10S 058 424 10000)",""
"UTM:(10S 058 425 10000)",3.7,8,35,38.4392,-122.0260,0,"UTM:(10S 058 425 10000)",""
"UTM:(10S 058 426 10000)",3.3,3,39,38.5294,-122.0248,0,"UTM:(10S 058 426 10000)",""
"UTM:(10S 058 434 10000)",2.0,1,103,39.2501,-122.0148,0,"UTM:(10S 058 434 10000)",""
"UTM:(10S 059 405 10000)",2.2,1,198,36.6358,-121.9373,0,"UTM:(10S 059 405 10000)",""
"UTM:(10S 059 409 10000)",2.7,1,159,36.9963,-121.9323,0,"UTM:(10S 059 409 10000)",""
"UTM:(10S 059 412 10000)",2.0,26,130,37.2668,-121.9285,0,"UTM:(10S 059 412 10000)",""
"UTM:(10S 059 413 10000)",2.5,48,121,37.3569,-121.9273,0,"UTM:(10S 059 413 10000)",""
"UTM:(10S 059 414 10000)",2.9,20,112,37.4470,-121.9260,0,"UTM:(10S 059 414 10000)",""
"UTM:(10S 059 415 10000)",2.7,67,103,37.5371,-121.9246,0,"UTM:(10S 059 415 10000)",""
"UTM:(10S 059 416 10000)",2.9,19,94,37.6272,-121.9234,0,"UTM:(10S 059 416 10000)",""
"UTM:(10S 059 417 10000)",3.2,121,85,37.7173,-121.9220,0,"UTM:(10S 059 417 10000)",""
"UTM:(10S 059 418 10000)",2.9,53,77,37.8075,-121.9207,0,"UTM:(10S 059 418 10000)",""
"UTM:(10S 059 419 10000)",3.1,12,69,37.8976,-121.9195,0,"UTM:(10S 059 419 10000)",""
"UTM:(10S 059 420 10000)",3.1,60,61,37.9877,-121.9181,0,"UTM:(10S 059 420 10000)",""
"UTM:(10S 059 421 10000)",3.5,4,55,38.0778,-121.9168,0,"UTM:(10S 059 421 10000)",""
"UTM:(10S 059 423 10000)",3.5,23,46,38.2580,-121.9141,0,"UTM:(10S 059 423 10000)",""
"UTM:(10S 059 424 10000)",3.6,66,44,38.3481,-121.9128,0,"UTM:(10S 059 424 10000)",""
"UTM:(10S 059 425 10000)",2.0,2,45,38.4382,-121.9115,0,"UTM:(10S 059 425 10000)",""
"UTM:(10S 059 426 10000)",3.7,10,47,38.5283,-121.9101,0,"UTM:(10S 059 426 10000)",""
"UTM:(10S 060 412 10000)",2.2,32,134,37.2656,-121.8158,0,"UTM:(10S 060 412 10000)",""
"UTM:(10S 060 413 10000)",2.5,18,125,37.3558,-121.8143,0,"UTM:(10S 060 413 10000)",""
"UTM:(10S 060 414 10000)",2.4,5,116,37.4459,-121.8130,0,"UTM:(10S 060 414 10000)",""
"UTM:(10S 060 416 10000)",2.3,9,99,37.6261,-121.8101,0,"UTM:(10S 060 416 10000)",""
"UTM:(10S 060 417 10000)",3.2,17,91,37.7162,-121.8087,0,"UTM:(10S 060 417 10000)",""
"UTM:(10S 060 419 10000)",3.1,1,75,37.8965,-121.8057,0,"UTM:(10S 060 419 10000)",""
"UTM:(10S 060 420 10000)",3.0,35,69,37.9866,-121.8042,0,"UTM:(10S 060 420 10000)",""
"UTM:(10S 060 425 10000)",3.0,13,55,38.4371,-121.7969,0,"UTM:(10S 060 425 10000)",""
"UTM:(10S 060 426 10000)",3.2,63,57,38.5272,-121.7954,0,"UTM:(10S 060 426 10000)",""
"UTM:(10S 060 427 10000)",2.8,9,61,38.6173,-121.7938,0,"UTM:(10S 060 427 10000)",""
"UTM:(10S 060 428 10000)",2.9,19,66,38.7074,-121.7923,0,"UTM:(10S 060 428 10000)",""
"UTM:(10S 061 406 10000)",2.2,1,193,36.7237,-121.7122,0,"UTM:(10S 061 406 10000)",""
"UTM:(10S 061 411 10000)",2.2,1,147,37.1744,-121.7045,0,"UTM:(10S 061 411 10000)",""
"UTM:(10S 061 412 10000)",2.2,1,138,37.2644,-121.7030,0,"UTM:(10S 061 412 10000)",""
"UTM:(10S 061 417 10000)",2.7,12,97,37.7151,-121.6952,0,"UTM:(10S 061 417 10000)",""
"UTM:(10S 061 419 10000)",2.0,3,83,37.8953,-121.6920,0,"UTM:(10S 061 419 10000)",""
"UTM:(10S 061 420 10000)",2.7,9,77,37.9853,-121.6904,0,"UTM:(10S 061 420 10000)",""
"UTM:(10S 061 421 10000)",4.6,3,72,38.0755,-121.6888,0,"UTM:(10S 061 421 10000)",""
"UTM:(10S 061 422 10000)",3.1,3,68,38.1655,-121.6872,0,"UTM:(10S 061 422 10000)",""
"UTM:(10S 061 426 10000)",3.0,34,66,38.5260,-121.6806,0,"UTM:(10S 061 426 10000)",""
"UTM:(10S 061 428 10000)",3.1,4,74,38.7062,-121.6774,0,"UTM:(10S 061 428 10000)",""
"UTM:(10S 062 410 10000)",2.0,1,161,37.0829,-121.5936,0,"UTM:(10S 062 410 10000)",""
"UTM:(10S 062 419 10000)",2.0,3,91,37.8940,-121.5783,0,"UTM:(10S 062 419 10000)",""
"UTM:(10S 062 423 10000)",3.4,2,75,38.2544,-121.5713,0,"UTM:(10S 062 423 10000)",""
"UTM:(10S 062 425 10000)",2.0,1,74,38.4346,-121.5678,0,"UTM:(10S 062 425 10000)",""
"UTM:(10S 062 426 10000)",2.6,25,76,38.5247,-121.5660,0,"UTM:(10S 062 426 10000)",""
"UTM:(10S 062 427 10000)",2.0,9,79,38.6147,-121.5642,0,"UTM:(10S 062 427 10000)",""
"UTM:(10S 063 417 10000)",2.0,4,111,37.7123,-121.4684,0,"UTM:(10S 063 417 10000)",""
"UTM:(10S 063 425 10000)",2.5,14,84,38.4331,-121.4532,0,"UTM:(10S 063 425 10000)",""
"UTM:(10S 063 426 10000)",2.6,28,86,38.5232,-121.4513,0,"UTM:(10S 063 426 10000)",""
"UTM:(10S 063 427 10000)",3.2,24,88,38.6133,-121.4494,0,"UTM:(10S 063 427 10000)",""
"UTM:(10S 063 428 10000)",1.0,1,92,38.7033,-121.4475,0,"UTM:(10S 063 428 10000)",""
"UTM:(10S 064 417 10000)",2.7,1,119,37.7108,-121.3549,0,"UTM:(10S 064 417 10000)",""
"UTM:(10S 064 419 10000)",1.0,1,108,37.8910,-121.3509,0,"UTM:(10S 064 419 10000)",""
"UTM:(10S 064 420 10000)",2.0,4,103,37.9810,-121.3489,0,"UTM:(10S 064 420 10000)",""
"UTM:(10S 064 422 10000)",2.0,2,97,38.1612,-121.3449,0,"UTM:(10S 064 422 10000)",""
"UTM:(10S 064 425 10000)",2.1,3,94,38.4315,-121.3387,0,"UTM:(10S 064 425 10000)",""
"UTM:(10S 064 426 10000)",2.4,8,95,38.5216,-121.3366,0,"UTM:(10S 064 426 10000)",""
"UTM:(10S 064 427 10000)",2.8,20,98,38.6116,-121.3346,0,"UTM:(10S 064 427 10000)",""
"UTM:(10S 064 428 10000)",2.0,3,101,38.7018,-121.3324,0,"UTM:(10S 064 428 10000)",""
"UTM:(10S 064 429 10000)",1.0,1,105,38.7918,-121.3304,0,"UTM:(10S 064 429 10000)",""
"UTM:(10S 065 421 10000)",1.0,1,109,38.0695,-121.2329,0,"UTM:(10S 065 421 10000)",""
"UTM:(10S 065 427 10000)",3.0,8,107,38.6099,-121.2198,0,"UTM:(10S 065 427 10000)",""
"UTM:(10S 065 428 10000)",2.9,4,110,38.7001,-121.2175,0,"UTM:(10S 065 428 10000)",""
"UTM:(10S 066 426 10000)",3.4,1,115,38.5181,-121.1073,0,"UTM:(10S 066 426 10000)",""
"UTM:(10S 066 427 10000)",2.0,3,117,38.6082,-121.1050,0,"UTM:(10S 066 427 10000)",""
"UTM:(10S 066 428 10000)",2.0,3,120,38.6982,-121.1025,0,"UTM:(10S 066 428 10000)",""
"UTM:(10S 066 430 10000)",2.1,1,127,38.8784,-121.0978,0,"UTM:(10S 066 430 10000)",""
"UTM:(10S 066 431 10000)",1.0,1,132,38.9684,-121.0954,0,"UTM:(10S 066 431 10000)",""
"UTM:(10S 066 433 10000)",2.0,1,143,39.1486,-121.0906,0,"UTM:(10S 066 433 10000)",""
"UTM:(10S 067 416 10000)",2.2,1,149,37.6154,-121.0172,0,"UTM:(10S 067 416 10000)",""
"UTM:(10S 067 424 10000)",2.7,1,124,38.3361,-120.9976,0,"UTM:(10S 067 424 10000)",""
"UTM:(10S 067 428 10000)",2.0,4,129,38.6963,-120.9877,0,"UTM:(10S 067 428 10000)",""
"UTM:(10S 067 433 10000)",2.1,1,151,39.1466,-120.9749,0,"UTM:(10S 067 433 10000)",""
"UTM:(10S 067 434 10000)",2.0,2,157,39.2366,-120.9723,0,"UTM:(10S 067 434 10000)",""
"UTM:(10S 069 429 10000)",2.2,1,151,38.7822,-120.7550,0,"UTM:(10S 069 429 10000)",""
"UTM:(10S 070 425 10000)",2.2,1,154,38.4198,-120.6518,0,"UTM:(10S 070 425 10000)",""
"UTM:(10S 071 390 10000)",2.0,1,380,35.2651,-120.6364,0,"UTM:(10S 071 390 10000)",""
"UTM:(10S 071 413 10000)",2.0,1,199,37.3368,-120.5730,0,"UTM:(10S 071 413 10000)",""
"UTM:(10S 071 429 10000)",3.1,1,170,38.7775,-120.5250,0,"UTM:(10S 071 429 10000)",""
"UTM:(10S 072 413 10000)",2.0,1,207,37.3344,-120.4603,0,"UTM:(10S 072 413 10000)",""
"UTM:(10S 072 421 10000)",2.2,1,177,38.0548,-120.4355,0,"UTM:(10S 072 421 10000)",""
"UTM:(10S 073 424 10000)",2.9,2,184,38.3223,-120.3118,0,"UTM:(10S 073 424 10000)",""
"UTM:(10S 079 402 10000)",2.5,1,330,36.3249,-119.7138,0,"UTM:(10S 079 402 10000)",""
"UTM:(10S 080 400 10000)",2.0,1,351,36.1418,-119.6104,0,"UTM:(10S 080 400 10000)",""
"UTM:(10S 083 424 10000)",2.7,1,283,38.2906,-119.1698,0,"UTM:(10S 083 424 10000)",""
"UTM:(10S 091 377 10000)",2.1,1,596,34.0336,-118.5061,0,"UTM:(10S 091 377 10000)",""
"UTM:(10S 091 381 10000)",1.0,1,565,34.3932,-118.4869,0,"UTM:(10S 091 381 10000)",""
"UTM:(10S 092 379 10000)",2.0,1,587,34.2094,-118.3883,0,"UTM:(10S 092 379 10000)",""
"UTM:(10S 094 379 10000)",1.0,1,600,34.2010,-118.1720,0,"UTM:(10S 094 379 10000)",""
"UTM:(10S 096 376 10000)",1.0,1,635,33.9228,-117.9716,0,"UTM:(10S 096 376 10000)",""
"UTM:(10S 102 377 10000)",2.0,1,669,33.9843,-117.3195,0,"UTM:(10S 102 377 10000)",""
