-122.3,37.8,3.00
-122.3,37.9,3.00
-122.3,37.8,4.00
-122.2,38,3.30
-122.2,39.5,4.80
-124.2,40.8,4.60
-124.3,40.6,2.50
-122.9,39,3.30
-122.5,37.9,1.00
-123.8,39.2,0.00
-123.6,39.3,6.80
-123.8,39.4,7.00
-120.9,38.9,8.00
-119,35.6,4.50
-123.8,39.3,7.10
-123.8,39.3,7.80
-123.6,39.3,0.00
-123.7,39.2,7.80
-123.8,39.4,8.40
-120.6,38.4,7.00
-123.7,38.9,5.90
-123.2,39.1,6.90
-122.3,38.3,2.30
-121.5,38.6,1.00
-122.4,37.8,5.00
-121.3,37.9,2.30
-121.6,37.3,1.00
-122.9,38.6,3.00
-122.7,38.4,4.60
-122.8,38.4,4.00
-122.2,40.2,4.00
-121.8,38.7,1.00
-122.9,40.7,2.30
