# Columns: ZIP/Location,CDI,No. of responses,Epicentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 035 381 10000)",7.6,5,34,34.4663,-118.5787,0,"UTM:(11S 035 381 10000)",""
"UTM:(11S 036 374 10000)",5.8,1,71,33.8366,-118.4590,0,"UTM:(11S 036 374 10000)",""
"UTM:(11S 036 375 10000)",6.7,7,62,33.9268,-118.4605,0,"UTM:(11S 036 375 10000)",""
"UTM:(11S 036 376 10000)",6.5,31,53,34.0170,-118.4621,0,"UTM:(11S 036 376 10000)",""
"UTM:(11S 036 377 10000)",6.9,22,45,34.1071,-118.4636,0,"UTM:(11S 036 377 10000)",""
"UTM:(11S 036 378 10000)",7.0,42,39,34.1972,-118.4651,0,"UTM:(11S 036 378 10000)",""
"UTM:(11S 036 379 10000)",8.4,43,33,34.2874,-118.4668,0,"UTM:(11S 036 379 10000)",""
"UTM:(11S 036 381 10000)",7.8,2,31,34.4677,-118.4699,0,"UTM:(11S 036 381 10000)",""
"UTM:(11S 037 373 10000)",4.3,4,80,33.7477,-118.3495,0,"UTM:(11S 037 373 10000)",""
"UTM:(11S 037 374 10000)",6.4,15,70,33.8379,-118.3510,0,"UTM:(11S 037 374 10000)",""
"UTM:(11S 037 375 10000)",6.2,13,62,33.9280,-118.3524,0,"UTM:(11S 037 375 10000)",""
"UTM:(11S 037 376 10000)",6.7,17,53,34.0182,-118.3538,0,"UTM:(11S 037 376 10000)",""
"UTM:(11S 037 377 10000)",6.6,20,45,34.1084,-118.3552,0,"UTM:(11S 037 377 10000)",""
"UTM:(11S 037 378 10000)",7.5,33,38,34.1985,-118.3567,0,"UTM:(11S 037 378 10000)",""
"UTM:(11S 037 379 10000)",7.8,13,33,34.2887,-118.3581,0,"UTM:(11S 037 379 10000)",""
"UTM:(11S 037 413 10000)",4.3,2,327,37.3533,-118.4114,0,"UTM:(11S 037 413 10000)",""
"UTM:(11S 038 373 10000)",4.7,4,81,33.7489,-118.2416,0,"UTM:(11S 038 373 10000)",""
"UTM:(11S 038 374 10000)",6.0,8,72,33.8390,-118.2429,0,"UTM:(11S 038 374 10000)",""
"UTM:(11S 038 375 10000)",5.9,7,63,33.9291,-118.2442,0,"UTM:(11S 038 375 10000)",""
"UTM:(11S 038 376 10000)",7.0,6,55,34.0194,-118.2455,0,"UTM:(11S 038 376 10000)",""
"UTM:(11S 038 377 10000)",7.3,27,47,34.1095,-118.2468,0,"UTM:(11S 038 377 10000)",""
"UTM:(11S 038 378 10000)",7.2,19,40,34.1997,-118.2481,0,"UTM:(11S 038 378 10000)",""
"UTM:(11S 038 379 10000)",7.9,5,35,34.2899,-118.2494,0,"UTM:(11S 038 379 10000)",""
"UTM:(11S 039 373 10000)",4.9,10,83,33.7499,-118.1336,0,"UTM:(11S 039 373 10000)",""
"UTM:(11S 039 374 10000)",6.0,26,74,33.8400,-118.1349,0,"UTM:(11S 039 374 10000)",""
"UTM:(11S 039 375 10000)",6.3,16,66,33.9302,-118.1360,0,"UTM:(11S 039 375 10000)",""
"UTM:(11S 039 376 10000)",7.4,3,58,34.0204,-118.1372,0,"UTM:(11S 039 376 10000)",""
"UTM:(11S 039 377 10000)",6.7,20,51,34.1106,-118.1384,0,"UTM:(11S 039 377 10000)",""
"UTM:(11S 039 378 10000)",7.0,16,45,34.2007,-118.1396,0,"UTM:(11S 039 378 10000)",""
"UTM:(11S 039 382 10000)",4.4,2,41,34.5614,-118.1446,0,"UTM:(11S 039 382 10000)",""
"UTM:(11S 039 383 10000)",5.2,2,46,34.6516,-118.1458,0,"UTM:(11S 039 383 10000)",""
"UTM:(11S 039 384 10000)",4.5,3,52,34.7417,-118.1470,0,"UTM:(11S 039 384 10000)",""
"UTM:(11S 039 387 10000)",6.0,1,76,35.0122,-118.1507,0,"UTM:(11S 039 387 10000)",""
"UTM:(11S 040 372 10000)",6.3,2,95,33.6607,-118.0246,0,"UTM:(11S 040 372 10000)",""
"UTM:(11S 040 373 10000)",6.2,9,86,33.7508,-118.0256,0,"UTM:(11S 040 373 10000)",""
"UTM:(11S 040 374 10000)",5.8,11,78,33.8409,-118.0268,0,"UTM:(11S 040 374 10000)",""
"UTM:(11S 040 375 10000)",5.8,11,70,33.9312,-118.0279,0,"UTM:(11S 040 375 10000)",""
"UTM:(11S 040 376 10000)",5.8,7,63,34.0213,-118.0289,0,"UTM:(11S 040 376 10000)",""
"UTM:(11S 040 377 10000)",6.5,17,56,34.1115,-118.0300,0,"UTM:(11S 040 377 10000)",""
"UTM:(11S 040 378 10000)",5.7,3,51,34.2017,-118.0311,0,"UTM:(11S 040 378 10000)",""
"UTM:(11S 041 371 10000)",5.5,1,108,33.5713,-117.9158,0,"UTM:(11S 041 371 10000)",""
"UTM:(11S 041 372 10000)",5.7,15,99,33.6615,-117.9168,0,"UTM:(11S 041 372 10000)",""
"UTM:(11S 041 373 10000)",5.6,6,91,33.7516,-117.9177,0,"UTM:(11S 041 373 10000)",""
"UTM:(11S 041 374 10000)",5.7,9,83,33.8418,-117.9186,0,"UTM:(11S 041 374 10000)",""
"UTM:(11S 041 375 10000)",5.4,5,75,33.9320,-117.9196,0,"UTM:(11S 041 375 10000)",""
"UTM:(11S 041 376 10000)",6.7,9,69,34.0222,-117.9206,0,"UTM:(11S 041 376 10000)",""
"UTM:(11S 041 377 10000)",6.9,10,63,34.1124,-117.9216,0,"UTM:(11S 041 377 10000)",""
"UTM:(11S 041 381 10000)",7.0,1,53,34.4731,-117.9256,0,"UTM:(11S 041 381 10000)",""
"UTM:(11S 041 386 10000)",2.5,1,76,34.9239,-117.9306,0,"UTM:(11S 041 386 10000)",""
"UTM:(11S 042 372 10000)",4.8,2,104,33.6623,-117.8089,0,"UTM:(11S 042 372 10000)",""
"UTM:(11S 042 373 10000)",4.8,8,96,33.7524,-117.8098,0,"UTM:(11S 042 373 10000)",""
"UTM:(11S 042 374 10000)",4.4,6,88,33.8426,-117.8106,0,"UTM:(11S 042 374 10000)",""
"UTM:(11S 042 375 10000)",5.5,3,82,33.9327,-117.8115,0,"UTM:(11S 042 375 10000)",""
"UTM:(11S 042 376 10000)",5.3,10,75,34.0229,-117.8123,0,"UTM:(11S 042 376 10000)",""
"UTM:(11S 042 377 10000)",7.0,6,70,34.1132,-117.8132,0,"UTM:(11S 042 377 10000)",""
"UTM:(11S 043 370 10000)",4.5,3,125,33.4825,-117.6996,0,"UTM:(11S 043 370 10000)",""
"UTM:(11S 043 376 10000)",5.4,3,83,34.0236,-117.7040,0,"UTM:(11S 043 376 10000)",""
"UTM:(11S 043 377 10000)",5.7,6,78,34.1138,-117.7047,0,"UTM:(11S 043 377 10000)",""
"UTM:(11S 044 369 10000)",5.4,1,139,33.3928,-117.5914,0,"UTM:(11S 044 369 10000)",""
"UTM:(11S 044 374 10000)",4.8,1,102,33.8439,-117.5944,0,"UTM:(11S 044 374 10000)",""
"UTM:(11S 044 375 10000)",4.8,2,96,33.9340,-117.5951,0,"UTM:(11S 044 375 10000)",""
"UTM:(11S 044 377 10000)",5.5,3,86,34.1144,-117.5963,0,"UTM:(11S 044 377 10000)",""
"UTM:(11S 044 381 10000)",4.1,1,79,34.4751,-117.5989,0,"UTM:(11S 044 381 10000)",""
"UTM:(11S 045 375 10000)",6.7,7,104,33.9345,-117.4869,0,"UTM:(11S 045 375 10000)",""
"UTM:(11S 045 376 10000)",5.2,1,99,34.0247,-117.4874,0,"UTM:(11S 045 376 10000)",""
"UTM:(11S 045 377 10000)",5.4,2,95,34.1149,-117.4879,0,"UTM:(11S 045 377 10000)",""
"UTM:(11S 046 376 10000)",3.9,4,107,34.0251,-117.3791,0,"UTM:(11S 046 376 10000)",""
"UTM:(11S 047 362 10000)",3.4,1,213,32.7626,-117.2669,0,"UTM:(11S 047 362 10000)",""
"UTM:(11S 047 363 10000)",3.4,1,205,32.8528,-117.2672,0,"UTM:(11S 047 363 10000)",""
"UTM:(11S 047 366 10000)",3.1,1,180,33.1234,-117.2679,0,"UTM:(11S 047 366 10000)",""
"UTM:(11S 047 376 10000)",3.8,1,116,34.0254,-117.2708,0,"UTM:(11S 047 376 10000)",""
"UTM:(11S 047 377 10000)",4.5,3,113,34.1155,-117.2711,0,"UTM:(11S 047 377 10000)",""
"UTM:(11S 047 378 10000)",5.3,1,110,34.2057,-117.2714,0,"UTM:(11S 047 378 10000)",""
"UTM:(11S 047 380 10000)",5.3,1,108,34.3861,-117.2720,0,"UTM:(11S 047 380 10000)",""
"UTM:(11S 047 382 10000)",5.8,2,109,34.5665,-117.2725,0,"UTM:(11S 047 382 10000)",""
"UTM:(11S 048 362 10000)",4.2,4,218,32.7627,-117.1601,0,"UTM:(11S 048 362 10000)",""
"UTM:(11S 048 363 10000)",3.1,1,210,32.8529,-117.1602,0,"UTM:(11S 048 363 10000)",""
"UTM:(11S 048 364 10000)",2.7,1,202,32.9432,-117.1604,0,"UTM:(11S 048 364 10000)",""
"UTM:(11S 048 376 10000)",5.0,4,125,34.0256,-117.1625,0,"UTM:(11S 048 376 10000)",""
"UTM:(11S 048 377 10000)",3.4,1,122,34.1157,-117.1627,0,"UTM:(11S 048 377 10000)",""
"UTM:(11S 048 381 10000)",4.5,2,117,34.4764,-117.1633,0,"UTM:(11S 048 381 10000)",""
"UTM:(11S 049 360 10000)",2.0,1,240,32.5825,-117.0532,0,"UTM:(11S 049 360 10000)",""
"UTM:(11S 049 361 10000)",3.8,1,232,32.6726,-117.0533,0,"UTM:(11S 049 361 10000)",""
"UTM:(11S 049 363 10000)",2.2,1,215,32.8530,-117.0534,0,"UTM:(11S 049 363 10000)",""
"UTM:(11S 049 366 10000)",3.1,1,192,33.1236,-117.0536,0,"UTM:(11S 049 366 10000)",""
"UTM:(11S 049 376 10000)",3.6,1,134,34.0256,-117.0541,0,"UTM:(11S 049 376 10000)",""
"UTM:(11S 049 386 10000)",2.7,1,138,34.9275,-117.0547,0,"UTM:(11S 049 386 10000)",""
"UTM:(11S 050 368 10000)",4.1,1,185,33.3041,-116.9462,0,"UTM:(11S 050 368 10000)",""
"UTM:(11S 050 375 10000)",4.4,2,147,33.9355,-116.9459,0,"UTM:(11S 050 375 10000)",""
