# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(11S 0318 3783 1000)",4.2,1,115,34.1767,-118.9693,0,"UTM:(11S 0318 3783 1000)",""
"UTM:(11S 0318 3792 1000)",2.2,1,117,34.2578,-118.9712,0,"UTM:(11S 0318 3792 1000)",""
"UTM:(11S 0318 3910 1000)",2.7,1,189,35.3213,-118.9967,0,"UTM:(11S 0318 3910 1000)",""
"UTM:(11S 0318 3915 1000)",2.0,3,193,35.3663,-118.9978,0,"UTM:(11S 0318 3915 1000)",""
"UTM:(11S 0318 3991 1000)",2.7,1,259,36.0511,-119.0150,0,"UTM:(11S 0318 3991 1000)",""
"UTM:(11S 0319 3769 1000)",3.1,1,111,34.0507,-118.9556,0,"UTM:(11S 0319 3769 1000)",""
"UTM:(11S 0319 3781 1000)",2.7,1,113,34.1588,-118.9581,0,"UTM:(11S 0319 3781 1000)",""
"UTM:(11S 0319 3782 1000)",2.0,2,113,34.1679,-118.9583,0,"UTM:(11S 0319 3782 1000)",""
"UTM:(11S 0319 3783 1000)",3.8,2,114,34.1769,-118.9585,0,"UTM:(11S 0319 3783 1000)",""
"UTM:(11S 0319 3784 1000)",2.6,4,114,34.1859,-118.9587,0,"UTM:(11S 0319 3784 1000)",""
"UTM:(11S 0319 3785 1000)",3.8,2,114,34.1949,-118.9589,0,"UTM:(11S 0319 3785 1000)",""
"UTM:(11S 0320 3782 1000)",3.0,3,112,34.1680,-118.9475,0,"UTM:(11S 0320 3782 1000)",""
"UTM:(11S 0320 3783 1000)",2.9,2,113,34.1770,-118.9477,0,"UTM:(11S 0320 3783 1000)",""
"UTM:(11S 0320 3784 1000)",4.1,1,113,34.1861,-118.9478,0,"UTM:(11S 0320 3784 1000)",""
"UTM:(11S 0320 3785 1000)",3.0,6,113,34.1951,-118.9480,0,"UTM:(11S 0320 3785 1000)",""
"UTM:(11S 0320 3855 1000)",2.0,1,147,34.8260,-118.9628,0,"UTM:(11S 0320 3855 1000)",""
"UTM:(11S 0321 3782 1000)",4.3,1,111,34.1682,-118.9366,0,"UTM:(11S 0321 3782 1000)",""
"UTM:(11S 0321 3783 1000)",3.1,2,112,34.1772,-118.9368,0,"UTM:(11S 0321 3783 1000)",""
"UTM:(11S 0321 3784 1000)",3.2,3,112,34.1862,-118.9370,0,"UTM:(11S 0321 3784 1000)",""
"UTM:(11S 0321 3785 1000)",3.4,1,112,34.1952,-118.9372,0,"UTM:(11S 0321 3785 1000)",""
"UTM:(11S 0321 3854 1000)",2.4,2,146,34.8171,-118.9517,0,"UTM:(11S 0321 3854 1000)",""
"UTM:(11S 0321 3855 1000)",3.2,4,146,34.8261,-118.9519,0,"UTM:(11S 0321 3855 1000)",""
"UTM:(11S 0321 3910 1000)",2.7,1,188,35.3218,-118.9637,0,"UTM:(11S 0321 3910 1000)",""
"UTM:(11S 0321 3916 1000)",2.7,1,193,35.3759,-118.9650,0,"UTM:(11S 0321 3916 1000)",""
"UTM:(11S 0321 3917 1000)",2.0,1,193,35.3849,-118.9652,0,"UTM:(11S 0321 3917 1000)",""
"UTM:(11S 0322 3783 1000)",2.0,1,111,34.1774,-118.9260,0,"UTM:(11S 0322 3783 1000)",""
"UTM:(11S 0322 3784 1000)",3.5,17,111,34.1864,-118.9262,0,"UTM:(11S 0322 3784 1000)",""
"UTM:(11S 0322 3785 1000)",4.0,14,111,34.1954,-118.9264,0,"UTM:(11S 0322 3785 1000)",""
"UTM:(11S 0322 3786 1000)",4.3,8,111,34.2044,-118.9266,0,"UTM:(11S 0322 3786 1000)",""
"UTM:(11S 0322 3805 1000)",3.1,1,118,34.3757,-118.9305,0,"UTM:(11S 0322 3805 1000)",""
"UTM:(11S 0322 3808 1000)",2.0,1,119,34.4027,-118.9311,0,"UTM:(11S 0322 3808 1000)",""
"UTM:(11S 0322 3854 1000)",2.9,2,145,34.8173,-118.9408,0,"UTM:(11S 0322 3854 1000)",""
"UTM:(11S 0322 3855 1000)",3.8,2,146,34.8263,-118.9409,0,"UTM:(11S 0322 3855 1000)",""
"UTM:(11S 0322 3913 1000)",2.9,1,190,35.3490,-118.9534,0,"UTM:(11S 0322 3913 1000)",""
"UTM:(11S 0322 3917 1000)",3.4,1,193,35.3851,-118.9543,0,"UTM:(11S 0322 3917 1000)",""
"UTM:(11S 0322 3992 1000)",3.1,1,258,36.0609,-118.9708,0,"UTM:(11S 0322 3992 1000)",""
"UTM:(11S 0323 3782 1000)",2.9,2,110,34.1685,-118.9149,0,"UTM:(11S 0323 3782 1000)",""
"UTM:(11S 0323 3783 1000)",2.7,1,110,34.1775,-118.9151,0,"UTM:(11S 0323 3783 1000)",""
"UTM:(11S 0323 3784 1000)",3.4,2,110,34.1866,-118.9153,0,"UTM:(11S 0323 3784 1000)",""
"UTM:(11S 0323 3785 1000)",3.3,3,110,34.1956,-118.9155,0,"UTM:(11S 0323 3785 1000)",""
"UTM:(11S 0323 3790 1000)",3.4,1,112,34.2407,-118.9166,0,"UTM:(11S 0323 3790 1000)",""
"UTM:(11S 0323 3793 1000)",3.1,1,113,34.2677,-118.9171,0,"UTM:(11S 0323 3793 1000)",""
"UTM:(11S 0323 3807 1000)",3.8,1,118,34.3939,-118.9201,0,"UTM:(11S 0323 3807 1000)",""
"UTM:(11S 0323 3808 1000)",3.6,2,118,34.4029,-118.9203,0,"UTM:(11S 0323 3808 1000)",""
"UTM:(11S 0323 3809 1000)",4.2,2,119,34.4119,-118.9204,0,"UTM:(11S 0323 3809 1000)",""
"UTM:(11S 0323 3854 1000)",2.7,1,144,34.8175,-118.9298,0,"UTM:(11S 0323 3854 1000)",""
"UTM:(11S 0323 3905 1000)",3.1,1,182,35.2771,-118.9407,0,"UTM:(11S 0323 3905 1000)",""
"UTM:(11S 0323 3919 1000)",1.0,1,194,35.4033,-118.9437,0,"UTM:(11S 0323 3919 1000)",""
"UTM:(11S 0324 3782 1000)",3.3,2,109,34.1687,-118.9041,0,"UTM:(11S 0324 3782 1000)",""
"UTM:(11S 0324 3783 1000)",3.8,3,109,34.1777,-118.9042,0,"UTM:(11S 0324 3783 1000)",""
"UTM:(11S 0324 3784 1000)",2.1,3,109,34.1867,-118.9044,0,"UTM:(11S 0324 3784 1000)",""
"UTM:(11S 0324 3785 1000)",2.7,1,109,34.1958,-118.9047,0,"UTM:(11S 0324 3785 1000)",""
"UTM:(11S 0324 3786 1000)",2.7,1,110,34.2048,-118.9049,0,"UTM:(11S 0324 3786 1000)",""
"UTM:(11S 0324 3787 1000)",4.3,1,110,34.2138,-118.9051,0,"UTM:(11S 0324 3787 1000)",""
"UTM:(11S 0324 3788 1000)",2.7,2,110,34.2228,-118.9053,0,"UTM:(11S 0324 3788 1000)",""
"UTM:(11S 0324 3793 1000)",3.9,4,112,34.2678,-118.9063,0,"UTM:(11S 0324 3793 1000)",""
"UTM:(11S 0324 3794 1000)",3.4,3,112,34.2769,-118.9065,0,"UTM:(11S 0324 3794 1000)",""
"UTM:(11S 0324 3808 1000)",3.9,3,117,34.4031,-118.9093,0,"UTM:(11S 0324 3808 1000)",""
"UTM:(11S 0324 3917 1000)",2.0,1,192,35.3854,-118.9322,0,"UTM:(11S 0324 3917 1000)",""
"UTM:(11S 0324 3919 1000)",2.0,1,193,35.4034,-118.9327,0,"UTM:(11S 0324 3919 1000)",""
"UTM:(11S 0324 3920 1000)",3.1,1,194,35.4124,-118.9329,0,"UTM:(11S 0324 3920 1000)",""
"UTM:(11S 0325 3768 1000)",3.8,1,105,34.0427,-118.8904,0,"UTM:(11S 0325 3768 1000)",""
"UTM:(11S 0325 3774 1000)",2.7,1,106,34.0968,-118.8916,0,"UTM:(11S 0325 3774 1000)",""
"UTM:(11S 0325 3783 1000)",4.0,5,108,34.1779,-118.8934,0,"UTM:(11S 0325 3783 1000)",""
"UTM:(11S 0325 3784 1000)",3.2,3,108,34.1869,-118.8936,0,"UTM:(11S 0325 3784 1000)",""
"UTM:(11S 0325 3785 1000)",4.3,2,108,34.1959,-118.8938,0,"UTM:(11S 0325 3785 1000)",""
"UTM:(11S 0325 3786 1000)",2.9,3,109,34.2049,-118.8940,0,"UTM:(11S 0325 3786 1000)",""
"UTM:(11S 0325 3793 1000)",3.1,2,111,34.2680,-118.8955,0,"UTM:(11S 0325 3793 1000)",""
"UTM:(11S 0325 3794 1000)",3.8,5,111,34.2770,-118.8956,0,"UTM:(11S 0325 3794 1000)",""
"UTM:(11S 0325 3795 1000)",3.9,3,111,34.2861,-118.8958,0,"UTM:(11S 0325 3795 1000)",""
"UTM:(11S 0325 3899 1000)",2.0,1,176,35.2234,-118.9174,0,"UTM:(11S 0325 3899 1000)",""
"UTM:(11S 0326 3778 1000)",3.1,1,106,34.1330,-118.8816,0,"UTM:(11S 0326 3778 1000)",""
"UTM:(11S 0326 3783 1000)",3.4,1,107,34.1780,-118.8826,0,"UTM:(11S 0326 3783 1000)",""
"UTM:(11S 0326 3784 1000)",3.1,9,107,34.1871,-118.8828,0,"UTM:(11S 0326 3784 1000)",""
"UTM:(11S 0326 3785 1000)",2.0,2,107,34.1961,-118.8830,0,"UTM:(11S 0326 3785 1000)",""
"UTM:(11S 0326 3786 1000)",3.1,1,108,34.2051,-118.8832,0,"UTM:(11S 0326 3786 1000)",""
"UTM:(11S 0326 3787 1000)",2.2,1,108,34.2141,-118.8834,0,"UTM:(11S 0326 3787 1000)",""
"UTM:(11S 0326 3788 1000)",3.1,8,108,34.2231,-118.8836,0,"UTM:(11S 0326 3788 1000)",""
"UTM:(11S 0326 3793 1000)",3.4,3,110,34.2682,-118.8846,0,"UTM:(11S 0326 3793 1000)",""
"UTM:(11S 0326 3795 1000)",3.4,1,110,34.2862,-118.8850,0,"UTM:(11S 0326 3795 1000)",""
"UTM:(11S 0327 3783 1000)",3.4,15,106,34.1782,-118.8717,0,"UTM:(11S 0327 3783 1000)",""
"UTM:(11S 0327 3784 1000)",3.4,2,106,34.1872,-118.8719,0,"UTM:(11S 0327 3784 1000)",""
"UTM:(11S 0327 3785 1000)",3.4,3,106,34.1962,-118.8722,0,"UTM:(11S 0327 3785 1000)",""
"UTM:(11S 0327 3787 1000)",2.8,3,107,34.2143,-118.8725,0,"UTM:(11S 0327 3787 1000)",""
"UTM:(11S 0327 3788 1000)",3.4,1,107,34.2233,-118.8727,0,"UTM:(11S 0327 3788 1000)",""
"UTM:(11S 0327 3792 1000)",3.3,2,108,34.2593,-118.8735,0,"UTM:(11S 0327 3792 1000)",""
"UTM:(11S 0327 3793 1000)",3.4,1,109,34.2683,-118.8738,0,"UTM:(11S 0327 3793 1000)",""
"UTM:(11S 0327 3794 1000)",4.3,1,109,34.2774,-118.8740,0,"UTM:(11S 0327 3794 1000)",""
"UTM:(11S 0327 3795 1000)",3.1,1,109,34.2864,-118.8741,0,"UTM:(11S 0327 3795 1000)",""
"UTM:(11S 0327 3858 1000)",2.7,1,144,34.8542,-118.8870,0,"UTM:(11S 0327 3858 1000)",""
"UTM:(11S 0328 3767 1000)",3.1,1,102,34.0341,-118.8577,0,"UTM:(11S 0328 3767 1000)",""
"UTM:(11S 0328 3775 1000)",2.7,1,103,34.1063,-118.8593,0,"UTM:(11S 0328 3775 1000)",""
"UTM:(11S 0328 3783 1000)",4.1,2,105,34.1784,-118.8609,0,"UTM:(11S 0328 3783 1000)",""
"UTM:(11S 0328 3784 1000)",2.5,2,105,34.1874,-118.8611,0,"UTM:(11S 0328 3784 1000)",""
"UTM:(11S 0328 3785 1000)",4.1,1,105,34.1964,-118.8613,0,"UTM:(11S 0328 3785 1000)",""
"UTM:(11S 0328 3786 1000)",3.9,2,106,34.2054,-118.8615,0,"UTM:(11S 0328 3786 1000)",""
"UTM:(11S 0328 3787 1000)",3.8,1,106,34.2144,-118.8617,0,"UTM:(11S 0328 3787 1000)",""
"UTM:(11S 0328 3788 1000)",2.7,1,106,34.2234,-118.8619,0,"UTM:(11S 0328 3788 1000)",""
"UTM:(11S 0328 3793 1000)",4.8,2,108,34.2685,-118.8629,0,"UTM:(11S 0328 3793 1000)",""
"UTM:(11S 0328 3795 1000)",3.2,3,109,34.2865,-118.8632,0,"UTM:(11S 0328 3795 1000)",""
"UTM:(11S 0328 3857 1000)",2.0,1,143,34.8454,-118.8758,0,"UTM:(11S 0328 3857 1000)",""
"UTM:(11S 0329 3779 1000)",2.7,1,103,34.1425,-118.8493,0,"UTM:(11S 0329 3779 1000)",""
"UTM:(11S 0329 3780 1000)",3.1,1,103,34.1515,-118.8494,0,"UTM:(11S 0329 3780 1000)",""
"UTM:(11S 0329 3782 1000)",2.6,2,104,34.1695,-118.8499,0,"UTM:(11S 0329 3782 1000)",""
"UTM:(11S 0329 3783 1000)",2.7,6,104,34.1786,-118.8501,0,"UTM:(11S 0329 3783 1000)",""
"UTM:(11S 0329 3784 1000)",3.4,2,104,34.1876,-118.8502,0,"UTM:(11S 0329 3784 1000)",""
"UTM:(11S 0329 3785 1000)",4.0,3,104,34.1966,-118.8504,0,"UTM:(11S 0329 3785 1000)",""
"UTM:(11S 0329 3786 1000)",4.6,1,105,34.2056,-118.8507,0,"UTM:(11S 0329 3786 1000)",""
"UTM:(11S 0329 3787 1000)",4.2,2,105,34.2146,-118.8509,0,"UTM:(11S 0329 3787 1000)",""
"UTM:(11S 0329 3788 1000)",3.4,4,105,34.2236,-118.8510,0,"UTM:(11S 0329 3788 1000)",""
"UTM:(11S 0329 3789 1000)",2.7,1,106,34.2326,-118.8512,0,"UTM:(11S 0329 3789 1000)",""
"UTM:(11S 0329 3796 1000)",2.7,2,108,34.2957,-118.8526,0,"UTM:(11S 0329 3796 1000)",""
"UTM:(11S 0329 3797 1000)",3.1,1,108,34.3047,-118.8528,0,"UTM:(11S 0329 3797 1000)",""
"UTM:(11S 0329 3856 1000)",3.1,1,141,34.8365,-118.8647,0,"UTM:(11S 0329 3856 1000)",""
"UTM:(11S 0329 3922 1000)",2.5,1,193,35.4313,-118.8783,0,"UTM:(11S 0329 3922 1000)",""
"UTM:(11S 0330 3778 1000)",3.4,1,102,34.1337,-118.8382,0,"UTM:(11S 0330 3778 1000)",""
"UTM:(11S 0330 3779 1000)",2.7,4,102,34.1427,-118.8384,0,"UTM:(11S 0330 3779 1000)",""
"UTM:(11S 0330 3780 1000)",3.3,3,102,34.1517,-118.8386,0,"UTM:(11S 0330 3780 1000)",""
"UTM:(11S 0330 3781 1000)",4.0,5,103,34.1607,-118.8388,0,"UTM:(11S 0330 3781 1000)",""
"UTM:(11S 0330 3782 1000)",2.7,6,103,34.1697,-118.8390,0,"UTM:(11S 0330 3782 1000)",""
"UTM:(11S 0330 3784 1000)",3.4,2,103,34.1877,-118.8394,0,"UTM:(11S 0330 3784 1000)",""
"UTM:(11S 0330 3785 1000)",4.6,1,104,34.1968,-118.8396,0,"UTM:(11S 0330 3785 1000)",""
"UTM:(11S 0330 3786 1000)",3.8,1,104,34.2057,-118.8398,0,"UTM:(11S 0330 3786 1000)",""
"UTM:(11S 0330 3787 1000)",4.2,7,104,34.2148,-118.8400,0,"UTM:(11S 0330 3787 1000)",""
"UTM:(11S 0330 3788 1000)",4.2,3,104,34.2238,-118.8401,0,"UTM:(11S 0330 3788 1000)",""
"UTM:(11S 0330 3796 1000)",3.4,1,107,34.2959,-118.8417,0,"UTM:(11S 0330 3796 1000)",""
"UTM:(11S 0330 3797 1000)",3.7,3,107,34.3049,-118.8419,0,"UTM:(11S 0330 3797 1000)",""
"UTM:(11S 0330 3902 1000)",2.5,1,176,35.2513,-118.8631,0,"UTM:(11S 0330 3902 1000)",""
"UTM:(11S 0331 3778 1000)",3.4,1,101,34.1338,-118.8274,0,"UTM:(11S 0331 3778 1000)",""
"UTM:(11S 0331 3779 1000)",3.8,1,101,34.1428,-118.8276,0,"UTM:(11S 0331 3779 1000)",""
"UTM:(11S 0331 3780 1000)",3.6,9,101,34.1518,-118.8278,0,"UTM:(11S 0331 3780 1000)",""
"UTM:(11S 0331 3781 1000)",3.7,17,102,34.1608,-118.8279,0,"UTM:(11S 0331 3781 1000)",""
"UTM:(11S 0331 3782 1000)",3.5,5,102,34.1698,-118.8281,0,"UTM:(11S 0331 3782 1000)",""
"UTM:(11S 0331 3787 1000)",3.4,6,103,34.2149,-118.8291,0,"UTM:(11S 0331 3787 1000)",""
"UTM:(11S 0331 3788 1000)",4.1,1,103,34.2240,-118.8294,0,"UTM:(11S 0331 3788 1000)",""
"UTM:(11S 0331 3796 1000)",3.4,1,106,34.2961,-118.8309,0,"UTM:(11S 0331 3796 1000)",""
"UTM:(11S 0331 3797 1000)",3.8,1,107,34.3051,-118.8311,0,"UTM:(11S 0331 3797 1000)",""
"UTM:(11S 0332 3764 1000)",2.2,1,98,34.0078,-118.8139,0,"UTM:(11S 0332 3764 1000)",""
"UTM:(11S 0332 3765 1000)",4.0,5,98,34.0168,-118.8141,0,"UTM:(11S 0332 3765 1000)",""
"UTM:(11S 0332 3766 1000)",3.4,1,98,34.0258,-118.8142,0,"UTM:(11S 0332 3766 1000)",""
"UTM:(11S 0332 3776 1000)",3.1,1,100,34.1159,-118.8161,0,"UTM:(11S 0332 3776 1000)",""
"UTM:(11S 0332 3780 1000)",3.4,6,100,34.1520,-118.8169,0,"UTM:(11S 0332 3780 1000)",""
"UTM:(11S 0332 3782 1000)",3.9,2,101,34.1700,-118.8173,0,"UTM:(11S 0332 3782 1000)",""
"UTM:(11S 0332 3783 1000)",4.5,2,101,34.1790,-118.8175,0,"UTM:(11S 0332 3783 1000)",""
"UTM:(11S 0332 3784 1000)",4.1,1,101,34.1881,-118.8177,0,"UTM:(11S 0332 3784 1000)",""
"UTM:(11S 0332 3790 1000)",4.8,1,103,34.2421,-118.8188,0,"UTM:(11S 0332 3790 1000)",""
"UTM:(11S 0332 3791 1000)",2.7,2,103,34.2511,-118.8191,0,"UTM:(11S 0332 3791 1000)",""
"UTM:(11S 0332 3919 1000)",2.0,1,189,35.4048,-118.8446,0,"UTM:(11S 0332 3919 1000)",""
"UTM:(11S 0332 3920 1000)",2.0,1,190,35.4138,-118.8448,0,"UTM:(11S 0332 3920 1000)",""
"UTM:(11S 0333 3765 1000)",4.8,2,97,34.0170,-118.8032,0,"UTM:(11S 0333 3765 1000)",""
"UTM:(11S 0333 3766 1000)",2.0,1,97,34.0260,-118.8034,0,"UTM:(11S 0333 3766 1000)",""
"UTM:(11S 0333 3776 1000)",3.1,1,99,34.1161,-118.8053,0,"UTM:(11S 0333 3776 1000)",""
"UTM:(11S 0333 3778 1000)",2.0,1,99,34.1341,-118.8057,0,"UTM:(11S 0333 3778 1000)",""
"UTM:(11S 0333 3779 1000)",3.4,11,99,34.1431,-118.8059,0,"UTM:(11S 0333 3779 1000)",""
"UTM:(11S 0333 3780 1000)",4.0,12,99,34.1521,-118.8061,0,"UTM:(11S 0333 3780 1000)",""
"UTM:(11S 0333 3785 1000)",3.8,1,101,34.1972,-118.8071,0,"UTM:(11S 0333 3785 1000)",""
"UTM:(11S 0333 3789 1000)",3.9,2,102,34.2333,-118.8078,0,"UTM:(11S 0333 3789 1000)",""
"UTM:(11S 0333 3790 1000)",3.6,3,102,34.2423,-118.8080,0,"UTM:(11S 0333 3790 1000)",""
"UTM:(11S 0333 3791 1000)",3.8,1,103,34.2513,-118.8082,0,"UTM:(11S 0333 3791 1000)",""
"UTM:(11S 0333 3794 1000)",2.0,1,104,34.2784,-118.8088,0,"UTM:(11S 0333 3794 1000)",""
"UTM:(11S 0333 3919 1000)",2.0,1,189,35.4050,-118.8336,0,"UTM:(11S 0333 3919 1000)",""
"UTM:(11S 0334 3765 1000)",3.4,1,96,34.0171,-118.7924,0,"UTM:(11S 0334 3765 1000)",""
"UTM:(11S 0334 3766 1000)",3.8,1,96,34.0261,-118.7926,0,"UTM:(11S 0334 3766 1000)",""
"UTM:(11S 0334 3767 1000)",2.7,1,96,34.0351,-118.7928,0,"UTM:(11S 0334 3767 1000)",""
"UTM:(11S 0334 3779 1000)",3.7,7,98,34.1433,-118.7951,0,"UTM:(11S 0334 3779 1000)",""
"UTM:(11S 0334 3780 1000)",3.5,9,98,34.1523,-118.7953,0,"UTM:(11S 0334 3780 1000)",""
"UTM:(11S 0334 3781 1000)",4.6,1,99,34.1613,-118.7954,0,"UTM:(11S 0334 3781 1000)",""
"UTM:(11S 0334 3791 1000)",3.8,1,102,34.2515,-118.7973,0,"UTM:(11S 0334 3791 1000)",""
"UTM:(11S 0334 3792 1000)",2.2,1,102,34.2605,-118.7976,0,"UTM:(11S 0334 3792 1000)",""
"UTM:(11S 0334 3793 1000)",2.4,3,102,34.2695,-118.7978,0,"UTM:(11S 0334 3793 1000)",""
"UTM:(11S 0334 3794 1000)",3.9,3,103,34.2785,-118.7979,0,"UTM:(11S 0334 3794 1000)",""
"UTM:(11S 0335 3779 1000)",3.7,4,97,34.1435,-118.7842,0,"UTM:(11S 0335 3779 1000)",""
"UTM:(11S 0335 3780 1000)",4.9,4,97,34.1525,-118.7844,0,"UTM:(11S 0335 3780 1000)",""
"UTM:(11S 0335 3781 1000)",2.9,2,98,34.1615,-118.7846,0,"UTM:(11S 0335 3781 1000)",""
"UTM:(11S 0335 3782 1000)",3.2,3,98,34.1705,-118.7848,0,"UTM:(11S 0335 3782 1000)",""
"UTM:(11S 0335 3783 1000)",4.4,4,98,34.1795,-118.7850,0,"UTM:(11S 0335 3783 1000)",""
"UTM:(11S 0335 3784 1000)",2.9,2,99,34.1885,-118.7851,0,"UTM:(11S 0335 3784 1000)",""
"UTM:(11S 0335 3790 1000)",2.7,1,100,34.2426,-118.7863,0,"UTM:(11S 0335 3790 1000)",""
"UTM:(11S 0335 3791 1000)",3.8,2,101,34.2516,-118.7865,0,"UTM:(11S 0335 3791 1000)",""
"UTM:(11S 0335 3792 1000)",3.2,4,101,34.2606,-118.7867,0,"UTM:(11S 0335 3792 1000)",""
"UTM:(11S 0335 3793 1000)",3.7,3,101,34.2696,-118.7868,0,"UTM:(11S 0335 3793 1000)",""
"UTM:(11S 0335 3794 1000)",4.2,8,102,34.2787,-118.7870,0,"UTM:(11S 0335 3794 1000)",""
"UTM:(11S 0335 3795 1000)",3.4,9,102,34.2877,-118.7873,0,"UTM:(11S 0335 3795 1000)",""
"UTM:(11S 0335 3809 1000)",4.8,2,108,34.4139,-118.7900,0,"UTM:(11S 0335 3809 1000)",""
"UTM:(11S 0336 3768 1000)",2.0,1,94,34.0444,-118.7713,0,"UTM:(11S 0336 3768 1000)",""
"UTM:(11S 0336 3779 1000)",4.1,10,96,34.1436,-118.7733,0,"UTM:(11S 0336 3779 1000)",""
"UTM:(11S 0336 3780 1000)",3.7,3,97,34.1526,-118.7736,0,"UTM:(11S 0336 3780 1000)",""
"UTM:(11S 0336 3781 1000)",2.7,1,97,34.1617,-118.7738,0,"UTM:(11S 0336 3781 1000)",""
"UTM:(11S 0336 3790 1000)",3.8,1,99,34.2428,-118.7755,0,"UTM:(11S 0336 3790 1000)",""
"UTM:(11S 0336 3791 1000)",3.4,1,100,34.2518,-118.7757,0,"UTM:(11S 0336 3791 1000)",""
"UTM:(11S 0336 3792 1000)",4.0,3,100,34.2608,-118.7758,0,"UTM:(11S 0336 3792 1000)",""
"UTM:(11S 0336 3793 1000)",3.6,4,100,34.2698,-118.7760,0,"UTM:(11S 0336 3793 1000)",""
"UTM:(11S 0336 3794 1000)",3.8,4,101,34.2788,-118.7762,0,"UTM:(11S 0336 3794 1000)",""
"UTM:(11S 0336 3795 1000)",3.1,1,101,34.2878,-118.7764,0,"UTM:(11S 0336 3795 1000)",""
"UTM:(11S 0337 3779 1000)",2.7,1,95,34.1438,-118.7625,0,"UTM:(11S 0337 3779 1000)",""
"UTM:(11S 0337 3780 1000)",3.3,2,96,34.1528,-118.7627,0,"UTM:(11S 0337 3780 1000)",""
"UTM:(11S 0337 3781 1000)",3.8,1,96,34.1618,-118.7629,0,"UTM:(11S 0337 3781 1000)",""
"UTM:(11S 0337 3782 1000)",3.3,2,96,34.1708,-118.7631,0,"UTM:(11S 0337 3782 1000)",""
"UTM:(11S 0337 3783 1000)",4.1,1,96,34.1798,-118.7632,0,"UTM:(11S 0337 3783 1000)",""
"UTM:(11S 0337 3784 1000)",3.4,1,97,34.1889,-118.7635,0,"UTM:(11S 0337 3784 1000)",""
"UTM:(11S 0337 3790 1000)",4.6,1,98,34.2429,-118.7646,0,"UTM:(11S 0337 3790 1000)",""
"UTM:(11S 0337 3791 1000)",4.5,2,99,34.2520,-118.7647,0,"UTM:(11S 0337 3791 1000)",""
"UTM:(11S 0337 3792 1000)",2.8,3,99,34.2610,-118.7649,0,"UTM:(11S 0337 3792 1000)",""
"UTM:(11S 0337 3793 1000)",4.3,3,100,34.2700,-118.7652,0,"UTM:(11S 0337 3793 1000)",""
"UTM:(11S 0337 3794 1000)",3.6,2,100,34.2790,-118.7654,0,"UTM:(11S 0337 3794 1000)",""
"UTM:(11S 0337 3795 1000)",3.8,1,100,34.2880,-118.7655,0,"UTM:(11S 0337 3795 1000)",""
"UTM:(11S 0338 3779 1000)",3.9,9,94,34.1439,-118.7517,0,"UTM:(11S 0338 3779 1000)",""
"UTM:(11S 0338 3780 1000)",2.7,1,95,34.1530,-118.7518,0,"UTM:(11S 0338 3780 1000)",""
"UTM:(11S 0338 3781 1000)",3.9,2,95,34.1620,-118.7520,0,"UTM:(11S 0338 3781 1000)",""
"UTM:(11S 0338 3782 1000)",3.6,3,95,34.1710,-118.7523,0,"UTM:(11S 0338 3782 1000)",""
"UTM:(11S 0338 3783 1000)",4.3,1,95,34.1800,-118.7525,0,"UTM:(11S 0338 3783 1000)",""
"UTM:(11S 0338 3784 1000)",2.1,1,96,34.1890,-118.7526,0,"UTM:(11S 0338 3784 1000)",""
"UTM:(11S 0338 3791 1000)",4.1,1,98,34.2521,-118.7540,0,"UTM:(11S 0338 3791 1000)",""
"UTM:(11S 0338 3792 1000)",4.6,5,98,34.2611,-118.7541,0,"UTM:(11S 0338 3792 1000)",""
"UTM:(11S 0338 3793 1000)",3.7,7,99,34.2701,-118.7543,0,"UTM:(11S 0338 3793 1000)",""
"UTM:(11S 0338 3794 1000)",3.6,4,99,34.2792,-118.7544,0,"UTM:(11S 0338 3794 1000)",""
"UTM:(11S 0338 3795 1000)",3.4,1,99,34.2882,-118.7546,0,"UTM:(11S 0338 3795 1000)",""
"UTM:(11S 0339 3770 1000)",4.5,1,92,34.0630,-118.7392,0,"UTM:(11S 0339 3770 1000)",""
"UTM:(11S 0339 3779 1000)",3.6,3,93,34.1441,-118.7408,0,"UTM:(11S 0339 3779 1000)",""
"UTM:(11S 0339 3791 1000)",3.4,1,97,34.2523,-118.7431,0,"UTM:(11S 0339 3791 1000)",""
"UTM:(11S 0339 3792 1000)",4.3,3,97,34.2613,-118.7432,0,"UTM:(11S 0339 3792 1000)",""
"UTM:(11S 0339 3793 1000)",2.9,4,98,34.2703,-118.7434,0,"UTM:(11S 0339 3793 1000)",""
"UTM:(11S 0339 3794 1000)",3.9,10,98,34.2793,-118.7437,0,"UTM:(11S 0339 3794 1000)",""
"UTM:(11S 0339 3795 1000)",3.1,1,98,34.2883,-118.7438,0,"UTM:(11S 0339 3795 1000)",""
"UTM:(11S 0340 3778 1000)",3.4,1,92,34.1352,-118.7298,0,"UTM:(11S 0340 3778 1000)",""
"UTM:(11S 0340 3793 1000)",2.8,3,97,34.2704,-118.7326,0,"UTM:(11S 0340 3793 1000)",""
"UTM:(11S 0340 3794 1000)",4.2,13,97,34.2794,-118.7328,0,"UTM:(11S 0340 3794 1000)",""
"UTM:(11S 0340 3795 1000)",3.6,2,98,34.2884,-118.7329,0,"UTM:(11S 0340 3795 1000)",""
