# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,City,State
"UTM:(10S 0522 4247 1000)",3.4,1,135,38.3754,-122.7424,0,"UTM:(10S 0522 4247 1000)",""
"UTM:(10S 0522 4251 1000)",2.0,1,138,38.4115,-122.7423,0,"UTM:(10S 0522 4251 1000)",""
"UTM:(10S 0522 4253 1000)",2.0,1,139,38.4295,-122.7423,0,"UTM:(10S 0522 4253 1000)",""
"UTM:(10S 0522 4256 1000)",2.2,1,142,38.4565,-122.7422,0,"UTM:(10S 0522 4256 1000)",""
"UTM:(10S 0522 4260 1000)",3.1,1,145,38.4926,-122.7420,0,"UTM:(10S 0522 4260 1000)",""
"UTM:(10S 0523 4239 1000)",2.2,1,128,38.3033,-122.7312,0,"UTM:(10S 0523 4239 1000)",""
"UTM:(10S 0523 4242 1000)",3.4,1,130,38.3303,-122.7311,0,"UTM:(10S 0523 4242 1000)",""
"UTM:(10S 0523 4244 1000)",3.9,2,132,38.3483,-122.7311,0,"UTM:(10S 0523 4244 1000)",""
"UTM:(10S 0523 4245 1000)",3.9,3,133,38.3574,-122.7311,0,"UTM:(10S 0523 4245 1000)",""
"UTM:(10S 0523 4250 1000)",2.0,1,136,38.4024,-122.7309,0,"UTM:(10S 0523 4250 1000)",""
"UTM:(10S 0523 4251 1000)",2.0,1,137,38.4114,-122.7309,0,"UTM:(10S 0523 4251 1000)",""
"UTM:(10S 0523 4252 1000)",2.2,1,138,38.4204,-122.7308,0,"UTM:(10S 0523 4252 1000)",""
"UTM:(10S 0523 4253 1000)",3.1,1,139,38.4295,-122.7308,0,"UTM:(10S 0523 4253 1000)",""
"UTM:(10S 0523 4254 1000)",2.7,1,140,38.4385,-122.7308,0,"UTM:(10S 0523 4254 1000)",""
"UTM:(10S 0523 4257 1000)",2.0,1,142,38.4655,-122.7306,0,"UTM:(10S 0523 4257 1000)",""
"UTM:(10S 0524 4239 1000)",2.0,1,127,38.3032,-122.7198,0,"UTM:(10S 0524 4239 1000)",""
"UTM:(10S 0524 4242 1000)",2.2,1,130,38.3303,-122.7197,0,"UTM:(10S 0524 4242 1000)",""
"UTM:(10S 0524 4243 1000)",2.2,1,130,38.3393,-122.7197,0,"UTM:(10S 0524 4243 1000)",""
"UTM:(10S 0524 4244 1000)",2.3,3,131,38.3483,-122.7197,0,"UTM:(10S 0524 4244 1000)",""
"UTM:(10S 0524 4253 1000)",1.0,1,138,38.4294,-122.7193,0,"UTM:(10S 0524 4253 1000)",""
"UTM:(10S 0524 4254 1000)",2.5,2,139,38.4384,-122.7192,0,"UTM:(10S 0524 4254 1000)",""
"UTM:(10S 0524 4255 1000)",2.1,4,140,38.4475,-122.7192,0,"UTM:(10S 0524 4255 1000)",""
"UTM:(10S 0524 4256 1000)",3.0,3,141,38.4565,-122.7192,0,"UTM:(10S 0524 4256 1000)",""
"UTM:(10S 0524 4257 1000)",1.0,2,141,38.4655,-122.7192,0,"UTM:(10S 0524 4257 1000)",""
"UTM:(10S 0524 4258 1000)",2.2,1,142,38.4745,-122.7192,0,"UTM:(10S 0524 4258 1000)",""
"UTM:(10S 0525 4194 1000)",3.7,3,97,37.8977,-122.7100,0,"UTM:(10S 0525 4194 1000)",""
"UTM:(10S 0525 4236 1000)",3.8,1,124,38.2762,-122.7084,0,"UTM:(10S 0525 4236 1000)",""
"UTM:(10S 0525 4242 1000)",2.0,7,129,38.3303,-122.7082,0,"UTM:(10S 0525 4242 1000)",""
"UTM:(10S 0525 4243 1000)",2.5,1,130,38.3393,-122.7082,0,"UTM:(10S 0525 4243 1000)",""
"UTM:(10S 0525 4244 1000)",3.5,5,130,38.3483,-122.7081,0,"UTM:(10S 0525 4244 1000)",""
"UTM:(10S 0525 4246 1000)",2.2,4,132,38.3663,-122.7081,0,"UTM:(10S 0525 4246 1000)",""
"UTM:(10S 0525 4247 1000)",3.4,1,133,38.3753,-122.7081,0,"UTM:(10S 0525 4247 1000)",""
"UTM:(10S 0525 4249 1000)",2.7,3,134,38.3933,-122.7080,0,"UTM:(10S 0525 4249 1000)",""
"UTM:(10S 0525 4251 1000)",2.0,2,136,38.4114,-122.7080,0,"UTM:(10S 0525 4251 1000)",""
"UTM:(10S 0525 4253 1000)",2.2,1,138,38.4294,-122.7079,0,"UTM:(10S 0525 4253 1000)",""
"UTM:(10S 0525 4254 1000)",3.0,4,138,38.4384,-122.7079,0,"UTM:(10S 0525 4254 1000)",""
"UTM:(10S 0525 4255 1000)",2.0,6,139,38.4474,-122.7078,0,"UTM:(10S 0525 4255 1000)",""
"UTM:(10S 0525 4256 1000)",2.2,1,140,38.4564,-122.7078,0,"UTM:(10S 0525 4256 1000)",""
"UTM:(10S 0525 4257 1000)",3.1,1,141,38.4655,-122.7078,0,"UTM:(10S 0525 4257 1000)",""
"UTM:(10S 0526 4194 1000)",2.0,2,96,37.8976,-122.6986,0,"UTM:(10S 0526 4194 1000)",""
"UTM:(10S 0526 4195 1000)",3.4,2,97,37.9066,-122.6986,0,"UTM:(10S 0526 4195 1000)",""
"UTM:(10S 0526 4197 1000)",2.7,1,98,37.9247,-122.6985,0,"UTM:(10S 0526 4197 1000)",""
"UTM:(10S 0526 4206 1000)",3.3,2,103,38.0058,-122.6981,0,"UTM:(10S 0526 4206 1000)",""
"UTM:(10S 0526 4208 1000)",2.2,1,104,38.0238,-122.6981,0,"UTM:(10S 0526 4208 1000)",""
"UTM:(10S 0526 4235 1000)",2.7,1,123,38.2672,-122.6970,0,"UTM:(10S 0526 4235 1000)",""
"UTM:(10S 0526 4239 1000)",3.4,1,126,38.3032,-122.6969,0,"UTM:(10S 0526 4239 1000)",""
"UTM:(10S 0526 4241 1000)",2.9,3,128,38.3212,-122.6969,0,"UTM:(10S 0526 4241 1000)",""
"UTM:(10S 0526 4242 1000)",2.4,7,128,38.3302,-122.6968,0,"UTM:(10S 0526 4242 1000)",""
"UTM:(10S 0526 4243 1000)",2.5,7,129,38.3392,-122.6968,0,"UTM:(10S 0526 4243 1000)",""
"UTM:(10S 0526 4244 1000)",2.8,10,130,38.3483,-122.6968,0,"UTM:(10S 0526 4244 1000)",""
"UTM:(10S 0526 4245 1000)",2.9,5,131,38.3573,-122.6967,0,"UTM:(10S 0526 4245 1000)",""
"UTM:(10S 0526 4246 1000)",2.0,2,131,38.3663,-122.6967,0,"UTM:(10S 0526 4246 1000)",""
"UTM:(10S 0526 4254 1000)",2.4,3,138,38.4384,-122.6963,0,"UTM:(10S 0526 4254 1000)",""
"UTM:(10S 0526 4256 1000)",3.8,1,139,38.4564,-122.6962,0,"UTM:(10S 0526 4256 1000)",""
"UTM:(10S 0527 4195 1000)",3.8,1,96,37.9066,-122.6872,0,"UTM:(10S 0527 4195 1000)",""
"UTM:(10S 0527 4206 1000)",3.1,1,102,38.0057,-122.6867,0,"UTM:(10S 0527 4206 1000)",""
"UTM:(10S 0527 4207 1000)",2.0,3,103,38.0148,-122.6867,0,"UTM:(10S 0527 4207 1000)",""
"UTM:(10S 0527 4211 1000)",3.8,1,106,38.0508,-122.6866,0,"UTM:(10S 0527 4211 1000)",""
"UTM:(10S 0527 4238 1000)",2.0,1,125,38.2942,-122.6856,0,"UTM:(10S 0527 4238 1000)",""
"UTM:(10S 0527 4241 1000)",3.1,2,127,38.3212,-122.6854,0,"UTM:(10S 0527 4241 1000)",""
"UTM:(10S 0527 4242 1000)",2.0,9,128,38.3302,-122.6853,0,"UTM:(10S 0527 4242 1000)",""
"UTM:(10S 0527 4243 1000)",2.2,7,128,38.3392,-122.6853,0,"UTM:(10S 0527 4243 1000)",""
"UTM:(10S 0527 4244 1000)",2.5,6,129,38.3482,-122.6852,0,"UTM:(10S 0527 4244 1000)",""
"UTM:(10S 0527 4245 1000)",3.2,3,130,38.3573,-122.6852,0,"UTM:(10S 0527 4245 1000)",""
"UTM:(10S 0527 4246 1000)",2.7,6,131,38.3663,-122.6852,0,"UTM:(10S 0527 4246 1000)",""
"UTM:(10S 0527 4247 1000)",2.5,1,132,38.3753,-122.6851,0,"UTM:(10S 0527 4247 1000)",""
"UTM:(10S 0527 4248 1000)",2.0,1,132,38.3843,-122.6851,0,"UTM:(10S 0527 4248 1000)",""
"UTM:(10S 0527 4256 1000)",1.0,1,139,38.4564,-122.6849,0,"UTM:(10S 0527 4256 1000)",""
"UTM:(10S 0528 4232 1000)",2.5,2,119,38.2400,-122.6744,0,"UTM:(10S 0528 4232 1000)",""
"UTM:(10S 0528 4233 1000)",3.1,1,120,38.2491,-122.6743,0,"UTM:(10S 0528 4233 1000)",""
"UTM:(10S 0528 4235 1000)",2.0,1,122,38.2671,-122.6742,0,"UTM:(10S 0528 4235 1000)",""
"UTM:(10S 0528 4236 1000)",2.7,2,122,38.2761,-122.6741,0,"UTM:(10S 0528 4236 1000)",""
"UTM:(10S 0528 4238 1000)",3.1,2,124,38.2941,-122.6740,0,"UTM:(10S 0528 4238 1000)",""
"UTM:(10S 0528 4239 1000)",3.4,1,125,38.3031,-122.6740,0,"UTM:(10S 0528 4239 1000)",""
"UTM:(10S 0528 4242 1000)",2.8,3,127,38.3302,-122.6739,0,"UTM:(10S 0528 4242 1000)",""
"UTM:(10S 0528 4243 1000)",3.9,8,128,38.3392,-122.6738,0,"UTM:(10S 0528 4243 1000)",""
"UTM:(10S 0528 4252 1000)",2.0,1,135,38.4203,-122.6736,0,"UTM:(10S 0528 4252 1000)",""
"UTM:(10S 0528 4253 1000)",2.7,1,136,38.4293,-122.6735,0,"UTM:(10S 0528 4253 1000)",""
"UTM:(10S 0528 4254 1000)",2.0,3,137,38.4383,-122.6735,0,"UTM:(10S 0528 4254 1000)",""
"UTM:(10S 0528 4255 1000)",2.2,1,137,38.4473,-122.6733,0,"UTM:(10S 0528 4255 1000)",""
"UTM:(10S 0528 4256 1000)",2.7,1,138,38.4564,-122.6733,0,"UTM:(10S 0528 4256 1000)",""
"UTM:(10S 0529 4195 1000)",3.8,1,94,37.9065,-122.6644,0,"UTM:(10S 0529 4195 1000)",""
"UTM:(10S 0529 4207 1000)",2.0,1,101,38.0147,-122.6639,0,"UTM:(10S 0529 4207 1000)",""
"UTM:(10S 0529 4232 1000)",2.0,1,119,38.2400,-122.6629,0,"UTM:(10S 0529 4232 1000)",""
"UTM:(10S 0529 4233 1000)",2.8,6,120,38.2490,-122.6628,0,"UTM:(10S 0529 4233 1000)",""
"UTM:(10S 0529 4234 1000)",3.4,1,120,38.2580,-122.6628,0,"UTM:(10S 0529 4234 1000)",""
"UTM:(10S 0529 4236 1000)",2.2,1,122,38.2761,-122.6627,0,"UTM:(10S 0529 4236 1000)",""
"UTM:(10S 0529 4238 1000)",2.0,1,123,38.2941,-122.6626,0,"UTM:(10S 0529 4238 1000)",""
"UTM:(10S 0529 4239 1000)",2.7,1,124,38.3031,-122.6626,0,"UTM:(10S 0529 4239 1000)",""
"UTM:(10S 0529 4252 1000)",2.0,1,134,38.4203,-122.6620,0,"UTM:(10S 0529 4252 1000)",""
"UTM:(10S 0529 4253 1000)",2.0,1,135,38.4293,-122.6620,0,"UTM:(10S 0529 4253 1000)",""
"UTM:(10S 0529 4258 1000)",2.0,1,139,38.4743,-122.6618,0,"UTM:(10S 0529 4258 1000)",""
"UTM:(10S 0530 4194 1000)",4.1,1,93,37.8975,-122.6531,0,"UTM:(10S 0530 4194 1000)",""
"UTM:(10S 0530 4206 1000)",3.1,1,100,38.0057,-122.6526,0,"UTM:(10S 0530 4206 1000)",""
"UTM:(10S 0530 4210 1000)",3.1,1,103,38.0417,-122.6524,0,"UTM:(10S 0530 4210 1000)",""
"UTM:(10S 0530 4212 1000)",3.1,3,104,38.0597,-122.6523,0,"UTM:(10S 0530 4212 1000)",""
"UTM:(10S 0530 4230 1000)",3.1,1,117,38.2220,-122.6516,0,"UTM:(10S 0530 4230 1000)",""
"UTM:(10S 0530 4231 1000)",2.0,5,117,38.2310,-122.6515,0,"UTM:(10S 0530 4231 1000)",""
"UTM:(10S 0530 4232 1000)",2.4,17,118,38.2400,-122.6515,0,"UTM:(10S 0530 4232 1000)",""
"UTM:(10S 0530 4233 1000)",2.0,1,119,38.2490,-122.6515,0,"UTM:(10S 0530 4233 1000)",""
"UTM:(10S 0530 4234 1000)",3.1,1,120,38.2580,-122.6514,0,"UTM:(10S 0530 4234 1000)",""
"UTM:(10S 0530 4235 1000)",2.0,2,120,38.2670,-122.6514,0,"UTM:(10S 0530 4235 1000)",""
"UTM:(10S 0530 4236 1000)",2.4,3,121,38.2760,-122.6513,0,"UTM:(10S 0530 4236 1000)",""
"UTM:(10S 0530 4254 1000)",2.0,1,135,38.4382,-122.6506,0,"UTM:(10S 0530 4254 1000)",""
"UTM:(10S 0530 4255 1000)",1.0,1,136,38.4473,-122.6505,0,"UTM:(10S 0530 4255 1000)",""
"UTM:(10S 0531 4195 1000)",3.1,1,93,37.9065,-122.6417,0,"UTM:(10S 0531 4195 1000)",""
"UTM:(10S 0531 4205 1000)",3.4,1,99,37.9966,-122.6412,0,"UTM:(10S 0531 4205 1000)",""
"UTM:(10S 0531 4206 1000)",3.1,3,99,38.0056,-122.6412,0,"UTM:(10S 0531 4206 1000)",""
"UTM:(10S 0531 4211 1000)",2.7,1,103,38.0507,-122.6410,0,"UTM:(10S 0531 4211 1000)",""
"UTM:(10S 0531 4217 1000)",2.2,1,107,38.1048,-122.6407,0,"UTM:(10S 0531 4217 1000)",""
"UTM:(10S 0531 4230 1000)",3.0,3,116,38.2219,-122.6402,0,"UTM:(10S 0531 4230 1000)",""
"UTM:(10S 0531 4231 1000)",3.0,13,117,38.2309,-122.6401,0,"UTM:(10S 0531 4231 1000)",""
"UTM:(10S 0531 4232 1000)",2.4,4,117,38.2400,-122.6401,0,"UTM:(10S 0531 4232 1000)",""
"UTM:(10S 0531 4233 1000)",3.0,3,118,38.2490,-122.6400,0,"UTM:(10S 0531 4233 1000)",""
"UTM:(10S 0531 4234 1000)",2.0,4,119,38.2580,-122.6399,0,"UTM:(10S 0531 4234 1000)",""
"UTM:(10S 0531 4235 1000)",2.8,6,120,38.2670,-122.6399,0,"UTM:(10S 0531 4235 1000)",""
"UTM:(10S 0531 4236 1000)",2.0,1,120,38.2760,-122.6398,0,"UTM:(10S 0531 4236 1000)",""
"UTM:(10S 0531 4242 1000)",2.0,1,125,38.3301,-122.6396,0,"UTM:(10S 0531 4242 1000)",""
"UTM:(10S 0531 4245 1000)",2.7,2,128,38.3571,-122.6395,0,"UTM:(10S 0531 4245 1000)",""
"UTM:(10S 0531 4270 1000)",2.2,1,148,38.5824,-122.6384,0,"UTM:(10S 0531 4270 1000)",""
"UTM:(10S 0532 4218 1000)",2.2,1,107,38.1137,-122.6293,0,"UTM:(10S 0532 4218 1000)",""
"UTM:(10S 0532 4229 1000)",1.0,1,115,38.2129,-122.6287,0,"UTM:(10S 0532 4229 1000)",""
"UTM:(10S 0532 4230 1000)",3.4,2,115,38.2219,-122.6287,0,"UTM:(10S 0532 4230 1000)",""
"UTM:(10S 0532 4231 1000)",2.5,5,116,38.2309,-122.6286,0,"UTM:(10S 0532 4231 1000)",""
"UTM:(10S 0532 4232 1000)",2.0,3,117,38.2399,-122.6286,0,"UTM:(10S 0532 4232 1000)",""
"UTM:(10S 0532 4233 1000)",2.9,2,118,38.2489,-122.6285,0,"UTM:(10S 0532 4233 1000)",""
"UTM:(10S 0532 4234 1000)",2.3,5,118,38.2580,-122.6285,0,"UTM:(10S 0532 4234 1000)",""
"UTM:(10S 0532 4235 1000)",2.0,4,119,38.2670,-122.6285,0,"UTM:(10S 0532 4235 1000)",""
"UTM:(10S 0532 4242 1000)",4.1,1,125,38.3300,-122.6282,0,"UTM:(10S 0532 4242 1000)",""
"UTM:(10S 0532 4247 1000)",2.7,1,129,38.3751,-122.6279,0,"UTM:(10S 0532 4247 1000)",""
"UTM:(10S 0532 4257 1000)",2.0,1,137,38.4652,-122.6275,0,"UTM:(10S 0532 4257 1000)",""
