OBJECTID	TARGET_FID	LON	LAT	MAX_MMI	EARTHQUAKE
1681	3233	-115.3641167	34.58724206		
1682	6650	-121.023503	36.77599673		
1683	11986	-121.023503	40.01367269		
1684	8258	-122.4608075	37.77670394	8.5	Historic MMI\pt__1984a
1685	12086	-122.4608075	40.08243916		
1686	12310	-123.1794597	40.2197639		
1687	14063	-122.0116498	41.24083088		
1688	8158	-121.023503	37.70566666	5	DYFI\ca_2019b
1689	3311	-118.7777148	34.66116407		
1690	4624	-115.4539483	35.46994406		
1691	5524	-117.9692311	36.05309384	5.4	Historic MMI\pt_1946
1692	14080	-120.4845138	41.24083088		
1693	3927	-115.5437798	35.02978462		
1694	5846	-120.3048508	36.2706708		
1695	7035	-117.6997365	36.99155291		
1696	4589	-118.5980518	35.46994406		
1697	6787	-119.1370409	36.8479164	2.7	DYFI\ca_2019b
1698	4279	-115.1844537	35.25016306		
1699	6096	-118.6878833	36.41538631		
1700	1456	-118.6535235	33.47612641		
1701	14188	-121.2031661	41.30834436		
1702	11516	-121.5624922	39.73791355	1	DYFI\ca_2019b
1703	15316	-124.0779083	41.97144052		
1704	3999	-119.496367	35.10331038	8	Historic MMI\pt__1952a
1705	1712	-116.5319266	33.62029027		
1706	5644	-117.6099049	36.12568658		
1707	5498	-120.3048508	36.05309384		
1708	14156	-124.077775	41.30834436	5.5	Historic MMI\pt__1906
1709	7477	-119.6760301	37.27801331	2.4	DYFI\ca_2019b
1710	2266	-118.8616875	34.00064926	5	DYFI\ca_2019b
1711	982	-119.5650891	33.19642799		
1712	9778	-121.3828291	38.69396768	3.8	DYFI\ca_2019b
1713	5763	-117.3404104	36.19821225		
1714	5432	-115.8457298	35.95379186		
1715	5654	-116.7115897	36.12568658		
1716	7563	-122.3709759	37.34945884	7.5	Historic MMI\pt__1984a
1717	12419	-123.8082804	40.28832212		
1718	11861	-121.8319868	39.94483687		
1719	4697	-119.316704	35.54307135	3.4	DYFI\ca_2019b
1720	7219	-122.0116498	37.13491868	9.5	Historic MMI\pt__1984a
1721	3475	-114.4934468	34.71131342	4.8	Historic MMI\pt__1968
1722	7812	-120.84384	37.49214606	5.5	Historic MMI\pt__1984a
1723	7365	-119.316704	37.20649991		
1724	7367	-119.1370409	37.20649991		
1725	3681	-116.8014212	34.88253456	6.3	Historic MMI\pt__1968
1726	13364	-122.2811444	40.83428469		
1727	5153	-120.0353562	35.83491374		
1728	12541	-123.2692912	40.35681087		
1729	12222	-120.6641769	40.15113624		
1730	11506	-122.4608075	39.73791355		
1731	4695	-119.496367	35.54307135		
1732	2728	-119.0472094	34.29089643	6.1	DYFI\ca_2019b
1733	15223	-122.0116498	41.91282048		
1734	6115	-116.9810842	36.41538631		
1735	6694	-117.0709158	36.77599673		
1736	4684	-120.4845138	35.54307135	5.5	Historic MMI\pt__1952b
1737	10914	-123.5387858	39.39165705		
1738	10126	-121.3828291	38.90399773	2	DYFI\ca2014
1739	5731	-120.2150193	36.19821225		
1740	15313	-124.310818	41.9951487		
1741	5287	-118.4183887	35.90770736		
1742	11625	-122.1913129	39.80695727		
1743	11750	-121.3828291	39.87593172		
1744	12905	-121.8319868	40.56186003		
1745	1383	-114.8251276	33.39558348		
1746	14525	-122.1913129	41.51046567		
1747	11981	-121.4726607	40.01367269		
1748	13714	-122.1014814	41.03787166		
1749	11032	-123.3591228	39.46104663	2	DYFI\ca_2003
1750	9063	-123.080591	38.27788372		
1751	14896	-120.1251877	41.71195789		
1752	9105	-119.316704	38.27205313		
1753	12693	-120.0379642	40.42523225		
1754	8031	-122.0116498	37.63456121	4.6	DYFI\ca_2019b
1755	1706	-117.0709158	33.62029027	7	DYFI\ca_2019b
1756	7260	-118.3285572	37.13491868	8.5	Historic MMI\pt__1986b
1757	3891	-118.7777148	35.02978462		
1758	6985	-122.1891567	36.99346547	7	Historic MMI\pt__1984a
1759	11143	-123.8044484	39.5289378		
1760	2749	-117.1607473	34.29089643	7	Historic MMI\pt__1968
1761	3877	-120.0353562	35.02978462		
1762	793	-115.7234428	33.0197787		
1763	5271	-119.8556931	35.90770736		
1764	7109	-121.4726607	37.06326967	4.6	DYFI\ca_2007
1765	7380	-117.9692311	37.20649991		
1766	1136	-116.1726005	33.24545522		
1767	9179	-123.0896277	38.34254364	8.5	Historic MMI\pt__1906
1768	6113	-117.1607473	36.41538631		
1769	5504	-119.7658616	36.05309384		
1770	10912	-123.7184489	39.39165705		
1771	2752	-116.8912527	34.29089643	7.8	DYFI\ca_2019b
1772	4840	-116.8912527	35.61613202		
1773	12542	-123.1794597	40.35681087		
1774	6545	-120.0353562	36.70400952	5.3	Historic MMI\pt__1980a
1775	8986	-119.5861986	38.20149409		
1776	8273	-121.1133345	37.77670394	4.8	DYFI\ca_2019b
1777	6177	-121.8319868	36.48764317	5	DYFI\ca_2007
1778	14277	-123.6286173	41.37578799		
1779	3541	-118.9573779	34.80881039	7	Historic MMI\pt__1952a
1780	2867	-116.9810842	34.36508134	6.3	DYFI\ca_2009
1781	10837	-120.0432944	39.322217	3.3	DYFI\ca_2001
1782	762	-118.521426	33.01412834		
1783	3087	-118.0590626	34.51325422	5.4	DYFI\ca_2019b
1784	6059	-121.9777751	36.42645167		
1785	5167	-118.7777148	35.83491374		
1786	3550	-118.1488941	34.80881039	6.3	DYFI\ca_2019b
1787	13466	-123.5387858	40.90221672		
1788	2769	-115.3641167	34.29089643		
1789	12923	-120.2150193	40.56186003		
1790	2765	-115.7234428	34.29089643		
1791	13696	-123.7184489	41.03787166		
1792	14739	-123.8082804	41.64486375		
1793	6680	-118.3285572	36.77599673		
1794	4351	-119.1370409	35.32348985	7.1	Historic MMI\pt__1987a
1795	12191	-123.4489543	40.15113624		
1796	9212	-120.1251877	38.34254367		
1797	9896	-121.2031661	38.76404647	4	Historic MMI\pt__1872
1798	5278	-119.2268724	35.90770736	6.8	Historic MMI\pt__1952a
1799	3693	-115.7234428	34.88253456		
1800	2979	-117.3404104	34.43920062	6	DYFI\ca_2019b
1801	11396	-121.9218183	39.6688006	3.1	DYFI\ca_2005b
1802	11036	-122.9997966	39.46104663		
1803	11416	-120.1251877	39.6688006		
1804	5607	-120.9336715	36.12568658		
1805	6069	-121.1133345	36.41538631	3.3	Historic MMI\pt__1927b
1806	14052	-122.9997966	41.24083088		
1807	11633	-121.4726607	39.80695727		
1808	12112	-120.1251877	40.08243916		
1809	5518	-118.5082202	36.05309384		
1810	876	-118.653252	33.06605969		
1811	6218	-118.1488941	36.48764317		
1812	9532	-122.6404705	38.55360398	4.1	DYFI\ca_2007
1813	6428	-120.1251877	36.63195482		
1814	6684	-117.9692311	36.77599673		
1815	8764	-118.694783	38.05439567		
1816	11157	-122.550639	39.53036711		
1817	12669	-122.1913129	40.42523013	2	DYFI\ca_2005b
1818	8621	-121.1133345	37.98940647	5.2	Historic MMI\pt__1952a
1819	15230	-121.3828291	41.91282048		
1820	5993	-117.5200734	36.34306217		
1821	10370	-120.3048508	39.04367366		
1822	547	-116.9810842	32.86900579	5.8	Historic MMI\pt__1968
1823	12573	-120.3946823	40.35681087	5.6	Historic MMI\pt__1966
1824	5489	-121.1133345	36.05309384		
1825	9436	-120.84384	38.48331914	1	Historic MMI\pt__1952a
1826	5172	-118.3285572	35.83491374		
1827	6912	-118.3285572	36.91976847		
1828	8649	-118.6032866	37.98496894		
1829	9682	-119.5861986	38.62382017		
1830	2761	-116.082769	34.29089643	5.4	DYFI\ca_1999
1831	5079	-116.262432	35.76205328		
1832	8293	-119.316704	37.77670394		
1833	7588	-120.1251877	37.34945884		
1834	8746	-120.3048508	38.06017072	4.1	DYFI\ca_2019b
1835	6913	-118.2387256	36.91976847		
1836	9671	-120.5743454	38.62382017	4	Historic MMI\pt__1952a
1837	6909	-118.5980518	36.91976847	5.4	Historic MMI\pt__1986b
1838	9438	-120.6641769	38.48331914	3.8	DYFI\ca_2007
1839	12781	-122.550639	40.49357985		
1840	2619	-118.4183887	34.21664596	7	Historic MMI\pt__1987a
1841	1815	-117.6997365	33.69506275	5.4	DYFI\ca_2019b
1842	13246	-122.4608075	40.76628298		
1843	3997	-119.6760301	35.10331038		
1844	12305	-123.6286173	40.2197639		
1845	8848	-121.5624922	38.13086661	5	Historic MMI\pt__1948b
1846	5069	-117.1607473	35.76205328		
1847	4100	-120.8412123	35.17894989		
1848	3118	-115.2742852	34.51325422		
1849	6805	-117.5200734	36.8479164		
1850	10124	-121.5624922	38.90399773		
1851	15352	-120.8438098	41.97004294		
1852	6443	-118.7777148	36.63195482	3.4	DYFI\ca_2019b
1853	15240	-120.4845138	41.91282048		
1854	667	-116.6217581	32.94442438	4.8	Historic MMI\pt__1940
1855	8154	-121.3828291	37.70566666	5.5	Historic MMI\pt__1906
1856	13809	-123.9879435	41.10559451		
1857	2506	-118.1488941	34.14233	8	Historic MMI\pt__1987a
1858	3551	-118.0590626	34.80881039		
1859	5963	-120.2150193	36.34306217	3.8	DYFI\ca_2004
1860	2493	-119.28414	34.16013885		
1861	3756	-120.4845138	34.95619266	6	Historic MMI\pt__1952a
1862	13582	-123.5387858	40.97007905		
1863	6061	-121.8319868	36.41538631	3.4	DYFI\ca_2007
1864	4341	-120.0353562	35.32348985	1	DYFI\ca_1999
1865	4507	-115.5437798	35.39675021		
1866	9335	-119.496367	38.41296569		
1867	15092	-123.3591228	41.84593627		
1868	9196	-121.5624922	38.34254367	4.1	Historic MMI\pt__1954b
1869	6678	-118.5082202	36.77599673		
1870	5609	-120.7540084	36.12568658		
1871	3350	-115.2742852	34.66116407		
1872	4035	-116.262432	35.10331038		
1873	5270	-119.9455247	35.90770736		
1874	3669	-117.8793995	34.88253456	3.4	DYFI\ca_2008b
1875	8611	-122.0116498	37.98940647	7	Historic MMI\pt__1984a
1876	11384	-122.9997966	39.6688006		
1877	5736	-119.7658616	36.19821225	3.4	DYFI\ca_2019b
1878	7594	-119.5861986	37.34945884	5.3	Historic MMI\pt__1986b
1879	12653	-123.6286173	40.42523013		
1880	13463	-123.8082804	40.90221672		
1881	2948	-120.1232154	34.44628167	7	Historic MMI\pt__1927b
1882	9775	-121.6523237	38.69396768	3.1	DYFI\ca_2001
1883	3173	-120.7107431	34.57528054		
1884	8495	-122.0116498	37.9185739	4.9	DYFI\ca_2019b
1885	12088	-122.2811444	40.08243916		
1886	10795	-123.8082804	39.32219839	8.5	Historic MMI\pt__1906
1887	9892	-121.5624922	38.76404647	2	DYFI\ca_2001
1888	8370	-122.7783243	37.87931787		
1889	5150	-120.3048508	35.83491374		
1890	3765	-119.6760301	34.95619266	3.8	DYFI\ca_2008b
1891	12307	-123.4489543	40.2197639		
1892	7034	-117.789568	36.99155291		
1893	2048	-117.6099049	33.84441261	6.5	Historic MMI\pt__1968
1894	14664	-120.1251877	41.57769967		
1895	6696	-116.9102195	36.7596227		
1896	15009	-120.3946823	41.77898207		
1897	1246	-116.7115897	33.32055167	5	Historic MMI\pt__1968
1898	4828	-117.9692311	35.61613202		
1899	7835	-118.7777148	37.49214606		
1900	7824	-119.7658616	37.49214606	3.1	DYFI\ca_2019b
1901	15123	-120.5743454	41.84593627		
1902	10111	-122.7303021	38.90399773	3.4	DYFI\ca_2005b
1903	11638	-121.023503	39.80695727		
1904	3657	-118.9573779	34.88253456		
1905	1837	-115.7234428	33.69506275	6.1	DYFI\ca_2019b
1906	2968	-118.3285572	34.43920062	6.8	DYFI\ca_2009
1907	1945	-116.4420951	33.76977022	8	Historic MMI\pt__1992a
1908	13726	-121.023503	41.03787166		
1909	7843	-118.0590626	37.49214606		
1910	2058	-116.7115897	33.84441261	2.7	DYFI\ca_2005a
1911	10120	-121.9218183	38.90399773		
1912	5406	-118.1488941	35.98043408	4.1	DYFI\ca_2019b
1913	8845	-121.8319868	38.13086661		
1914	12195	-123.0896282	40.15113624		
1915	11297	-120.3946823	39.59961844	7.3	Historic MMI\pt__1966
1916	5072	-116.8912527	35.76205328		
1917	3228	-115.8132744	34.58724206		
1918	5394	-119.2268724	35.98043408		
1919	6197	-120.0353562	36.48764317	3.1	DYFI\ca_2004
1920	3299	-119.8556931	34.66116407		
1921	7805	-121.4726607	37.49214606		
1922	3556	-117.6099049	34.80881039		
1923	11387	-122.7303021	39.6688006		
1924	2184	-115.8132744	33.91898986		
1925	14522	-122.4608075	41.51046567		
1926	5655	-116.6217581	36.12568658		
1927	10704	-121.5624922	39.25267069		
1928	14991	-122.0116498	41.77898207		
1929	6807	-117.3404104	36.8479164		
1930	14862	-123.1794597	41.71195789		
1931	10232	-122.2811444	38.97387013		
1932	1251	-116.262432	33.32055167		
1933	15091	-123.4489543	41.84593627		
1934	11984	-121.2031661	40.01367269		
1935	3759	-120.2150193	34.95619266	5.8	DYFI\ca_2019b
1936	8531	-118.7777148	37.9185739		
1937	14988	-122.2811444	41.77898207		
1938	7960	-117.9829015	37.55094625	3.4	DYFI\ca_2019b
1939	10352	-121.9218183	39.04367366		
1940	8057	-119.6760301	37.63456121		
1941	11976	-121.9218183	40.01367269		
1942	10240	-121.5624922	38.97387013	2.1	DYFI\ca_2001
1943	1237	-117.5181661	33.32213838	4.6	DYFI\ca_2009
1944	1132	-116.5319266	33.24545522	5.5	Historic MMI\pt__1968
1945	3237	-115.0047906	34.58724206		
1946	4962	-116.3522635	35.68912602		
1947	7494	-118.1488941	37.27801331		
1948	4578	-119.5861986	35.46994406		
1949	2494	-119.2256193	34.14334148	6	Historic MMI\pt__1952a
1950	7032	-117.9692311	36.99155291		
1951	5659	-116.262432	36.12568658	6.7	DYFI\ca_2019b
1952	2369	-120.0374959	34.05870673		
1953	2070	-115.6336113	33.84441261		
1954	10135	-120.5743454	38.90399773		
1955	2422	-115.2742852	34.06794862		
1956	5661	-116.0903074	36.11936339		
1957	8847	-121.6523237	38.13086661	6.5	Historic MMI\pt__1952a
1958	10464	-122.2811444	39.11340829		
1959	10805	-122.9099651	39.32219839		
1960	7934	-120.3048508	37.56338767	5.5	Historic MMI\pt__1952a
1961	11264	-123.3591228	39.59961844		
1962	3357	-114.6454645	34.66116407		
1963	567	-115.1844537	32.86900579		
1964	14892	-120.4845138	41.71195789		
1965	3821	-114.6611079	34.95634178	5	DYFI\ca_2019b
1966	5773	-116.4420951	36.19821225		
1967	5025	-121.1133345	35.76205328		
1968	5965	-120.0353562	36.34306217		
1969	8755	-119.496367	38.06017072		
1970	6574	-117.4302419	36.70400952		
1971	1709	-116.8014212	33.62029027		
1972	2960	-119.0472094	34.43920062	4.3	DYFI\ca_2019b
1973	5060	-117.9692311	35.76205328	4.1	DYFI\ca_1999
1974	14660	-120.4845138	41.57769967		
1975	7451	-122.0116498	37.27801331	8	Historic MMI\pt__1984a
1976	11843	-123.4489543	39.94483687		
1977	12569	-120.7540084	40.35681087		
1978	3568	-116.5319266	34.80881039	4.5	Historic MMI\pt__1952a
1979	14990	-122.1014814	41.77898207		
1980	4921	-120.0353562	35.68912602		
1981	14157	-123.9879435	41.30834436	3.4	DYFI\ca_2005b
1982	5719	-121.2929976	36.19821225		
1983	15234	-121.023503	41.91282048		
1984	8985	-119.6760301	38.20149409		
1985	10923	-122.7303021	39.39165705		
1986	2299	-115.9031059	33.99350188		
1987	2861	-117.5200734	34.36508134	5.2	DYFI\ca_2019b
1988	6554	-119.2268724	36.70400952	3.4	DYFI\ca_2019b
1989	7356	-120.1251877	37.20649991		
1990	7832	-119.0472094	37.49214606		
1991	1718	-115.9929374	33.62029027		
1992	6670	-119.2268724	36.77599673	4.6	DYFI\ca_2019b
1993	1597	-116.4420951	33.54545285	5.3	Historic MMI\pt__1968
1994	4701	-118.9573779	35.54307135	4	DYFI\ca_2003
1995	10703	-121.6523237	39.25267069	1	DYFI\ca_2005b
1996	11063	-120.5743454	39.46104663		
1997	11030	-123.5387858	39.46104663		
1998	1101	-119.3610141	33.23114266		
1999	6544	-120.1251877	36.70400952	3.6	DYFI\ca_2019b
2000	3806	-115.9929374	34.95619266		
2001	15355	-120.5742589	41.96970258		
2002	14051	-123.0896282	41.24083088	5	Historic MMI\pt__1906
2003	7330	-122.4448146	37.20901076		
2004	3209	-117.5200734	34.58724206	5.3	DYFI\ca_2005a
2005	4917	-120.3946823	35.68912602	6	Historic MMI\pt__1952a
2006	5740	-119.4065355	36.19821225	5.5	DYFI\ca_2019b
2007	8761	-118.9573779	38.06017072		
2008	5730	-120.3048508	36.19821225		
2009	2620	-118.3285572	34.21664596	7.5	Historic MMI\pt__1987a
2010	10563	-123.800204	39.18587754	0	Historic MMI\pt__1898
2011	13013	-122.550639	40.63007062	4	Historic MMI\pt__1906
2012	7951	-118.7777148	37.56338767	4.3	DYFI\ca_2019b
2013	6920	-117.6099049	36.91976847		
2014	1845	-115.0047906	33.69506275		
2015	8754	-119.5861986	38.06017072		
2016	11954	-123.8981119	40.01367269		
2017	4803	-120.2150193	35.61613202		
2018	12667	-122.3709759	40.42523013		
2019	6319	-119.496367	36.55983269	4.3	DYFI\ca_2019b
2020	12444	-121.5624922	40.28832212		
2021	5755	-118.0590626	36.19821225		
2022	14168	-122.9997966	41.30834436		
2023	11853	-122.550639	39.94483687		
2024	10567	-123.4489543	39.18307398		
2025	5862	-118.8675463	36.2706708	2.7	DYFI\ca_2004
2026	14403	-122.7303021	41.44316177		
2027	15320	-123.7186093	41.97137061		
2028	3329	-117.1607473	34.66116407	2.7	DYFI\ca_2005a
2029	13952	-121.5624922	41.17324759		
2030	11860	-121.9218183	39.94483687		
2031	2279	-117.6997365	33.99350188	6.8	Historic MMI\pt__1968
2032	5493	-120.7540084	36.05309384	5.2	DYFI\ca_2003
2033	4259	-116.9810842	35.25016306		
2034	11757	-120.7540084	39.87593172	3.7	Historic MMI\pt__1952a
2035	2049	-117.5200734	33.84441261	6.4	Historic MMI\pt__1952a
2036	4822	-118.5082202	35.61613202	6.7	Historic MMI\pt__1952b
2037	1123	-117.3404104	33.24545522	5.8	Historic MMI\pt__1968
2038	3067	-119.8556931	34.51325422	2	DYFI\ca_2019b
2039	11180	-120.4845138	39.53036711		
2040	6889	-120.3946823	36.91976847		
2041	6918	-117.789568	36.91976847		
2042	3356	-114.735296	34.66116407		
2043	5543	-116.262432	36.05309384		
2044	6564	-118.3285572	36.70400952		
2045	11741	-122.1913129	39.87593172		
2046	15224	-121.9218183	41.91282048		
2047	2135	-120.2111022	33.92231302		
2048	13355	-123.0896282	40.83428469		
2049	11284	-121.5624922	39.59961844		
2050	7449	-122.1913129	37.27801331	4.3	DYFI\ca_2007
2051	3678	-117.0709158	34.88253456	6.4	Historic MMI\pt__1954a
2052	12992	-124.3990888	40.60809204		
2053	2389	-118.2387256	34.06794862	8	Historic MMI\pt__1992a
2054	13955	-121.2929976	41.17324759		
2055	3408	-120.4845138	34.73502021	4	Historic MMI\pt__1952b
2056	12071	-123.8082804	40.08243916	7.5	Historic MMI\pt__1906
2057	2287	-116.9810842	33.99350188	6.4	DYFI\ca_2019b
2058	1261	-115.3641167	33.32055167		
2059	10460	-122.6404705	39.11340829		
2060	14191	-120.9336715	41.30834436		
2061	13348	-123.7184489	40.83428469		
2062	2846	-118.8675463	34.36508134	8	Historic MMI\pt__1952a
2063	6178	-121.7421552	36.48764317	5	Historic MMI\pt__1952b
2064	5411	-117.6997365	35.98043408		
2065	14970	-123.8981119	41.77898207		
2066	15328	-122.9997324	41.97475647		
2067	451	-115.1844537	32.793523		
2068	4048	-115.0946221	35.10331038		
2069	11510	-122.1014814	39.73791355		
2070	12340	-120.4845138	40.2197639		
2071	15351	-120.933534	41.96984827		
2072	7465	-120.7540084	37.27801331		
2073	8961	-121.8319868	38.20149409		
2074	1250	-116.3522635	33.32055167	4.8	DYFI\ca_2019b
2075	11386	-122.8201336	39.6688006		
2076	14402	-122.8201336	41.44316177		
2077	803	-114.8251276	33.0197787		
2078	8375	-122.3709759	37.84767304	4.6	DYFI\ca_2007
2079	8987	-119.496367	38.20149409		
2080	8064	-119.0472094	37.63456121	5.9	Historic MMI\pt__1980a
2081	15117	-121.1133345	41.84593627		
2082	531	-118.4183887	32.86900579		
2083	1939	-116.9810842	33.76977022	8.5	Historic MMI\pt__1992a
2084	12795	-121.2929976	40.49357985		
2085	9773	-121.8319868	38.69396768	5	Historic MMI\pt__1898
2086	4241	-118.5980518	35.25016306	7	Historic MMI\pt__1952a
2087	7726	-118.1488941	37.42083643		
2088	7151	-117.6997365	37.06326967		
2089	798	-115.2742852	33.0197787		
2090	3897	-118.2387256	35.02978462		
2091	8969	-121.1133345	38.20149409	3.1	DYFI\ca_2019b
2092	4110	-119.9455247	35.17676988		
2093	200	-116.8912527	32.64236512	3.4	DYFI\ca_2010
2094	11401	-121.4726607	39.6688006	4	Historic MMI\pt__1952a
2095	3894	-118.5082202	35.02978462		
2096	12104	-120.84384	40.08243916	2.5	Historic MMI\pt__1906
2097	5050	-118.8675463	35.76205328		
2098	3082	-118.5082202	34.51325422	4.3	DYFI\ca_2019b
2099	4936	-118.6878833	35.68912602	5	Historic MMI\pt__1952a
2100	8302	-118.5082202	37.77670394		
2101	3698	-115.2742852	34.88253456		
2102	14417	-121.4726607	41.44316177		
2103	14172	-122.6404705	41.30834436		
2104	7224	-121.5624922	37.13491868	8	Historic MMI\pt__1984a
2105	15219	-122.3709759	41.91282048		
2106	2779	-114.4658014	34.29089643		
2107	3787	-117.6997365	34.95619266		
2108	5189	-116.8014212	35.83491374		
2109	7794	-122.4608075	37.49214606	8	Historic MMI\pt__1984a
2110	5956	-120.84384	36.34306217		
2111	1716	-116.1726005	33.62029027	5.5	Historic MMI\pt__1968
2112	1020	-116.1726005	33.17029419	7	Historic MMI\pt__1968
2113	10025	-120.0353562	38.8340565	4.8	Historic MMI\pt__1954b
2114	12554	-122.1014814	40.35681087		
2115	10251	-120.5743454	38.97387013		
2116	14307	-120.9336715	41.37578799		
2117	5500	-120.1251877	36.05309384	4.8	Historic MMI\pt__1952b
2118	14644	-121.9218183	41.57769967		
2119	7331	-122.3709759	37.20649991	7	Historic MMI\pt__1906
2120	8984	-119.7658616	38.20149409		
2121	3453	-116.4420951	34.73502021	3.8	Historic MMI\pt__1952a
2122	7601	-118.9573779	37.34945884		
2123	10949	-120.3946823	39.39165705		
2124	2365	-120.3946823	34.06794862	1.5	Historic MMI\pt__1933
2125	5163	-119.1370409	35.83491374	3.4	DYFI\ca_2004
2126	11519	-121.2929976	39.73791355		
2127	6674	-118.8675463	36.77599673	4.9	Historic MMI\pt__1986b
2128	8511	-120.5743454	37.9185739	3.1	DYFI\ca_2007
2129	12339	-120.5743454	40.2197639		
2130	10219	-123.4489543	38.97387013		
2131	11172	-121.2031661	39.53036711	4.8	Historic MMI\pt__1872
2132	558	-115.9929374	32.86900579		
2133	13602	-121.7421552	40.97007905		
2134	8263	-122.0116498	37.77670394	7	Historic MMI\pt__1906
2135	15099	-122.7303021	41.84593627		
2136	214	-115.6355409	32.66722739		
2137	7020	-119.0472094	36.99155291		
2138	7797	-122.1913129	37.49214606	8	Historic MMI\pt__1984a
2139	13248	-122.2811444	40.76628298		
2140	2255	-119.8556931	33.99350188		
2141	12422	-123.5387858	40.28832212		
2142	14414	-121.7421552	41.44316177		
2143	4708	-118.3285572	35.54307135		
2144	6094	-118.8675463	36.41538631	3.8	DYFI\ca_2019b
2145	8532	-118.6878833	37.9185739		
2146	14400	-122.9997966	41.44316177		
2147	11636	-121.2031661	39.80695727		
2148	6914	-118.1488941	36.91976847	3	Historic MMI\pt__1906
2149	15218	-122.4608075	41.91282048		
2150	2660	-114.735296	34.21664596		
2151	10699	-122.0116498	39.25267069	3.2	DYFI\ca_2003
2152	4952	-117.2505788	35.68912602		
2153	12418	-123.8981119	40.28832212	6.3	Historic MMI\pt__1980b
2154	11649	-120.0402781	39.80701532		
2155	3460	-115.8132744	34.73502021		
2156	659	-117.3162565	32.94800291		
2157	4737	-115.7234428	35.54307135		
2158	2250	-120.3034459	33.99670737		
2159	10109	-122.9099651	38.90399773		
2160	13377	-121.1133345	40.83428469		
2161	12661	-122.9099651	40.42523013		
2162	6215	-118.4183887	36.48764317		
2163	10246	-121.023503	38.97387013	5.1	Historic MMI\pt__1954b
2164	13250	-122.1014814	40.76628298		
2165	2080	-114.735296	33.84441261		
2166	14746	-123.1794597	41.64486375		
2167	199	-116.9810842	32.64236512	6	Historic MMI\pt__1968
2168	14305	-121.1133345	41.37578799		
2169	6643	-121.6523237	36.77599673	7.5	Historic MMI\pt__1906
2170	7710	-119.5861986	37.42083643	3.8	DYFI\ca_2019b
2171	8608	-122.2811444	37.98940647	7.5	Historic MMI\pt__1984a
2172	3117	-115.3641167	34.51325422		
2173	12338	-120.6641769	40.2197639		
2174	14659	-120.5743454	41.57769967		
2175	8966	-121.3828291	38.20149409		
2176	5495	-120.5743454	36.05309384	5	Historic MMI\pt__1906
2177	7130	-119.5861986	37.06326967		
2178	2398	-117.4302419	34.06794862	6.9	Historic MMI\pt__1987a
2179	4051	-114.8264263	35.10224416		
2180	1601	-116.082769	33.54545285	5.5	Historic MMI\pt__1968
2181	2490	-119.5628941	34.10659453		
2182	4722	-117.0709158	35.54307135		
2183	3422	-119.2268724	34.73502021		
2184	8033	-121.8319868	37.63456121	7	Historic MMI\pt__1952a
2185	13819	-123.0896282	41.10559451		
2186	9549	-121.1133345	38.55360398		
2187	3090	-117.789568	34.51325422	4	Historic MMI\pt__1952a
2188	9992	-122.9997966	38.8340565	7	Historic MMI\pt__1952a
2189	12108	-120.4845138	40.08243916		
2190	12802	-120.6641769	40.49357985		
2191	686	-114.9149591	32.94442438		
2192	7834	-118.8675463	37.49214606		
2193	11851	-122.7303021	39.94483687		
2194	3472	-114.735296	34.73502021		
2195	14770	-121.023503	41.64486375		
2196	15213	-122.9099651	41.91282048		
2197	7495	-118.0590626	37.27801331		
2198	12644	-124.433622	40.42683428	8.5	Historic MMI\pt__1906
2199	4227	-119.8556931	35.25016306		
2200	8513	-120.3946823	37.9185739		
2201	15228	-121.5624922	41.91282048		
2202	14184	-121.5624922	41.30834436		
2203	14273	-123.9879435	41.37578799		
2204	6084	-119.7658616	36.41538631	3.1	DYFI\ca_2019b
2205	6527	-121.6523237	36.70400952	7.5	Historic MMI\pt__1984a
2206	1698	-117.789568	33.62029027	5.6	Historic MMI\pt__1968
2207	6789	-118.9573779	36.8479164		
2208	10367	-120.5743454	39.04367366		
2209	6079	-120.2150193	36.41538631		
2210	11414	-120.3048508	39.6688006	3.6	DYFI\ca_2001
2211	2157	-118.2387256	33.91898986	9	Historic MMI\pt__1987a
2212	3116	-115.4539483	34.51325422		
2213	6999	-120.9336715	36.99155291	3	DYFI\ca_2003
2214	11841	-123.6286173	39.94483687		
2215	2966	-118.5082202	34.43920062	8.1	Historic MMI\pt__1968
2216	13496	-120.84384	40.90221672		
2217	10119	-122.0116498	38.90399773	4.1	Historic MMI\pt__1952a
2218	11048	-121.9218183	39.46104663		
2219	7135	-119.1370409	37.06326967		
2220	13373	-121.4726607	40.83428469		
2221	6312	-120.1251877	36.55983269	5.1	Historic MMI\pt_1984b
2222	12196	-122.9997966	40.15113624		
2223	14155	-124.1638114	41.31256154		
2224	3649	-119.6760301	34.88253456	3.1	DYFI\ca_2008b
2225	7022	-118.8675463	36.99155291		
2226	12461	-120.0383259	40.2882997		
2227	10952	-120.1251877	39.39165705	7.8	Historic MMI\pt__1966
2228	9683	-119.5017362	38.61924372	5	Historic MMI\pt__1954b
2229	8261	-122.1913129	37.77670394	8.5	Historic MMI\pt__1906
2230	14993	-121.8319868	41.77898207		
2231	687	-114.8251276	32.94442438		
2232	9754	-123.5271946	38.70842445		
2233	8958	-122.1014814	38.20149409	7.5	Historic MMI\pt__1906
2234	2956	-119.4065355	34.43920062		
2235	4797	-120.7540084	35.61613202	3.8	DYFI\ca_2019b
