-117.72,34.56,6.30
-115.57,32.84,6.80
-117.11,32.72,6.00
-115.62,33.04,6.80
-113.21,32.86,4.80
-116.76,32.84,5.60
-114.73,32.73,6.00
-114.59,33.61,6.00
-117.04,32.66,5.50
-116.95,32.82,4.90
-115.53,32.98,4.80
-116.47,32.61,5.00
-116.18,33.68,4.80
-117.19,32.69,4.80
-117.26,32.95,4.00
-115.53,32.73,4.30
-118.22,33.98,5.00
-116.19,32.62,4.40
-116.87,32.72,5.00
-117.03,32.74,3.50
-117.09,32.67,4.00
-114.61,34.85,4.80
-117.08,32.57,5.00
-117.08,32.58,5.00
-118.37,33.75,4.00
-117.86,33.88,4.80
-115.85,32.8,4.80
-117.25,32.7,3.50
-117.57,33.37,4.90
-116.67,33.11,4.80
-116.05,34.14,4.80
-111.59,32.76,4.90
-110.64,32.7,4.00
-112.05,33.05,4.90
-110.98,32.22,4.50
-114.63,32.7,4.80
-117.28,33.02,4.90
-117.56,33.87,4.80
-117.29,33.05,4.90
